"key","message","comment","context"
"Acquisition Date","Fecha de Adquisición",,
"Activation Cost","Costo de activación",,
"Active","Activo",,
"Additional Properties","Propiedades Adicionales",,
"Amount","Cantidad",,
"Archived","Archivado",,
"Automatic","Automático",,
"Booking","Reserva",,
"BookingDate","Fecha para registrarse",,
"Brand","Marca",,
"Brand",,,
"CO2 Emissions","Emisiones de CO2",,
"Car value","Valor del coche",,
"Category","Categoría",,
"Cause of repair","Causa de reparación",,
"Chassis Number","Número de chasis",,
"Color","Color",,
"Company","Empresa",,
"Configuration","Configuración",,
"Confirmed","Confirmado",,
"Contact set","Conjunto de contactos",,
"Contract Expiration Date","Fecha de expiración de contrato",,
"Contract Reference","Referencia de contrato",,
"Contract Start date","Fecha de inicio del contrato",,
"Contract details","Detalles del contrato",,
"Contract number","Número de contrato",,
"Contractor","Contratista",,
"Cost","Costo",,
"Customer","Cliente",,
"Customer",,,
"Daily","Diario",,
"Date","Fecha",,
"Date of repair","Fecha de reparación",,
"Diesel","Diesel",,
"Doors","Puertas",,
"Draft","Sequía",,
"Driver","Conductor",,
"Electric","Eléctrico",,
"Engine Options","Opciones de motor",,
"Fleet","Flota",,
"Fuel card code","Código de tarjeta de combustible",,
"Fuel card number","Número de tarjeta de combustible",,
"Fuel log","Registro de combustible",,
"Fuel type","Tipo de combustible",,
"Gasoline","Gasolina",,
"General Properties","Propiedades generales",,
"Horse Power","Caballo de potencia",,
"Horse Power Tax","Impuesto sobre la potencia del caballo",,
"Hybrid","Híbrido",,
"Image","Imagen",,
"In Progress","En progreso",,
"Included Services","Servicios incluidos",,
"Information","Información",,
"Insurance","Seguro",,
"Invoice Date","Fecha de la factura",,
"Invoice Reference","Referencia de la factura",,
"Kilometric value","Valor",,
"Leasing","Arrendamiento",,
"Liter","Litro",,
"Location","Ubicación",,
"Manual","Manual",,
"Mileage","Kilometraje",,
"Model","Modelo",,
"Monthly","Mensual",,
"Name","Nombre",,
"None","Ninguna",,
"Notes","Notas",,
"Odometer","Cuentakilómetros",,
"Odometer unit","Unidad cuentakilómetros",,
"Odometers","Cuentakilómetros",,
"Partner set","Conjunto de socios",,
"Plate number","Número de placa",,
"Power(KW)","Potencia (KW)",,
"Price per Liter","Precio por litro",,
"Purchaser","Comprador",,
"Recurring Cost","Costo recurrente",,
"Recurring Cost Frequency","Frecuencia de costo recurrente",,
"Recurring Costs","Costos recurrentes",,
"Refueling details","Detalles de reabastecimiento",,
"Rent end","Fin de alquiler",,
"Rent start","Inicio de alquiler",,
"Rental","Alquiler",,
"Rental car","Coche de alquiler",,
"Rent end",,,
"Rent start",,,
"Rental",,,
"Rental car",,,
"Repairing","Reparacion",,
"Repairs","Refacción",,
"Repairs",,,
"Seats","Asientos",,
"Service Type","Tipo de servicio",,
"Service log","Registro de servicio",,
"Services","Servicios",,
"State","Estado",,
"Status","Estado",,
"Tags","Etiquetas",,
"Terminated","Terminado",,
"Terms and Conditions","Términos y Condiciones",,
"To Close","Cerrar",,
"Total Price","Precio total",,
"Total cost","Coste total",,
"Transmission","Transmisión",,
"Type","Tipo",,
"Unit","Unidad",,
"Vehicle","Vehículo",,
"Vehicle Contract","Contrato de vehículo",,
"Vehicle Cost","Costo del vehiculo",,
"Vehicle Fuel","Combustible del vehículo",,
"Vehicle Fuel Log","Registro de combustible del vehículo",,
"Vehicle Model","Modelo de vehículo",,
"Vehicle Recurring Cost","Costo recurrente del vehículo",,
"Vehicle Service","Servicio de vehículos",,
"Vehicle Service Log","Registro de servicio del vehículo",,
"Vehicle Service Type","Tipo de servicio del vehículo",,
"Vehicle brands","Marcas de vehículos",,
"Vehicle contract","Contrato de vehículo",,
"Vehicle contracts","Contratos de vehículos",,
"Vehicle cost","Costo del vehículo",,
"Vehicle fuel log","Registro de combustible del vehículo",,
"Vehicle models","Modelos de vehículos",,
"Vehicle odometer","Cuentakilómetros del vehículo",,
"Vehicle rent","Alquiler de vehículos",,
"Vehicle service","Servicio de vehículos",,
"Vehicle service list","Lista de servicio del vehículo",,
"Vehicle service log","Registro de servicio del vehículo",,
"Vehicle service type","Tipo de servicio del vehículo",,
"Vehicle sevice type","Tipo de servicio del vehículo",,
"Vehicle tag","Etiqueta del vehículo",,
"Vehicle tags","Etiquetas vehiculares",,
"Vendor","Vendedor",,
"Vendors","Vendedores",,
"Warning Date","Fecha de advertencia",,
"Weekly","Semanal",,
"Yearly","Anual",,
"g/km","g / km",,
"value:Fleet","valor: flota",,
