"key","message","comment","context"
"Acquisition Date","收购日期",,
"Activation Cost","激活成本",,
"Active","活跃",,
"Additional Properties","附加属性",,
"Amount","金额",,
"Archived","已归档",,
"Automatic","自动",,
"Booking","预订",,
"BookingDate","预订日期",,
"Brand","品牌",,
"CO2 Emissions","CO2 排放",,
"Car value","车辆价值",,
"Category","类别",,
"Cause of repair","维修原因",,
"Chassis Number","底盘号",,
"Color","颜色",,
"Company","公司",,
"Configuration","配置",,
"Confirmed","已确认",,
"Contact set","联系人",,
"Contract Expiration Date","合同到期日期",,
"Contract Reference","合同参考",,
"Contract Start date","合同开始日期",,
"Contract details","合同详情",,
"Contract number","合同编号",,
"Contractor","承包商",,
"Cost","成本",,
"Customer","客户",,
"Daily","每日",,
"Date","日期",,
"Date of repair","维修日期",,
"Diesel","柴油",,
"Doors","车门数量",,
"Draft","草稿",,
"Driver","司机",,
"Electric","电动",,
"Engine Options","发动机选项",,
"Fleet","车队",,
"Fuel card code","燃油卡代码",,
"Fuel card number","燃油卡号",,
"Fuel log","燃油记录",,
"Fuel type","燃油类型",,
"Gasoline","汽油",,
"General Properties","通用属性",,
"Horse Power","马力",,
"Horse Power Tax","马力税（以财政马力计）",,
"Hybrid","混合动力",,
"Image","图片",,
"In Progress","进行中",,
"Included Services","包含的服务",,
"Information","信息",,
"Insurance","保险",,
"Invoice Reference","发票参考",,
"Invoice date","发票日期",,
"Kilometric value","公里数",,
"Leasing","租赁",,
"Liter","升",,
"Location","位置",,
"Manual","手动",,
"Mileage","里程",,
"Model","型号",,
"Monthly","每月",,
"Name","名称",,
"None","无",,
"Notes","备注",,
"Odometer","里程表",,
"Odometer unit","里程单位",,
"Odometers","里程表",,
"Partner set","合作伙伴",,
"Plate number","车牌号",,
"Power(KW)","功率（千瓦）",,
"Price per Liter","每升价格",,
"Purchaser","购买者",,
"Recurring Cost","递归成本",,
"Recurring Cost Frequency","递归成本频率",,
"Recurring Costs","递归成本",,
"Refueling details","加油详情",,
"Rent end","租赁结束",,
"Rent start","租赁开始",,
"Rental","租赁",,
"Rental car","租赁车辆",,
"Repairing","维修中",,
"Repairs","维修",,
"Seats","座位数",,
"Service Type","服务类型",,
"Service log","服务记录",,
"Services","服务",,
"State","状态",,
"Status","状态",,
"Tags","标签",,
"Terminated","终止",,
"Terms and Conditions","条款和条件",,
"To Close","待关闭",,
"Total Price","总价",,
"Total cost","总成本",,
"Transmission","变速箱",,
"Type","类型",,
"Unit","单位",,
"Vehicle","车辆",,
"Vehicle Contract","车辆合同",,
"Vehicle Cost","车辆成本",,
"Vehicle Fuel","车辆燃油",,
"Vehicle Fuel Log","车辆燃油记录",,
"Vehicle Model","车辆型号",,
"Vehicle Recurring Cost","车辆递归成本",,
"Vehicle Service","车辆服务",,
"Vehicle Service Log","车辆服务记录",,
"Vehicle Service Type","车辆服务类型",,
"Vehicle brands","车辆品牌",,
"Vehicle contract","车辆合同",,
"Vehicle contracts","车辆合同",,
"Vehicle cost","车辆成本",,
"Vehicle fuel log","车辆燃油记录",,
"Vehicle models","车辆型号",,
"Vehicle odometer","车辆里程表",,
"Vehicle rent","车辆租赁",,
"Vehicle service","车辆服务",,
"Vehicle service list","车辆服务列表",,
"Vehicle service log","车辆服务记录",,
"Vehicle service type","车辆服务类型",,
"Vehicle sevice type","车辆服务类型",,
"Vehicle tag","车辆标签",,
"Vehicle tags","车辆标签",,
"Vendor","供应商",,
"Vendors","供应商",,
"Warning Date","警告日期",,
"Weekly","每周",,
"Yearly","每年",,
"g/km",,,
"value:Fleet","车队",,
