"key","message","comment","context"
"Acquisition Date","Erwerbsdatum",,
"Activation Cost","Aktivierungskosten",,
"Active","Aktiv",,
"Additional Properties","Zusätzliche Eigenschaften",,
"Amount","Betrag",,
"Archived","Archiviert",,
"Automatic","Automatisch",,
"Booking","Buchen",,
"BookingDate","Buchungsdatum",,
"CO2 Emissions","CO2-Emissionen",,
"Car value","Fahrzeugwert",,
"Category","Kategorie",,
"Chassis Number","Fahrgestellnummer",,
"Color","Farbe",,
"Company","Unternehmen",,
"Configuration","Konfiguration",,
"Confirmed","Bestätigt",,
"Contact set","Kontaktsatz",,
"Contract Expiration Date","Vertragsablaufdatum",,
"Contract Reference","Vertragsreferenz",,
"Contract Start date","Vertragsbeginn Datum",,
"Contract details","Vertragsdetails",,
"Contractor","Auftragnehmer",,
"Cost","Kosten",,
"Daily","Täglich",,
"Date","Datum",,
"Diesel","Diesel",,
"Doors","Türen",,
"Draft","Entwurf",,
"Driver","Fahrer",,
"Electric","Elektrisch",,
"Engine Options","Motor-Optionen",,
"Fleet","Flotte",,
"Fuel log","Brennstoffprotokoll",,
"Fuel type","Kraftstoffart",,
"Gasoline","Benzin",,
"General Properties","Allgemeine Eigenschaften",,
"Horse Power","Pferdestärken",,
"Horse Power Tax","Pferdestärken-Steuer",,
"Hybrid","Hybrid",,
"Image","Bild",,
"In Progress","In Bearbeitung",,
"Included Services","Inklusive Leistungen",,
"Information","Informationen",,
"Insurance","Versicherung",,
"Invoice Date","Rechnungsdatum",,
"Invoice Reference","Rechnungsreferenz",,
"Kilometric value","Wert",,
"Leasing","Leasing",,
"Liter","Liter",,
"Location","Ort",,
"Make","Marke",,
"Manual","Handbuch",,
"Model","Modell",,
"Monthly","Monatlich",,
"Name","Name",,
"None","Keine",,
"Notes","Notizen",,
"Odometer","Kilometerzähler",,
"Odometer unit","Kilometerzähler-Einheit",,
"Odometers","Kilometerzähler",,
"Partner set","Partner-Set",,
"Plate number","Kennzeichen",,
"Power(KW)","Leistung(KW)",,
"Price per Liter","Preis pro Liter",,
"Purchaser","Käufer",,
"Recurring Cost","Wiederkehrende Kosten",,
"Recurring Cost Frequency","Wiederkehrende Kostenhäufigkeit",,
"Recurring Costs","Wiederkehrende Kosten",,
"Refueling details","Betankungsdetails",,
"Repairing","Reparieren",,
"Seats","Sitze",,
"Service Type","Servicetyp",,
"Service log","Serviceprotokoll",,
"Services","Dienstleistungen",,
"State","Zustand",,
"Status","Status",,
"Tags","Tags",,
"Terminated","Abgeschlossen",,
"Terms and Conditions","Allgemeine Geschäftsbedingungen",,
"To Close","Zum Schließen",,
"Total Price","Gesamtpreis",,
"Total cost","Gesamtkosten",,
"Transmission","Übertragung",,
"Type","Typ",,
"Vehicle","Fahrzeug",,
"Vehicle Contract","Fahrzeugvertrag",,
"Vehicle Cost","Fahrzeugkosten",,
"Vehicle Fuel","Kraftstoff für Fahrzeuge",,
"Vehicle Fuel Log","Fahrzeug-Kraftstoffprotokoll",,
"Vehicle Model","Fahrzeugmodell",,
"Vehicle Recurring Cost","Wiederkehrende Fahrzeugkosten",,
"Vehicle Service","Fahrzeugservice",,
"Vehicle Service Log","Fahrzeug-Service-Protokoll",,
"Vehicle Service Type","Fahrzeug-Servicetyp",,
"Vehicle contract","Fahrzeugvertrag",,
"Vehicle contracts","Fahrzeugverträge",,
"Vehicle cost","Fahrzeugkosten",,
"Vehicle fuel log","Kraftstoffspeicher für Fahrzeuge",,
"Vehicle makes","Fahrzeugmarken",,
"Vehicle models","Fahrzeugmodelle",,
"Vehicle odometer","Kilometerzähler für Fahrzeuge",,
"Vehicle service","Fahrzeugservice",,
"Vehicle service list","Fahrzeug-Serviceliste",,
"Vehicle service log","Fahrzeug-Service-Protokoll",,
"Vehicle service type","Serviceart Fahrzeug",,
"Vehicle sevice type","Fahrzeugservicetyp",,
"Vehicle tag","Fahrzeugkennzeichnung",,
"Vehicle tags","Fahrzeuganhänger",,
"Vendor","Lieferant",,
"Vendors","Lieferanten",,
"Warning Date","Warndatum",,
"Weekly","Wöchentlich",,
"Yearly","Jährlich",,
"g/km","g/km",,
"value:Fleet","Wert:Flotte",,
