"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.production.ProductionConfig.r";"com.axelor.apps.production.db.ProductionConfig";"x";;;;;;;"Production Read"
"perm.production.BillOfMaterial.r";"com.axelor.apps.production.db.BillOfMaterial";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.ManufOrder.r";"com.axelor.apps.production.db.ManufOrder";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.CostSheetLine.r";"com.axelor.apps.production.db.CostSheetLine";"x";;;;;;;"Production Read"
"perm.production.CostSheet.r";"com.axelor.apps.production.db.CostSheet";"x";;;;;;;"Production Read"
"perm.production.OperationOrder.r";"com.axelor.apps.production.db.OperationOrder";"x";;;;;;;"Production Read"
"perm.production.ConfiguratorProdProcessLine.r";"com.axelor.apps.production.db.ConfiguratorProdProcessLine";"x";;;;;;;"Production Read"
"perm.production.ConfiguratorProdProcess.r";"com.axelor.apps.production.db.ConfiguratorProdProcess";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.TempBomTree.r";"com.axelor.apps.production.db.TempBomTree";"x";;;;;;;"Production Read"
"perm.production.ProdResidualProduct.r";"com.axelor.apps.production.db.ProdResidualProduct";"x";;;;;;;"Production Read"
"perm.production.ProdProcessLine.r";"com.axelor.apps.production.db.ProdProcessLine";"x";;;;;;;"Production Read"
"perm.production.Machine.r";"com.axelor.apps.production.db.Machine";"x";;;;;;;"Production Read"
"perm.production.ProdProduct.r";"com.axelor.apps.production.db.ProdProduct";"x";;;;;;;"Production Read"
"perm.production.ProductionOrder.r";"com.axelor.apps.production.db.ProductionOrder";"x";;;;;;;"Production Read"
"perm.production.ProdHumanResource.r";"com.axelor.apps.production.db.ProdHumanResource";"x";;;;;;;"Production Read"
"perm.production.WorkCenter.r";"com.axelor.apps.production.db.WorkCenter";"x";;;;;;;"Production Read"
"perm.production.OperationOrderDuration.r";"com.axelor.apps.production.db.OperationOrderDuration";"x";;;;;;;"Production Read"
"perm.production.CostSheetGroup.r";"com.axelor.apps.production.db.CostSheetGroup";"x";;;;;;;"Production Read"
"perm.production.ObjectDescription.r";"com.axelor.apps.production.db.ObjectDescription";"x";;;;;;;"Production Read"
"perm.production.ProdProcess.r";"com.axelor.apps.production.db.ProdProcess";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.ConfiguratorBOM.r";"com.axelor.apps.production.db.ConfiguratorBOM";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.MachineType.r";"com.axelor.apps.production.db.MachineType";"x";;;;;;;"Production Read"
"perm.production.ProductionConfig.rwc";"com.axelor.apps.production.db.ProductionConfig";"x";"x";"x";;;;;"Production User"
"perm.production.BillOfMaterial.rwc";"com.axelor.apps.production.db.BillOfMaterial";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.ManufOrder.rwc";"com.axelor.apps.production.db.ManufOrder";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.CostSheetLine.rwc";"com.axelor.apps.production.db.CostSheetLine";"x";"x";"x";;;;;"Production User"
"perm.production.CostSheet.rwc";"com.axelor.apps.production.db.CostSheet";"x";"x";"x";;;;;"Production User"
"perm.production.OperationOrder.rwc";"com.axelor.apps.production.db.OperationOrder";"x";"x";"x";;;;;"Production User"
"perm.production.ConfiguratorProdProcessLine.rwc";"com.axelor.apps.production.db.ConfiguratorProdProcessLine";"x";"x";"x";;;;;"Production User"
"perm.production.ConfiguratorProdProcess.rwc";"com.axelor.apps.production.db.ConfiguratorProdProcess";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.TempBomTree.rwc";"com.axelor.apps.production.db.TempBomTree";"x";"x";"x";;;;;"Production User"
"perm.production.ProdResidualProduct.rwc";"com.axelor.apps.production.db.ProdResidualProduct";"x";"x";"x";;;;;"Production User"
"perm.production.ProdProcessLine.rwc";"com.axelor.apps.production.db.ProdProcessLine";"x";"x";"x";;;;;"Production User"
"perm.production.Machine.rwc";"com.axelor.apps.production.db.Machine";"x";"x";"x";;;;;"Production User"
"perm.production.ProdProduct.rwc";"com.axelor.apps.production.db.ProdProduct";"x";"x";"x";;;;;"Production User"
"perm.production.ProductionOrder.rwc";"com.axelor.apps.production.db.ProductionOrder";"x";"x";"x";;;;;"Production User"
"perm.production.ProdHumanResource.rwc";"com.axelor.apps.production.db.ProdHumanResource";"x";"x";"x";;;;;"Production User"
"perm.production.WorkCenter.rwc";"com.axelor.apps.production.db.WorkCenter";"x";"x";"x";;;;;"Production User"
"perm.production.OperationOrderDuration.rwc";"com.axelor.apps.production.db.OperationOrderDuration";"x";"x";"x";;;;;"Production User"
"perm.production.CostSheetGroup.rwc";"com.axelor.apps.production.db.CostSheetGroup";"x";"x";"x";;;;;"Production User"
"perm.production.ObjectDescription.rwc";"com.axelor.apps.production.db.ObjectDescription";"x";"x";"x";;;;;"Production User"
"perm.production.ProdProcess.rwc";"com.axelor.apps.production.db.ProdProcess";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.ConfiguratorBOM.rwc";"com.axelor.apps.production.db.ConfiguratorBOM";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.MachineType.rwc";"com.axelor.apps.production.db.MachineType";"x";"x";"x";;;;;"Production User"
