"key","message","comment","context"
"Additional Partner/Contacts","Дополнительный партнер/контакты",,
"Additional leads","Дополнительные зацепки",,
"An event will be generated by target, are you sure you want to continue ?","Событие будет сгенерировано целью, вы уверены, что хотите продолжить?",,
"Assigned to","Назначенный",,
"Attendee","Посетитель",,
"Attendees","Посетители",,
"Both","Оба",,
"Campaign","Кампания",,
"Campaign Type","Тип кампании",,
"Campaign type","Тип кампании",,
"Campaign types","Типы кампаний",,
"Campaigns","Кампании",,
"Cancel","Отмена",,
"Configuration","Конфигурация",,
"Contact","Контакт",,
"Contact/Partners template","Шаблон для контактов/партнеров",,
"Draft","Проект",,
"Duration","Продолжительность",,
"Email Account","Учетная запись электронной почты",,
"Email sending log","Журнал отправки электронной почты",,
"Emailing","Электронная почта",,
"Emailing report","Отчет по электронной почте",,
"Emails sent successfully","Электронная почта успешно отправлена",,
"End","Конец",,
"Ended","Конец",,
"Error in sending an email to the following targets","Ошибка при отправке сообщения электронной почты следующим адресатам",,
"Error in sending emails. Please check the log file generated.","Ошибка при отправке сообщений электронной почты. Пожалуйста, проверьте сгенерированный файл журнала.",,
"Event Type","Тип события",,
"Event type","Тип события",,
"Events","События",,
"Generate Events","Генерировать события",,
"Generate Targets","Генерировать цели",,
"Generate event to the team and salesman in charge of the partner/leads","Генерировать событие для команды и продавца, ответственного за партнера/руководителей.",,
"Guided","Направляемый",,
"Informations","Информация",,
"Launch emailing","Запустить электронную почту",,
"Lead","Свинец",,
"Lead Query","Ведущий запрос",,
"Lead filters","Свинцовые фильтры",,
"Leads","Зацепки",,
"Leads Target List","Список целевых показателей Ссылки на потенциальных клиентов",,
"Leads template","Шаблон ссылок",,
"Manage an event per target","Управление событиями по каждой цели",,
"Manage attendees","Управлять посетителями",,
"Manual","Руководство",,
"Marketing","Маркетинг",,
"Marketing Campaigns","Маркетинговые кампании",,
"Name","Имя",,
"Open filtered leads","Открытые отфильтрованные провода",,
"Open filtered partners","Открытые фильтрованные партнеры",,
"Open planned events","Открытые запланированные мероприятия",,
"Participation","Участие",,
"Partner","Партнер",,
"Partner Query","Запрос партнера",,
"Partner filters","Партнерские фильтры",,
"Partner/Contacts Target List","Список целевых партнеров/контактов",,
"Partners","Партнеры",,
"Past events","Прошедшие события",,
"Plan","План",,
"Planned","Запланированный",,
"Planned events","Запланированные мероприятия",,
"Please select at least one template","Пожалуйста, выберите по крайней мере один шаблон",,
"Please select target","Пожалуйста, выберите цель",,
"Related to","Связанный с",,
"Related to select","Связанные с выбором",,
"Report","Доклад",,
"Results","Результаты",,
"Select Query type","Выберите Тип запроса",,
"Select type","Выберите тип",,
"Sequence","Последовательность",,
"Stage","Сцена",,
"Start","Начать",,
"Start date time","Время даты начала",,
"Started","Начал",,
"Subject","Предмет",,
"Suspend","Приостановить",,
"Suspended","Приостановлено",,
"Target List","Целевой список",,
"Target Model","Целевая модель",,
"Target list","Список целей",,
"Target lists","Списки целей",,
"Targets","Цели",,
"Targets to contact","Цели для контакта",,
"Team","Команда",,
"Template","Шаблон",,
"Tools","Инструменты",,
"value:Marketing Management","Стоимость:Управление маркетингом",,
