"key","message","comment","context"
"Additional Partner/Contacts","Socio / contactos adicionales",,
"Additional leads","Leads adicionales",,
"Allow the editing of the targets","Permitir la edición de los objetivos.",,
"An event will be generated by target, are you sure you want to continue ?","El evento generará un evento, ¿estás seguro de que deseas continuar?",,
"Assign to","Asignar a",,
"Assigned to","Asignado a",,
"Attendee","Asistente",,
"Attendees","Asistentes",,
"Batchs","Lotes",,
"Both","Ambos",,
"Campaign","Campaña",,
"Campaign Type","Tipo de campaña",,
"Campaign reminders","Recordatorios de campaña",,
"Campaign type","Tipo de campaña",,
"Campaign types","Tipos de campaña",,
"Campaigns","Campañas",,
"Cancel","Cancelar",,
"Cannot generate targets. Please check lead filter of Target Model.","No se pueden generar objetivos. Verifique el filtro de plomo del modelo de destino.",,
"Cannot generate targets. Please check partner filter of Target Model.","No se pueden generar objetivos. Verifique el filtro asociado del Modelo de destino.",,
"Clear Selection","Selección clara",,
"Configuration","Configuración",,
"Contact","Contacto",,
"Contact/Partner reminder template","Plantilla de recordatorio de contacto / socio",,
"Contact/Partners template","Plantilla de contacto / socios",,
"Days","Dias",,
"Draft","Sequía",,
"Duration","Duración",,
"Duration type","Tipo de duración",,
"Email","Email",,
"Email Account","Cuenta de correo electrónico",,
"Email sending log","Registro de envío de correo electrónico",,
"Emailing","Emailing",,
"Emailing report","Informe por correo electrónico",,
"Emails sent successfully","Correos electrónicos enviados con éxito",,
"End","Final",,
"End date time",,,
"Ended","Terminó",,
"Enrolled","Inscrito",,
"Error in sending an email to the following targets","Error al enviar un correo electrónico a los siguientes objetivos",,
"Error in sending emails. Please check the log file generated.","Error al enviar correos electrónicos. Por favor revise el archivo de registro generado.",,
"Event Type","Tipo de evento",,
"Event end","Fin del evento",,
"Event start","Inicio del evento",,
"Event type","Tipo de evento",,
"Events","Eventos",,
"Fiscal position","Posición fiscal",,
"Generate Events","Generar eventos",,
"Generate Targets","Generar objetivos",,
"Generate event to the team and salesperson in charge of the partner/leads","Generar evento para el equipo y el vendedor a cargo del socio / leads",,
"Generated emails","Correos electrónicos generados",,
"Guided","Guiado",,
"Hours","Horas",,
"Information","Información",,
"Invite all targets","Invita a todos los objetivos",,
"Invite selected targets","Invita a objetivos seleccionados",,
"Invited","Invitado",,
"Launch emailing","Lanzar correo electrónico",,
"Lead","Dirigir",,
"Lead Query","Consulta de plomo",,
"Lead filters","Filtros de plomo",,
"Lead reminder template","Plantilla de recordatorio de plomo",,
"Leads","Guías",,
"Leads Target List","Lista de objetivos de clientes potenciales",,
"Leads template","Plantilla de leads",,
"Manage an event per target","Administrar un evento por objetivo",,
"Manage attendees","Administrar asistentes",,
"Manual","Manual",,
"Marketing","Márketing",,
"Marketing Campaigns","Campañas de marketing",,
"Minutes","Minutos",,
"Name","Nombre",,
"Not participating","No participa",,
"Open filtered leads","Abrir leads filtrados",,
"Open filtered partners","Abrir socios filtrados",,
"Open planned events","Abrir eventos planificados",,
"Participate","Participar",,
"Partner","Compañero",,
"Partner Query","Consulta de socios",,
"Partner filters","Filtros de socios",,
"Partner/Contacts Target List","Lista de objetivos de socios / contactos",,
"Partners","Socios",,
"Past events","Eventos pasados",,
"Plan","Plan",,
"Planned","Planificado",,
"Planned events","Eventos planificados",,
"Please add atleast one invited Partner or Lead.","Agregue al menos un socio o líder invitado.",,
"Please select at least one template","Seleccione al menos una plantilla",,
"Please select target","Por favor seleccione objetivo",,
"Presence","Presencia",,
"Present at the event","Presente en el evento",,
"Related to","Relacionado con",,
"Related to select","Relacionado con seleccionar",,
"Reminded","Recordó",,
"Reminders","Recordatorios",,
"Report","Reporte",,
"Results","Resultados",,
"Select Query type","Seleccionar tipo de consulta",,
"Select target field","Seleccionar campo de destino",,
"Select type","Seleccione tipo",,
"Send a reminder","Enviar un recordatorio",,
"Sequence","Secuencia",,
"Stage","Etapa",,
"Start","comienzo",,
"Start date time","Fecha de inicio hora",,
"Started","Empezado",,
"Subject","Tema",,
"Suspend","Suspender",,
"Suspended","Suspendido",,
"Target List","Lista de objetivos",,
"Target Model","Modelo objetivo",,
"Target list","Lista de objetivos",,
"Target lists","Listas de objetivos",,
"Targets","Objetivos",,
"Targets to contact","Objetivos para contactar",,
"Team","Equipo",,
"Template","Modelo",,
"Tools","Herramientas",,
"Type","Tipo",,
"Weeks","Semanas",,
"value:Marketing Management","valor: gestión de marketing",,
