"key","message","comment","context"
"Additional Partner/Contacts","Dodatkowy partner/kontakty",,
"Additional leads","Dodatkowe wskazówki",,
"An event will be generated by target, are you sure you want to continue ?","Zdarzenie zostanie wygenerowane przez cel, czy na pewno chcesz kontynuować ?",,
"Assigned to","Przypisany do",,
"Attendee","Uczestnik",,
"Attendees","Uczestnicy",,
"Both","obydwu.",,
"Campaign","Kampania",,
"Campaign Type","Typ kampanii",,
"Campaign type","Typ kampanii",,
"Campaign types","Rodzaje kampanii",,
"Campaigns","Kampanie",,
"Cancel","Anulowanie",,
"Configuration","Konfiguracja",,
"Contact","Kontakt",,
"Contact/Partners template","Szablon Kontakt/Partnerzy",,
"Draft","Wstępny projekt",,
"Duration","Czas trwania pomocy",,
"Email Account","Konto e-mail",,
"Email sending log","Dziennik wysyłania poczty elektronicznej",,
"Emailing","Wysyłanie pocztą elektroniczną",,
"Emailing report","Raport pocztą elektroniczną",,
"Emails sent successfully","Pomyślnie wysłane e-maile",,
"End","Koniec",,
"Ended","Zakończone",,
"Error in sending an email to the following targets","Błąd w wysyłaniu wiadomości e-mail do następujących celów",,
"Error in sending emails. Please check the log file generated.","Błąd w wysyłaniu wiadomości e-mail. Proszę sprawdzić wygenerowany plik dziennika.",,
"Event Type","Typ zdarzenia",,
"Event type","Typ zdarzenia",,
"Events","Wydarzenia",,
"Generate Events","Generowanie zdarzeń",,
"Generate Targets","Generowanie celów",,
"Generate event to the team and salesman in charge of the partner/leads","Wygeneruj wydarzenie dla zespołu i handlowca odpowiedzialnego za partnerów/liderów",,
"Guided","Z wskazówkami",,
"Informations","Informacje",,
"Launch emailing","Rozpoczęcie wysyłania wiadomości e-mail",,
"Lead","Ołów",,
"Lead Query","zapytanie ofertowe",,
"Lead filters","Filtry ołowiane",,
"Leads","Ołowiane",,
"Leads Target List","Lista celów dla liderów",,
"Leads template","Szablon ołowiu",,
"Manage an event per target","Zarządzanie zdarzeniem dla każdego celu",,
"Manage attendees","Zarządzaj uczestnikami",,
"Manual","Instrukcja obsługi",,
"Marketing","Wprowadzanie do obrotu",,
"Marketing Campaigns","Kampanie marketingowe",,
"Name","Nazwa",,
"Open filtered leads","Otwarte przefiltrowane przewody",,
"Open filtered partners","Otwarci, przefiltrowani partnerzy",,
"Open planned events","Planowane wydarzenia otwarte",,
"Participation","Uczestnictwo",,
"Partner","Partner",,
"Partner Query","Zapytanie od partnera",,
"Partner filters","Filtry partnerskie",,
"Partner/Contacts Target List","Lista docelowa partnerów/kontaktów",,
"Partners","Partnerzy",,
"Past events","Wydarzenia z przeszłości",,
"Plan","Plan",,
"Planned","Planowane",,
"Planned events","Planowane wydarzenia",,
"Please select at least one template","Proszę wybrać co najmniej jeden szablon",,
"Please select target","Proszę wybrać cel.",,
"Related to","Związane z",,
"Related to select","W odniesieniu do wyboru",,
"Report","Sprawozdanie",,
"Results","Wyniki",,
"Select Query type","Wybierz typ zapytania",,
"Select type","Wybór typu",,
"Sequence","Kolejność",,
"Stage","Etap",,
"Start","Start",,
"Start date time","Godzina rozpoczęcia",,
"Started","Rozpoczął się",,
"Subject","Przedmiot",,
"Suspend","Zawieszenie",,
"Suspended","zawieszony",,
"Target List","Lista docelowa",,
"Target Model","Model docelowy",,
"Target list","Lista docelowa",,
"Target lists","Listy docelowe",,
"Targets","Cele",,
"Targets to contact","Cele do osiągnięcia",,
"Team","Zespół",,
"Template","Szablon",,
"Tools","Narzędzia",,
"value:Marketing Management","wartość: zarządzanie marketingiem",,
