"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.hr.EndOfContractReason.r";"com.axelor.apps.hr.db.EndOfContractReason";"x";;;;;;;"Employee Read"
"perm.hr.EmploymentContractTemplate.r";"com.axelor.apps.hr.db.EmploymentContractTemplate";"x";;;;;;;"Employee Read"
"perm.hr.EmployeeVehicle.r";"com.axelor.apps.hr.db.EmployeeVehicle";"x";;;;;;;"Employee Read"
"perm.hr.HrBatch.r";"com.axelor.apps.hr.db.HrBatch";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Read"
"perm.hr.LunchVoucherAdvance.r";"com.axelor.apps.hr.db.LunchVoucherAdvance";"x";;;;;;;"Employee Read"
"perm.hr.HRConfig.r";"com.axelor.apps.hr.db.HRConfig";"x";;;;;;;"Employee Read"
"perm.hr.EmployeeBonusMgt.r";"com.axelor.apps.hr.db.EmployeeBonusMgt";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Read"
"perm.hr.EmployeeAdvanceUsage.r";"com.axelor.apps.hr.db.EmployeeAdvanceUsage";"x";;;;;;;"Employee Read"
"perm.hr.EmployeeAdvance.r";"com.axelor.apps.hr.db.EmployeeAdvance";"x";;;;;;;"Employee Read"
"perm.hr.EmploymentContractType.r";"com.axelor.apps.hr.db.EmploymentContractType";"x";;;;;;;"Employee Read"
"perm.hr.TSTimer.r";"com.axelor.apps.hr.db.TSTimer";"x";;;;;;;"Employee Read"
"perm.hr.EmployeeBonusType.r";"com.axelor.apps.hr.db.EmployeeBonusType";"x";;;;;;;"Employee Read"
"perm.hr.EmploymentContract.r";"com.axelor.apps.hr.db.EmploymentContract";"x";;;;;"self.payCompany.id in (?)";"__user__.companySet.id.plus(0)";"Employee Read"
"perm.hr.PayrollPreparation.r";"com.axelor.apps.hr.db.PayrollPreparation";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Read"
"perm.hr.EmployeeBonusMgtLine.r";"com.axelor.apps.hr.db.EmployeeBonusMgtLine";"x";;;;;;;"Employee Read"
"perm.hr.OtherCostsEmployee.r";"com.axelor.apps.hr.db.OtherCostsEmployee";"x";;;;;;;"Employee Read"
"perm.hr.LunchVoucherMgtLine.r";"com.axelor.apps.hr.db.LunchVoucherMgtLine";"x";;;;;;;"Employee Read"
"perm.hr.Employee.r";"com.axelor.apps.hr.db.Employee";"x";;;;;;;"Employee Read"
"perm.hr.LunchVoucherMgt.r";"com.axelor.apps.hr.db.LunchVoucherMgt";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Read"
"perm.hr.EndOfContractReason.rwc";"com.axelor.apps.hr.db.EndOfContractReason";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmploymentContractTemplate.rwc";"com.axelor.apps.hr.db.EmploymentContractTemplate";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmployeeVehicle.rwc";"com.axelor.apps.hr.db.EmployeeVehicle";"x";"x";"x";;;;;"Employee User"
"perm.hr.HrBatch.rwc";"com.axelor.apps.hr.db.HrBatch";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee User"
"perm.hr.LunchVoucherAdvance.rwc";"com.axelor.apps.hr.db.LunchVoucherAdvance";"x";"x";"x";;;;;"Employee User"
"perm.hr.HRConfig.rwc";"com.axelor.apps.hr.db.HRConfig";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmployeeBonusMgt.rwc";"com.axelor.apps.hr.db.EmployeeBonusMgt";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee User"
"perm.hr.EmployeeAdvanceUsage.rwc";"com.axelor.apps.hr.db.EmployeeAdvanceUsage";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmployeeAdvance.rwc";"com.axelor.apps.hr.db.EmployeeAdvance";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmploymentContractType.rwc";"com.axelor.apps.hr.db.EmploymentContractType";"x";"x";"x";;;;;"Employee User"
"perm.hr.TSTimer.rwc";"com.axelor.apps.hr.db.TSTimer";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmployeeBonusType.rwc";"com.axelor.apps.hr.db.EmployeeBonusType";"x";"x";"x";;;;;"Employee User"
"perm.hr.EmploymentContract.rwc";"com.axelor.apps.hr.db.EmploymentContract";"x";"x";"x";;;"self.payCompany.id in (?)";"__user__.companySet.id.plus(0)";"Employee User"
"perm.hr.PayrollPreparation.rwc";"com.axelor.apps.hr.db.PayrollPreparation";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee User"
"perm.hr.EmployeeBonusMgtLine.rwc";"com.axelor.apps.hr.db.EmployeeBonusMgtLine";"x";"x";"x";;;;;"Employee User"
"perm.hr.OtherCostsEmployee.rwc";"com.axelor.apps.hr.db.OtherCostsEmployee";"x";"x";"x";;;;;"Employee User"
"perm.hr.LunchVoucherMgtLine.rwc";"com.axelor.apps.hr.db.LunchVoucherMgtLine";"x";"x";"x";;;;;"Employee User"
"perm.hr.Employee.rwc";"com.axelor.apps.hr.db.Employee";"x";"x";"x";;;;;"Employee User"
"perm.hr.LunchVoucherMgt.rwc";"com.axelor.apps.hr.db.LunchVoucherMgt";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee User"
"perm.hr.EndOfContractReason.rwcde";"com.axelor.apps.hr.db.EndOfContractReason";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmploymentContractTemplate.rwcde";"com.axelor.apps.hr.db.EmploymentContractTemplate";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmployeeVehicle.rwcde";"com.axelor.apps.hr.db.EmployeeVehicle";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.HrBatch.rwcde";"com.axelor.apps.hr.db.HrBatch";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Manager"
"perm.hr.LunchVoucherAdvance.rwcde";"com.axelor.apps.hr.db.LunchVoucherAdvance";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.HRConfig.rwcde";"com.axelor.apps.hr.db.HRConfig";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmployeeBonusMgt.rwcde";"com.axelor.apps.hr.db.EmployeeBonusMgt";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Manager"
"perm.hr.EmployeeAdvanceUsage.rwcde";"com.axelor.apps.hr.db.EmployeeAdvanceUsage";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmployeeAdvance.rwcde";"com.axelor.apps.hr.db.EmployeeAdvance";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmploymentContractType.rwcde";"com.axelor.apps.hr.db.EmploymentContractType";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.TSTimer.rwcde";"com.axelor.apps.hr.db.TSTimer";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmployeeBonusType.rwcde";"com.axelor.apps.hr.db.EmployeeBonusType";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.EmploymentContract.rwcde";"com.axelor.apps.hr.db.EmploymentContract";"x";"x";"x";"x";"x";"self.payCompany.id in (?)";"__user__.companySet.id.plus(0)";"Employee Manager"
"perm.hr.PayrollPreparation.rwcde";"com.axelor.apps.hr.db.PayrollPreparation";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Manager"
"perm.hr.EmployeeBonusMgtLine.rwcde";"com.axelor.apps.hr.db.EmployeeBonusMgtLine";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.OtherCostsEmployee.rwcde";"com.axelor.apps.hr.db.OtherCostsEmployee";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.LunchVoucherMgtLine.rwcde";"com.axelor.apps.hr.db.LunchVoucherMgtLine";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.Employee.rwcde";"com.axelor.apps.hr.db.Employee";"x";"x";"x";"x";"x";;;"Employee Manager"
"perm.hr.LunchVoucherMgt.rwcde";"com.axelor.apps.hr.db.LunchVoucherMgt";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Employee Manager"
