"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.hr.Timesheet.r";"com.axelor.apps.hr.db.Timesheet";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Timesheet Read"
"perm.hr.TimesheetLine.r";"com.axelor.apps.hr.db.TimesheetLine";"x";;;;;;;"Timesheet Read"
"perm.hr.TimesheetReminder.r";"com.axelor.apps.hr.db.TimesheetReminder";"x";;;;;;;"Timesheet Read"
"perm.hr.TimesheetReminderLine.r";"com.axelor.apps.hr.db.TimesheetReminderLine";"x";;;;;;;"Timesheet Read"
"perm.hr.TimesheetReport.r";"com.axelor.apps.hr.db.TimesheetReport";"x";;;;;;;"Timesheet Read"
"perm.hr.Timesheet.rwc";"com.axelor.apps.hr.db.Timesheet";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Timesheet User"
"perm.hr.TimesheetLine.rwc";"com.axelor.apps.hr.db.TimesheetLine";"x";"x";"x";;;;;"Timesheet User"
"perm.hr.TimesheetReminder.rwc";"com.axelor.apps.hr.db.TimesheetReminder";"x";"x";"x";;;;;"Timesheet User"
"perm.hr.TimesheetReminderLine.rwc";"com.axelor.apps.hr.db.TimesheetReminderLine";"x";"x";"x";;;;;"Timesheet User"
"perm.hr.TimesheetReport.rwc";"com.axelor.apps.hr.db.TimesheetReport";"x";"x";"x";;;;;"Timesheet User"
"perm.hr.Timesheet.rwcde";"com.axelor.apps.hr.db.Timesheet";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Timesheet Manager"
"perm.hr.TimesheetLine.rwcde";"com.axelor.apps.hr.db.TimesheetLine";"x";"x";"x";"x";"x";;;"Timesheet Manager"
"perm.hr.TimesheetReminder.rwcde";"com.axelor.apps.hr.db.TimesheetReminder";"x";"x";"x";"x";"x";;;"Timesheet Manager"
"perm.hr.TimesheetReminderLine.rwcde";"com.axelor.apps.hr.db.TimesheetReminderLine";"x";"x";"x";"x";"x";;;"Timesheet Manager"
"perm.hr.TimesheetReport.rwcde";"com.axelor.apps.hr.db.TimesheetReport";"x";"x";"x";"x";"x";;;"Timesheet Manager"
