"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.talent.TrainingCategory.r";"com.axelor.apps.talent.db.TrainingCategory";"x";;;;;;;"Training Read"
"perm.talent.Training.r";"com.axelor.apps.talent.db.Training";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Training Read"
"perm.talent.TrainingSession.r";"com.axelor.apps.talent.db.TrainingSession";"x";;;;;;;"Training Read"
"perm.talent.Skill.r";"com.axelor.apps.talent.db.Skill";"x";;;;;;;"Training Read"
"perm.talent.TalentSource.r";"com.axelor.apps.talent.db.TalentSource";"x";;;;;;;"Training Read"
"perm.talent.TrainingCategory.rwc";"com.axelor.apps.talent.db.TrainingCategory";"x";"x";"x";;;;;"Training User"
"perm.talent.Training.rwc";"com.axelor.apps.talent.db.Training";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Training User"
"perm.talent.TrainingSession.rwc";"com.axelor.apps.talent.db.TrainingSession";"x";"x";"x";;;;;"Training User"
"perm.talent.Skill.rwc";"com.axelor.apps.talent.db.Skill";"x";"x";"x";;;;;"Training User"
"perm.talent.TrainingRegister.rwc";"com.axelor.apps.talent.db.TrainingRegister";"x";"x";"x";;;;;"Training User"
"perm.talent.TrainingCategory.rwcde";"com.axelor.apps.talent.db.TrainingCategory";"x";"x";"x";"x";"x";;;"Training Manager"
"perm.talent.Training.rwcde";"com.axelor.apps.talent.db.Training";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Training Manager"
"perm.talent.TrainingSession.rwcde";"com.axelor.apps.talent.db.TrainingSession";"x";"x";"x";"x";"x";;;"Training Manager"
"perm.talent.Skill.rwcde";"com.axelor.apps.talent.db.Skill";"x";"x";"x";"x";"x";;;"Training Manager"
"perm.talent.TrainingRegister.rwcde";"com.axelor.apps.talent.db.TrainingRegister";"x";"x";"x";"x";"x";;;"Training Manager"
