"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.talent.EducationLevel.r";"com.axelor.apps.talent.db.EducationLevel";"x";;;;;;;"Recruitment Read"
"perm.talent.HiringStage.r";"com.axelor.apps.talent.db.HiringStage";"x";;;;;;;"Recruitment Read"
"perm.talent.Skill.r";"com.axelor.apps.talent.db.Skill";"x";;;;;;;"Recruitment Read"
"perm.talent.JobApplication.r";"com.axelor.apps.talent.db.JobApplication";"x";;;;;;;"Recruitment Read"
"perm.talent.JobPosition.r";"com.axelor.apps.talent.db.JobPosition";"x";;;;;;;"Recruitment Read"
"perm.talent.TalentSource.r";"com.axelor.apps.talent.db.TalentSource";"x";;;;;;;"Recruitment Read"
"perm.talent.EducationLevel.rwc";"com.axelor.apps.talent.db.EducationLevel";"x";"x";"x";;;;;"Recruitment User"
"perm.talent.HiringStage.rwc";"com.axelor.apps.talent.db.HiringStage";"x";"x";"x";;;;;"Recruitment User"
"perm.talent.Skill.rwc";"com.axelor.apps.talent.db.Skill";"x";"x";"x";;;;;"Recruitment User"
"perm.talent.JobApplication.rwc";"com.axelor.apps.talent.db.JobApplication";"x";"x";"x";;;;;"Recruitment User"
"perm.talent.JobPosition.rwc";"com.axelor.apps.talent.db.JobPosition";"x";"x";"x";;;;;"Recruitment User"
"perm.talent.TalentSource.rwc";"com.axelor.apps.talent.db.TalentSource";"x";"x";"x";;;;;"Recruitment User"
"perm.talent.EducationLevel.rwcde";"com.axelor.apps.talent.db.EducationLevel";"x";"x";"x";"x";"x";;;"Recruitment Manager"
"perm.talent.HiringStage.rwcde";"com.axelor.apps.talent.db.HiringStage";"x";"x";"x";"x";"x";;;"Recruitment Manager"
"perm.talent.Skill.rwcde";"com.axelor.apps.talent.db.Skill";"x";"x";"x";"x";"x";;;"Recruitment Manager"
"perm.talent.JobApplication.rwcde";"com.axelor.apps.talent.db.JobApplication";"x";"x";"x";"x";"x";;;"Recruitment Manager"
"perm.talent.JobPosition.rwcde";"com.axelor.apps.talent.db.JobPosition";"x";"x";"x";"x";"x";;;"Recruitment Manager"
"perm.talent.TalentSource.rwcde";"com.axelor.apps.talent.db.TalentSource";"x";"x";"x";"x";"x";;;"Recruitment Manager"
