"key","message","comment","context"
"%d times","%d tijden",,
"+33000000000",,,
"+33100000000",,,
"<a class='fa fa-facebook' href='http://www.facebook.com' target='_blank' />","<a class='fa fa-facebook' href='http://www.facebook.com' target='_blank' />",,
"<a class='fa fa-google-plus' href='http://www.google.com' target='_blank' />","<a class='fa fa-google-plus' href='http://www.google.com' target='_blank' />",,
"<a class='fa fa-linkedin' href='http://www.linkedin.com' target='_blank' />","<a class='fa-linkedin' href='http://www.linkedin.com' target='_blank' />",,
"<a class='fa fa-twitter' href='http://www.twitter.com' target='_blank' />","<a class='fa-twitter' href='http://www.twitter.com' target='_blank' />",,
"<a class='fa fa-youtube' href='http://www.youtube.com' target='_blank' />","<a class='fa fa-youtube' href='http://www.youtube.com' target='_blank' />",,
"<span class='label label-warning'>The selected date is in the past.</span>",,,
"<span class='label label-warning'>There is already a lead with this name.</span>","<span class='label labelwaarschuwing'>Er is al een voorsprong met deze naam.</span>",,
"<span style=""height:21px; line-height: 21px; margin-top:18px; display:inline-block"">VS</span>",,,
"A lost reason must be selected","Er moet een verloren reden worden gekozen",,
"Action","Actie",,
"Activities","Activiteiten",,
"Add","Toevoegen",,
"Add a guest","Een gast toevoegen",,
"Address","Adres",,
"After n repetitions","Na n herhalingen",,
"All past events","Alle evenementen uit het verleden",,
"All upcoming events","Alle komende evenementen",,
"All users",,,
"Amount","Bedrag",,
"Amount Won","Gewonnen bedrag",,
"Amount won","Gewonnen bedrag",,
"App Crm","App Crm",,
"Apply changes to all recurrence's events","Pas wijzigingen toe op alle gebeurtenissen die zich opnieuw voordoen",,
"Apply changes to this event only","Pas alleen wijzigingen toe op dit evenement",,
"Apply modifications","Pas wijzigingen toe",,
"Apply modifications for all","Pas wijzigingen toe voor alle",,
"Are you sure you want to convert the lead?","Weet u zeker dat u de lead wilt converteren?",,
"Assign to","Toewijzen aan",,
"Assign to me","Aan mij toewijzen",,
"Assignable Users",,,
"Assigned","Toegewezen",,
"Assigned to","Toegewezen aan",,
"At specific date",,,
"At the date","Op de datum",,
"Attendee","Deelnemer",,
"Available","Beschikbaar",,
"Average duration between lead and first opportunity (days)",,,
"Batchs","Partijen",,
"Before start date",,,
"Best Open Deals","Beste open deals",,
"Best case","Beste geval",,
"Busy","Bezig",,
"CRM","CRM",,
"CRM Activities","CRM-activiteiten",,
"CRM Batch","CRM-batch",,
"CRM batches","CRM-batches",,
"CRM config","CRM-configuratie",,
"CRM config (${ name })","CRM-configuratie (${naam })",,
"CRM configuration","CRM-configuratie",,
"CRM configurations","CRM-configuraties",,
"CRM events","CRM-evenementen",,
"Call","Oproep",,
"Call emitted Nbr","Oproep uitgezonden Nbr",,
"Call emitted Nbr.","Oproep uitgezonden Nbr.",,
"Call emitted historical","Uitgezonden oproep historisch",,
"Call filters","Oproepfilters",,
"Call reminder template","De sjabloon van de vraagherinnering",,
"Call type","Type oproep",,
"Calls","Gesprekken",,
"Calls Dashboard","Oproepen Dashboard",,
"Calls Db","Gesprekken Db",,
"Calls by team by user","Gesprekken per team per gebruiker",,
"Calls by user(of a team)","Oproepen door de gebruiker (van een team)",,
"Calls emitted historical","Uitgezonden oproepen historisch",,
"Calls emitted target completed (%)","Uitgezonden uitnodigingen doelstelling voltooid (%)",,
"Calls held by team by type","Gesprekken per team per type",,
"Calls held by type by user","Gesprekken per type per gebruiker",,
"Calls type by team","Gesprekken per team",,
"Calls type by user","Gesprekken van type per gebruiker",,
"Cancel this reminder",,,
"Canceled","Geannuleerd",,
"Cases","Gevallen",,
"Category","Categorie",,
"Characteristics","Kenmerken",,
"Chart","Grafiek",,
"Check duplicate","Controleer duplicaat",,
"City","Stad",,
"Civility","Beleefdheid",,
"Closed Opportunities","Gesloten Kansen",,
"Closed lost","Gesloten verloren",,
"Closed won","Gesloten gewonnen",,
"Code","Code",,
"Company","Bedrijf",,
"Configuration","Configuratie",,
"Confirm lost reason","Verloren reden bevestigen",,
"Contact","Contact",,
"Contact date","Datum contact",,
"Contact details","Contactgegevens",,
"Contact name","Naam contactpersoon",,
"Contacts","Contacten",,
"Convert","Omzetten",,
"Convert into quotation","Omzetten in offerte",,
"Convert lead","Lood omzetten",,
"Convert lead (${ fullName })","Lood omzetten (${volledige naam })",,
"Convert lead into contact",,,
"Convert lead into partner",,,
"Converted","Omgezet",,
