"importId";"name";"roles.name"
1;"menu-team-tasks";"Admin"
2;"menu-team-teams";"Admin"
3;"menu-team-tasks-due";"Admin"
4;"menu-team-tasks-todo";"Admin"
5;"menu-team-tasks-open";"Admin"
6;"menu-team-tasks-assigned";"Admin"
7;"menu-team-tasks-created";"Admin"
8;"menu-team-teams-all";"Admin"
9;"menu-team-teams-my";"Admin"
10;"menu-dms-all";"Admin"
11;"menu-dms-my";"Admin"
12;"menu-dms-config-tags";"Admin"
13;"menu-mail-inbox";"Admin"
14;"menu-mail-important";"Admin"
15;"menu-mail-archive";"Admin"
16;"menu-mail";"Admin"
17;"menu-dms";"Admin"
18;"menu-dms-config";"Admin"
19;"menu-team";"Admin"
20;"menu-admin";"Admin"
21;"menu-auth";"Admin"
22;"menu-auth-groups";"Admin"
23;"menu-auth-permissions";"Admin"
24;"menu-auth-roles";"Admin"
25;"menu-auth-users";"Admin"
26;"menu-custom-fields";"Admin"
27;"menu-custom-models";"Admin"
28;"menu-help-management";"Admin"
29;"menu-job-all";"Admin"
30;"menu-job-management";"Admin"
31;"menu-meta-model";"Admin"
32;"menu-meta-module";"Admin"
33;"menu-model";"Admin"
34;"menu-module-management";"Admin"
35;"menu-view-action-menus";"Admin"
36;"menu-view-actions";"Admin"
37;"menu-view-all";"Admin"
38;"menu-view-charts";"Admin"
39;"menu-view-help-menus";"Admin"
40;"menu-view-help-views";"Admin"
41;"menu-view-management";"Admin"
42;"menu-view-menus";"Admin"
43;"menu-view-my";"Admin"
44;"menu-view-selects";"Admin"
45;"menu-view-translations";"Admin"
46;"admin-root-general";"Admin"
47;"admin-root-general-unit";"Admin"
48;"admin-root-general-currency";"Admin"
49;"admin-root-general-unit-conversion";"Admin"
50;"admin-root-general-year";"Admin"
51;"admin-root-general-sequence-generic";"Admin"
52;"admin-root-general-barcode";"Admin"
53;"admin-root-general-language";"Admin"
54;"admin-root-organisation-territory";"Admin"
55;"admin-root-batch-mail";"Admin"
56;"admin-root-maintenance-trace-back";"Admin"
57;"admin-root-import";"Admin"
58;"admin-root-indicator-generator-grouping";"Admin"
59;"admin-root-indicator-generator";"Admin"
60;"admin-root-calendars";"Admin"
61;"admin-root-calendars-icalendars";"Admin"
62;"admin-root-calendars-ievents";"Admin"
63;"admin-root-calendars-config";"Admin"
64;"admin-root-organisation";"Admin"
65;"admin-root-organisation-territory-city";"Admin"
66;"admin-root-organisation-territory-department";"Admin"
67;"admin-root-organisation-region";"Admin"
68;"admin-root-organisation-country";"Admin"
69;"admin-root-organisation-territory-canton";"Admin"
70;"admin-root-user";"Admin"
71;"admin-root-user-user";"Admin"
72;"admin-root-user-company";"Admin"
73;"admin-root-user-configuration";"Admin"
74;"admin-root-batch";"Admin"
75;"admin-root-batch-dashboard";"Admin"
76;"admin-root-batch-base";"Admin"
77;"mail-conf";"Admin"
78;"mail-conf-pdf-templates";"Admin"
79;"company-department-all";"Admin"
80;"menu-advanced-export";"Admin"
81;"product-root-product";"Admin"
82;"product-root-product-model";"Admin"
83;"product-root-service";"Admin"
84;"referential-conf";"Admin"
85;"referential-conf-address";"Admin"
86;"referential-conf-industry-sector-config";"Admin"
87;"referential-conf-invoice-bank";"Admin"
88;"referential-conf-invoice-rib";"Admin"
89;"referential-conf-partner-category";"Admin"
90;"referential-conf-partner-sources";"Admin"
91;"referential-conf-product-category";"Admin"
92;"referential-conf-product-family";"Admin"
93;"referential-conf-product-variant-attr";"Admin"
94;"referential-conf-stop-reason";"Admin"
95;"referential-report";"Admin"
96;"referential-report-dashboards-customers";"Admin"
97;"referential-report-maps";"Admin"
98;"referential-report-partner-customers";"Admin"
99;"referential-report-partner-prospects";"Admin"
100;"referential-report-partner-suppliers";"Admin"
101;"referential-root";"Admin"
102;"referential-root-contacts";"Admin"
103;"referential-root-partners";"Admin"
104;"referential-root-price-list";"Admin"
105;"referential-root-product-root";"Admin"
106;"admin-root-trading-name";"Admin"
107;"menu-calendar";"Admin"
108;"menu-mail-mailing-list";"Admin"
109;"menu-mail-my-mailing-list";"Admin"
110;"menu-mail-all-mailing-list";"Admin"
111;"menu-team-tasks-all";"Admin"
112;"menu-calendar-general";"Admin"
113;"menu-calendar-configuration";"Admin"
114;"menu-calendar-configuration-calendars";"Admin"
115;"menu-calendar-configuration-others";"Admin"
116;"admin-root-general-main-activity";"Admin"
117;"admin-root-general-import-export-interface";"Admin"
118;"referential-conf-contact-function";"Admin"
119;"referential-conf-product-category-tree";"Admin"
120;"referential-conf-sync-contact";"Admin"
121;"admin-root-organisation-territory-street";"Admin"
122;"admin-root-organisation-economic-area";"Admin"
123;"admin-root-organisation-territory-citizenship";"Admin"
124;"admin-root-user-company-tree";"Admin"
125;"company-bank-details";"Admin"
126;"company-bank-details-tree";"Admin"
127;"admin-root-advanced-import";"Admin"
128;"admin-root-convert-demo-file";"Admin"
129;"admin-root-import-demo-data";"Admin"
130;"menu-printing-setting";"Admin"
131;"menu-dms-import-wizard";"Admin"
132;"referential-conf-partner-roles";"Admin"
133;"admin-global-tracking-log-show";"Admin"
134;"print-conf";"Admin"
135;"print-conf-print-templates";"Admin"
136;"base-file-source-connector-conf";"Admin"
137;"base-file-source-connector-all";"Admin"
138;"action-file-source-connector-parameters-all";"Admin"
139;"admin-root-batch-import-batch";"Admin"
140;"admin-root";"Admin"
141;"admin-root-app-management";"Admin"
142;"admin-root-maintenance";"Admin"
143;"admin-root-object-data-config";"Admin"
144;"menu-auth-permission-assistant";"Admin"
145;"menu-meta-group-menu-assistant";"Admin"
