"key","message","comment","context"
"1","1",,
"10","10",,
"11","11",,
"12","12",,
"13","13",,
"14","14",,
"15","15",,
"16","16",,
"17","17",,
"18","18",,
"19","19",,
"2","2",,
"20","20",,
"21","21",,
"22","22",,
"23","23",,
"24","24",,
"25","25",,
"26","26",,
"27","27",,
"28","28",,
"3","3",,
"4","4",,
"5","5",,
"6","6",,
"7","7",,
"8","8",,
"9","9",,
"<h4>Forecasts in out total</h4>","<h4>总现金流预测</h4>",,
"Actualize","实际化",,
"Amount","金额",,
"Balance","余额",,
"Balance by bank details","按银行账户余额",,
"Bank","银行",,
"Bank details","银行账户",,
"Best","最佳情况",,
"Both","两者",,
"Calculation Date","计算日期",,
"Cash Management Dashboard","现金管理仪表板",,
"Cash balance over time","现金余额随时间变化",,
"Cash management","现金管理",,
"Comments","评论",,
"Company","公司",,
"Configuration","配置",,
"Currency","货币",,
"Current balance","当前余额",,
"Custom","自定义",,
"Date","日期",,
"Details","详情",,
"Display","显示",,
"Element","元素",,
"Employee","员工",,
"End Of Month","月末",,
"Ending Balance","期末余额",,
"Estimated date","预计日期",,
"Estimated duration after order creation (in days)","订单创建后预计持续时间（天）",,
"Expense","费用",,
"Forecast","预测",,
"Forecast Assistant","预测助手",,
"Forecast Assistant filters","预测助手过滤器",,
"Forecast Assistants","预测助手",,
"Forecast Dashboard","预测仪表板",,
"Forecast Recap","预测摘要",,
"Forecast Recap Line Type","预测摘要行类型",,
"Forecast Recap line Types","预测摘要行类型",,
"Forecast Recaps","预测摘要",,
"Forecast Report","预测报告",,
"Forecast Reports","预测报告",,
"Forecast Type","预测类型",,
"Forecast Types","预测类型",,
"Forecast filters","预测过滤器",,
"Forecast generator","预测生成器",,
"Forecast recap","预测摘要",,
"Forecast recap filters","预测摘要过滤器",,
"Forecast recap line type updated.","预测摘要行类型已更新。",,
"ForecastLine.amount","金额",,
"ForecastLine.balance","累计余额",,
"ForecastLine.estimatedDate","预计日期",,
"ForecastLine.relatedToName","参考",,
"ForecastLine.type","类型",,
"ForecastLineType.in","流入",,
"ForecastLineType.out","流出",,
"ForecastOpportunitiesType.base","基础金额",,
"ForecastOpportunitiesType.best","最佳情况",,
"ForecastOpportunitiesType.no","否",,
"ForecastOpportunitiesType.worst","最坏情况",,
"ForecastRecap.bankDetailsIban","IBAN",,
"ForecastRecap.calculationDate","计算日期",,
"ForecastRecap.company","公司",,
"ForecastRecap.currency","货币",,
"ForecastRecap.endingBalance","期末余额",,
"ForecastRecap.fromDate","从",,
"ForecastRecap.operationDetails","操作详情",,
"ForecastRecap.opportunitiesTypeSelect","考虑机会",,
"ForecastRecap.startingBalance","期初余额",,
"ForecastRecap.title","现金流量预测计划",,
"ForecastRecap.toDate","到",,
"ForecastRecapLine.balance","累计余额",,
"ForecastRecapLine.relatedToSelect","相关类型",,
"Forecasts","预测",,
"Forecasts generated","生成的预测",,
"Forecasts in out total","总现金流预测",,
"From","从",,
"From Date","起始日期",,
"Functional origin","功能来源",,
"Generate","生成",,
"IBAN / BBAN","IBAN / BBAN",,
"Invalid dates","无效日期",,
"Invoice","发票",,
"Is complete","是否完成",,
"Journals to take into account","要包含的账簿",,
"Line","行",,
"Lines","行",,
"Manual Forecast","手动预测",,
"Manual forecasts","手动预测",,
"Marges","利润",,
"Month","月",,
"Move","凭证",,
"Name","名称",,
"No","否",,
"No move type found for element : %s","未找到元素 %s 的凭证类型",,
"Operation type","操作类型",,
"Opportunity","机会",,
"Pay Day","发薪日",,
"Payment mode","付款方式",,
"Periodicity","周期性",,
"Please fill periodicity.","请填写周期性。",,
"Please select a company","请选择一家公司",,
"Populate","填充",,
"Previsional Marges","预测利润",,
"Previsional Sales","预测销售",,
"Previsional Spending","预测支出",,
"Print","打印",,
"Purchase order","采购订单",,
"Realization date","实现日期",,
"Reason","原因",,
"Reference","参考",,
"Related to select","相关类型",,
"Salary","工资",,
"Sale order","销售订单",,
"Sales","销售",,
"Salesperson","销售人员",,
"Seq.","序号",,
"Sequence","序列",,
"Spending","支出",,
"Starting Balance","期初余额",,
"Starting date should not be in the past","起始日期不应在过去",,
"Statuses to take into account","要包含的状态",,
"Take into account opportunies","考虑机会",,
"The company %s doesn't have any configured sequence for ForcastRecap","公司 %s 没有配置的 ForcastRecap 序列",,
"The company %s doesn't have any configured sequence for Forecast","公司 %s 没有配置的 Forecast 序列。",,
"To","到",,
"To Date","结束日期",,
"Type","类型",,
"Update","更新",,
"Use for report","用于报告",,
"User","用户",,
"Value %s is not supported for forecast recap line type.","值 %s 不支持预测摘要行类型。",,
"Week","周",,
"Worst","最坏情况",,
"value:Cash management","现金管理",,
