"key","message","comment","context"
"Amount","Montant",,
"Auto",,,
"Balance",,,
"Bank","Banque",,
"Base",,,
"Best","Meilleur cas",,
"Both","Les deux",,
"Comments","Commentaires",,
"Company","Société",,
"Configuration",,,
"Confirmed","Confirmé",,
"Currency","Devise",,
"Current balance","Solde actuel",,
"Customers payment delay (Average in days)","Délai de paiement des clients (moyenne en jours)",,
"Date",,,
"Details","Détails",,
"Display","Afficher",,
"Ending Balance","Solde d’arrivée",,
"Estimated date","Date estimée",,
"Estimated payment date","Date de paiement estimée",,
"Expected","Prévu",,
"Forecast","Prévision",,
"Forecast Assistant","Assistant prévisions",,
"Forecast Assistants","Assistants prévisions",,
"Forecast Reasons","Motifs",,
"Forecast Recap","Récapitulatif prévisions",,
"Forecast Recaps","Récapitulatifs prévisions",,
"Forecast Report","Rapport prévisions",,
"Forecast Reports","Rapports prévisions",,
"Forecast generator","Assistant prévisions",,
"Forecast reason","Motif",,
"Forecast reasons","Motifs",,
"Forecast recap","Récapitulatif prévisions",,
"ForecastRecap","Récapitulatif prévisions",,
"Forecasts","Prévisions",,
"Forecasts generated","Prévisions générées",,
"From","De",,
"Generate","Générer",,
"Invalid dates","Dates invalides",,
"Is report","Est un rapport",,
"Line","Ligne",,
"Lines","Lignes",,
"Marges",,,
"No","Non",,
"Payment delay (Average)","Délai de paiement (moyenne)",,
"Periodicity","Périodicité",,
"Please select a company","Veuillez sélectionner une société",,
"Populate","Compléter",,
"Previsional Marges","Marges prévisionnelles",,
"Previsional Sales","Ventes prévisionnelles",,
"Previsional Spending","Dépenses prévisionnelles",,
"Realized?","Réalisé?",,
"Reason","Motif",,
"Sales","Ventes",,
"SalesMan","Commercial",,
"Show histrogram","Voir l'histogramme",,
"Spending","Dépenses",,
"Starting Balance","Solde de départ",,
"Suppliers payment delay (Average in days)","Délai de paiement des fournisseurs (moyenne en jours)",,
"Take into account opportunies","Prendre en compte les opportunités",,
"To","À",,
"Type",,,
"Update","Mise à jour",,
"Worst","Pire cas",,
"Yes","Oui",,
"value:Cash management","Cash management",,
