"key","message","comment","context"
"Action","操作",,
"Actions","操作",,
"All reached","如果所有条件都满足",,
"Allocate all","全部分配",,
"Alternative Bill of materials","替代物料清单",,
"Assigned to","分配给",,
"BOM.machine","机器",,
"Bill of Materials","物料清单",,
"Bill of materials","物料清单",,
"Bills of material","物料清单",,
"Bills of materials","物料清单",,
"Cancel","取消",,
"Cancel Reason","取消原因",,
"Cancel reservation","取消预留",,
"Canceled","已取消",,
"Complete","完成",,
"Completed","已完成",,
"Compute cost price","计算成本价",,
"Configuration","配置",,
"Consumed products","消耗产品",,
"Corrective","纠正性",,
"Cost","成本",,
"Create maintenance request","创建维护请求",,
"Current requests","当前请求",,
"Cycles","周期",,
"Dates","日期",,
"Days","天",,
"Deallocate all","全部取消分配",,
"Default Bill of materials","默认物料清单",,
"Done on","完成日期",,
"Duration (Hours)","持续时间（小时）",,
"End date","结束日期",,
"Equipement maintenance","设备维护",,
"Equipement maintenances","设备维护",,
"Event end date","事件结束日期",,
"Event start date","事件开始日期",,
"Expected date","预期日期",,
"Finish","完成",,
"First reached","如果第一个条件满足",,
"General BoM","通用物料清单",,
"General production processes","通用生产流程",,
"Generate new version","生成新版本",,
"Generate request each","每...生成请求",,
"Hours of production","生产小时数",,
"In progress","进行中",,
"MO's comment from sale order","来自销售订单的MO注释",,
"MO's comment from sale order line","来自销售订单行的MO注释",,
"Machine","机器",,
"Machine type","机器类型",,
"Machines","机器",,
"Machines unavailable","机器不可用",,
"Maintenance","维护",,
"Maintenance Category","维护类别",,
"Maintenance File","维护文件",,
"Maintenance Procedure","维护程序",,
"Maintenance Request","维护请求",,
"Maintenance Requests","维护请求",,
"Maintenance bill of materials template","维护物料清单模板",,
"Maintenance comments","维护评论",,
"Maintenance manuf order template","维护生产订单模板",,
"Maintenance order","维护订单",,
"Maintenance orders","维护订单",,
"Maintenance periods","维护周期",,
"Maintenance prod process template","维护生产流程模板",,
"Maintenance task","维护任务",,
"ManufOrder.machine","机器",,
"ManufOrder.machineType","机器类型",,
"Manufacturing Order","生产订单",,
"Manufacturing order","生产订单",,
"Manufacturing orders","生产订单",,
"Merged MO","合并的生产订单",,
"Missing equipement maintenance sequence.","缺少设备维护序列。",,
"My Maintenance requests","我的维护请求",,
"Name","名称",,
"Next maintenance date","下一次维护日期",,
"Note","备注",,
"Number of phases","阶段数量",,
"Options","选项",,
"Outsourced","外包",,
"Partial Finish","部分完成",,
"Pause","暂停",,
"Permanent","永久",,
"Personalized production processes","个性化生产流程",,
"Phases","阶段",,
"Plan","计划",,
"Planned dates","计划日期",,
"Please select the Manufacturing order(s) to print.","请选择要打印的生产订单",,
"Pre-fill operations","预填充操作",,
"Preventive","预防性",,
"Print","打印",,
"Print Production Process","打印生产流程",,
"ProdProcess.machine","机器",,
"Product","产品",,
"Production configuration","生产配置",,
"Production process","生产流程",,
"Production processes","生产流程",,
"Real dates","实际日期",,
"Replan","重新计划",,
"Reports","报告",,
"Request By","请求人",,
"Request date","请求日期",,
"Request history","请求历史",,
"Reserve all","全部预留",,
"Residual products","剩余产品",,
"Resume","恢复",,
"Sequence","序列",,
"Start","开始",,
"Start date","开始日期",,
"State","状态",,
"Total Planned Duration","总计划持续时间",,
"Total Real Duration","总实际持续时间",,
"Type","类型",,
"Update planned quantities (Components and FP)","更新计划数量（组件和FP）",,
"Update product cost price","更新产品成本价",,
"Update real quantities (Components and FP)","更新实际数量（组件和FP）",,
"Version management","版本管理",,
"equipement.maintenance.code","代码",,
"equipement.maintenance.image","图像",,
"equipement.maintenance.name","描述",,
"maintenance.request.planned","计划",,
"value:Maintenance","维护",,
