"key","message","comment","context"
"Action",,,
"Actions",,,
"All reached",,,
"Allocate all",,,
"Alternative Bill of materials",,,
"Assigned to",,,
"Bill of Materials",,,
"Bill of materials",,,
"Bills of material",,,
"Bills of materials",,,
"Cancel",,,
"Cancel Reason",,,
"Cancel reservation",,,
"Canceled",,,
"Complete",,,
"Completed",,,
"Compute cost price",,,
"Configuration",,,
"Consumed products",,,
"Corrective",,,
"Cost",,,
"Create maintenance request",,,
"Current requests",,,
"Cycles",,,
"Dates",,,
"Days",,,
"Deallocate all",,,
"Default Bill of materials",,,
"Done on",,,
"Duration (Hours)",,,
"End date",,,
"Equipement maintenance",,,
"Equipement maintenances",,,
"Event end date",,,
"Event start date",,,
"Expected date",,,
"Finish",,,
"First reached",,,
"General BoM",,,
"Generate new version",,,
"Generate request each",,,
"Hours of production",,,
"In progress",,,
"MO's comment from sale order",,,
"MO's comment from sale order line",,,
"Machine",,,
"Machine type",,,
"Machines",,,
"Machines unavailable",,,
"Maintenance",,,
"Maintenance Category",,,
"Maintenance File",,,
"Maintenance Procedure",,,
"Maintenance Request",,,
"Maintenance Requests",,,
"Maintenance bill of materials template",,,
"Maintenance comments",,,
"Maintenance manuf order template",,,
"Maintenance order",,,
"Maintenance orders",,,
"Maintenance periods",,,
"Maintenance prod process template",,,
"Maintenance task",,,
"ManufOrder.machine","Machine",,
"ManufOrder.machineType","Machine Type",,
"Manufacturing Order",,,
"Manufacturing order",,,
"Manufacturing orders",,,
"Merged MO",,,
"Missing equipement maintenance sequence.",,,
"My Maintenance requests",,,
"Name",,,
"Next maintenance date",,,
"Note",,,
"Number of phases",,,
"Options",,,
"Outsourced",,,
"Partial Finish",,,
"Pause",,,
"Permanent",,,
"Phases",,,
"Plan",,,
"Planned dates",,,
"Please select the Manufacturing order(s) to print.",,,
"Pre-fill operations",,,
"Preventive",,,
"Print",,,
"Print Production Process",,,
"Product",,,
"Production configuration",,,
"Production process",,,
"Production processes",,,
"Real dates",,,
"Replan",,,
"Reports",,,
"Request By",,,
"Request date",,,
"Request history",,,
"Reserve all",,,
"Residual products",,,
"Resume",,,
"Sequence",,,
"Start",,,
"Start date",,,
"State",,,
"The file could not be generated",,,
"Total Planned Duration",,,
"Total Real Duration",,,
"Type",,,
"Update planned quantities (Components and FP)",,,
"Update product cost price",,,
"Update real quantities (Components and FP)",,,
"Version management",,,
"equipement.maintenance.code","Code",,
"equipement.maintenance.image","Image",,
"equipement.maintenance.name","Name",,
"maintenance.request.planned","Planned",,
