"key","message","comment","context"
"Add Contact Fields",,,
"Admin unsubscription",,,
"Api Key",,,
"App sendinblue",,,
"Authenticate",,,
"Authenticate Successfully",,,
"Authentication Fail",,,
"Blocked",,,
"Bounces",,,
"Campaign","Campagne",,
"Campaign Recipients cannot be blank","Les destinataires de campagne ne peuvent pas être vides",,
"Campaign Sender cannot be blank","L'émetteur de campagne ne peut pas être vide",,
"Campaign Template content cannot be blank","Le contenu du modèle de campagne ne peut pas être vide",,
"Campaign type","Type de campagne",,
"Clicked",,,
"Clickers",,,
"Clicks",,,
"Complaints",,,
"Contact",,,
"Dashboard","Tableau de bord",,
"Date",,,
"Deferred",,,
"Delivered",,,
"Email","Email",,
"Email Address","Adresse email",,
"Event","Evénement",,
"Export Campaign","Campagne d'exportation",,
"Export Contact","Contact export",,
"Export Template","Modèle d'exportation",,
"From Date",,,
"From email",,,
"Hard bounce",,,
"Hard bounces",,,
"IP",,,
"Import Event","Événement d'importation",,
"Import SendinBlue Campaign Stat","Importer les statistiques de campagne SendinBlue",,
"Import SendinBlue Contact Stat","Importer SendinBlue Contact Stat",,
"Import SendinBlue Report","Importer un rapport SendinBlue",,
"Invalid",,,
"Lead","Piste",,
"Lead Campaign","Modèle Pistes",,
"Lead Reminder Campaign","Modèle de relance piste",,
"Leads","Pistes",,
"Message id",,,
"Message sent",,,
"Opened",,,
"Opens",,,
"Partner","Tiers",,
"Partner Campaign","Modèle Contact",,
"Partner Reminder Campaign","Modèle de relance client",,
"Partners","Tiers",,
"Reason",,,
"Report","Rapport",,
"Requests",,,
"Select Partner or Lead to export","Sélectionnez un partenaire ou un prospect pour exporter",,
"SendinBlue",,,
"SendinBlue Campaigns",,,
"SendinBlue ID",,,
"SendinBlue campaign statistic",,,
"SendinBlue campaign statistics",,,
"SendinBlue contact statistic",,,
"SendinBlue contact statistics",,,
"SendinBlue email statistics",,,
"SendinBlue id",,,
"SendinBlue server",,,
"Sent",,,
"Soft bounce",,,
"Soft bounces",,,
"Spam",,,
"Spam reports",,,
"Specify Version3 API key","Spécifier la clé de l'API Version3",,
"Subject","Sujet",,
"Tag",,,
"To Date",,,
"URI",,,
"Unique clicks",,,
"Unique opens",,,
"Unique views",,,
"Unsubscribed",,,
"Unsubscriptions",,,
"User unsubscription",,,
"Viewed",,,
