"key","message","comment","context"
"Accept","Aceptar",,
"Accepted","Aceptado",,
"Actions","Comportamiento",,
"Available qty","Cantidad disponible",,
"Cancel","Cancelar",,
"Canceled","Cancelado",,
"Comments","Comentarios",,
"Estim. delivery date","Estim. fecha de entrega",,
"Generate all suppliers requests","Generar todas las solicitudes de proveedores.",,
"Generate suppliers purchase orders","Generar pedidos de compra de proveedores",,
"Initial purchase order","Orden de compra inicial",,
"Manage supplier consultations","Gestionar consultas con proveedores",,
"Not accept","No aceptar",,
"Not accepted","No aceptada",,
"Ordered quantity","Cantidad ordenada",,
"Purchase order","Orden de compra",,
"Purchase order Details","Detalles de la orden de compra",,
"Request","Solicitud",,
"Requested","Pedido",,
"Show suppliers purchase orders","Mostrar pedidos de compra de proveedores",,
"State","Estado",,
"Submit","Enviar",,
"Submitted","Presentada",,
"Supplier","Proveedor",,
"Supplier RFQ/PO","Proveedor RFQ / PO",,
"Supplier consultations","Consultas de proveedores",,
"Supplier request","Solicitud del proveedor",,
"Supplier's consulting's request created","Solicitud de consultoría del proveedor creada",,
"Suppliers orders' generation over","Generación de pedidos de proveedores durante",,
"Suppliers purchase","Compra de proveedores",,
"Suppliers requests","Solicitudes de proveedores",,
"Tools","Herramientas",,
"Unit price","Precio unitario",,
"WARNING : To Date must be after or equals to From Date","ADVERTENCIA : Hasta la fecha debe ser posterior o igual a Desde la fecha",,
"Write to the supplier","Escribir al proveedor",,
"suppliers requests","solicitudes de proveedores",,
