"key","message","comment","context"
"Accept","Принять",,
"Accepted","Принято",,
"Actions","Действия",,
"Available qty","Доступно qty",,
"Cancel","Отмена",,
"Canceled","Отмена",,
"Comments","Комментарии",,
"Estim. delivery date","Смета. дата поставки",,
"Generate all suppliers requests","Генерировать все запросы поставщиков",,
"Generate suppliers purchase orders","Генерировать заказы на поставку от поставщиков",,
"Initial purchase order","Первоначальный заказ на покупку",,
"Manage supplier consultations",,,
"Not accept","Не принимаю",,
"Not accepted","Не принято",,
"Ordered quantity","Заказанное количество",,
"Purchase order","Заказ на покупку",,
"Purchase order Details","Заказ на поставку Детали",,
"Request","Запрос",,
"Requested","Запрошенный",,
"Show suppliers purchase orders","Показать поставщикам заказы на поставку",,
"State","Государство",,
"Submit","Представить",,
"Submitted","Представленный",,
"Supplier","Поставщик",,
"Supplier RFQ/PO","Поставщик RFQ/PO",,
"Supplier consultations",,,
"Supplier request","Запрос поставщика",,
"Supplier's consulting's request created","Создан запрос поставщика на консультацию",,
"Suppliers orders' generation over","Генерация заказов поставщиков свыше",,
"Suppliers purchase","Покупка поставщиков",,
"Suppliers requests","Запросы поставщиков",,
"Tools","Инструменты",,
"Unit price","Цена единицы",,
"WARNING : To Date must be after or equals to From Date","ПРЕДУПРЕЖДЕНИЕ: Свидание должно быть после даты или равно дате от нее.",,
"Write to the supplier","Напишите поставщику.",,
"suppliers requests","запросы поставщиков",,
