"module";"object";"view";"field";"help"
"axelor-sale";"AdvancePayment";"advance-payment-form";"amountRemainingToUse";"??? le montant restant à utiliser est égal au montant rentré."
"axelor-sale";"AppSale";"app-sale-config-form";"manageSalesUnits";"Cette fonction est utile quand les unités d'achat d'un produit à un fournisseur sont différentes de vos unités de vente (par exemple si vous achetez un produit à la tonne et que vous le revendez au kilo). Ainsi lors des commandes clients, le produit sélectionné sera directement indiqué avec son unité de vente, évitant ainsi de faire des conversions."
"axelor-sale";"AppSale";"app-sale-config-form";"manageSaleOrderVersion";"Cette option active la possibilité de créer plusieurs versions d'un devis, permettant ainsi de modifier un devis pour en créer une nouvelle version et d'en suivre l'historique."
"axelor-sale";"AppSale";"app-sale-config-form";"productPackMgt";"Cette option permet à partir d'une fiche produit de créer des produits de type kit, composés d'autres produits. A noter que vous pouvez ensuite modifier la composition d'un kit directement depuis une ligne de commande/devis."
"axelor-sale";"AppSale";"app-sale-config-form";"enableConfigurator";"Permet d'activer les configurateurs commerciaux sur les devis/commandes."
"axelor-sale";"AppSale";"app-sale-config-form";"allowPendingOrderModification";"Cette option autorise la modification d'une commande confirmée. Quand une commande est en cours de modification, la génération de facture et de bons de livraison est bloquée. Si un bon de livraison est au statut planifié, il restera bloqué à ce statut tant que la commande sera en cours de modification."
"axelor-sale";"AppSale";"app-sale-config-form";"manageMultipleSaleQuantity";"Cette option permet de définir sur la fiche d'un produit des quantités multiples de ventes. Vous pourrez ainsi définir qu'un produit ne peut être vendu que sous certains multiples (par exemple que pour une quantité de 5 et 10). Si la quantité sélectionnée sur une ligne de commande est différente, cette ligne ne pourra être validée et un message apparaitra, indiquant quelles sont les quantités autorisées.
"
"axelor-sale";"AppSale";"app-sale-config-form";"printingConfigPerSaleOrder";"Si cette option n'est pas activée, les paramètres d'impression pour les devis/commandes par défaut seront ceux de la société. En activant cette option, vous pourrez configurer des paramètres d'impressions spécifiques par devis/commande. "
"axelor-sale";"AppSale";"app-sale-config-form";"closeOpportunityUponSaleOrderConfirmation";"Lorsqu'une commande est liée à une opportunité, en activant cette option, l'opportunité sera automatiquement fermée quand la commande est confirmée."
"axelor-sale";"SaleConfig";"sale-config-form";"saleOrderInAtiSelect";"Il est possible de choisir si dans les devis/commandes les prix sont toujours en H.T., toujours en T.T.C, par défaut en H.T. ou par défaut en T.T.C. Les choix ""par défaut en H.T."" et ""par défaut en T.T.C."" laissent la possibilité de modifier au cas par cas (via une case à cocher) le type de prix pratiqué. 
"
"axelor-sale";"SaleConfig";"sale-config-form";"displaySalemanOnPrinting";"Si la case est cochée, le nom du commercial qui est indiqué sur un devis/commande apparaitra sur les impressions."
"axelor-sale";"SaleConfig";"sale-config-form";"displayDelCondOnPrinting";"Sur un devis/commande, dans l'onglet ""Informations de livraison"", il y a un champ texte ""Conditions de livraison"". Si l'option est activée, le contenu de ce champ apparaitra sur les impressions."
"axelor-sale";"SaleConfig";"sale-config-form";"saleOrderClientBox";"Cela vous offre la possibilité de personnaliser un encadré client avec des informations de votre choix sur les impressions de devis/commandes grâce à un champ html."
"axelor-sale";"SaleConfig";"sale-config-form";"saleOrderLegalNote";"Vous pouvez entrer ici des mentions légales qui apparaitront sur les impressions de vos commandes."
"axelor-sale";"SaleOrder";"sale-order-form";"versionNumber";"Numéro de version de la commande. Celui-ci s'incrémente lorsque l'on utilise le bouton ""nouvelle version"" sur une commande au statut "" demandé """
