"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.marketing.Campaign.r";"com.axelor.apps.marketing.db.Campaign";"x";;;;;;;"Marketing Read"
"perm.marketing.TargetList.r";"com.axelor.apps.marketing.db.TargetList";"x";;;;;;;"Marketing Read"
"perm.marketing.CampaignAttendee.r";"com.axelor.apps.marketing.db.CampaignAttendee";"x";;;;;;;"Marketing Read"
"perm.marketing.CampaignType.r";"com.axelor.apps.marketing.db.CampaignType";"x";;;;;;;"Marketing Read"
"perm.marketing.Campaign.rwc";"com.axelor.apps.marketing.db.Campaign";"x";"x";"x";;;;;"Marketing User"
"perm.marketing.TargetList.rwc";"com.axelor.apps.marketing.db.TargetList";"x";"x";"x";;;;;"Marketing User"
"perm.marketing.CampaignAttendee.rwc";"com.axelor.apps.marketing.db.CampaignAttendee";"x";"x";"x";;;;;"Marketing User"
"perm.marketing.CampaignType.rwc";"com.axelor.apps.marketing.db.CampaignType";"x";"x";"x";;;;;"Marketing User"
"perm.marketing.Campaign.rwcde";"com.axelor.apps.marketing.db.Campaign";"x";"x";"x";"x";"x";;;"Marketing Manager"
"perm.marketing.TargetList.rwcde";"com.axelor.apps.marketing.db.TargetList";"x";"x";"x";"x";"x";;;"Marketing Manager"
"perm.marketing.CampaignAttendee.rwcde";"com.axelor.apps.marketing.db.CampaignAttendee";"x";"x";"x";"x";"x";;;"Marketing Manager"
"perm.marketing.CampaignType.rwcde";"com.axelor.apps.marketing.db.CampaignType";"x";"x";"x";"x";"x";;;"Marketing Manager"
