"key","message","comment","context"
"Employee","Empregado",,
"Enable timesheet on manuf order","Habilitar a folha de tempos no pedido do fabricante",,
"Invoiced","Faturação",,
"Manage business production","Gerir a produção do negócio",,
"Manuf order","Pedido de fabricação",,
"Manuf. Orders Selection","Manuf. Seleção de ordens",,
"Operation order","Ordem de operação",,
"Overview","Visão Geral",,
"Production orders","Ordens de produção",,
"Project","Projeto",,
"There are timesheet still waiting validation on this manuf order, do you want to continue anyway ?","Há uma folha de tempos ainda à espera de validação nesta ordem manuf, queres continuar de qualquer maneira?",,
"There are timesheet still waiting validation on this operation order, do you want to continue anyway ?","Há uma folha de tempos ainda à espera da validação desta ordem de operação. Queres continuar na mesma?",,
"Timesheet Line","Linha Timesheet",,
"Timesheet Lines","Linhas de Folha de Ponto",,
"Timesheet imputed on","Folha de horas de trabalho imputada a",,
"Timesheet imputed on manufacturing order","Folha de horas de trabalho imputada à ordem de produção",,
"Timesheet imputed on project","Folha de horas de trabalho imputada ao projecto",,
"Timesheet line","Linha da folha de horas de trabalho",,
"Timesheet lines","Linhas da folha de tempos",,
"To Invoice","Para fatura",,
"To invoice","Para fatura",,
"Warning, this manuforder is finished",,,
"Warning, this manuforder is from another company.","Aviso, este fabricante é de outra empresa.",,
