"key","message","comment","context"
"Employee","Werknemer",,
"Enable timesheet on manuf order","Inschakelbare urenstaat op manuf order",,
"Invoiced","Gefactureerd",,
"Manage business production","Beheer bedrijfsproductie",,
"Manuf order","Manuf order",,
"Manuf. Orders Selection","Manuf. Bestellingen selecteren",,
"Operation order","Verrichtingsorde",,
"Overview","Overzicht",,
"Production orders","Productieorders",,
"Project","Project",,
"There are timesheet still waiting validation on this manuf order, do you want to continue anyway ?","Er zijn nog steeds urenstaten in afwachting van validatie op deze manuf order, wilt u toch doorgaan?",,
"There are timesheet still waiting validation on this operation order, do you want to continue anyway ?","Er zijn nog steeds urenstaten in afwachting van de validatie van deze werkingsvolgorde, wilt u toch doorgaan?",,
"Timesheet Line","Timesheet Lijn",,
"Timesheet Lines","Timesheet Lijnen",,
"Timesheet imputed on","Timesheet toegerekend op",,
"Timesheet imputed on manufacturing order","Timesheet toegerekend op productieorder",,
"Timesheet imputed on project","Timesheet toegeschreven aan het project",,
"Timesheet line","Timesheet lijn",,
"Timesheet lines","Timesheet lijnen",,
"To Invoice","Naar factuur",,
"To invoice","Om te factureren",,
"Warning, this manuforder is from another company.","Waarschuwing, deze manuforder is van een ander bedrijf.",,
