"key","message","comment","context"
"Employee","Empleado",,
"Enable timesheet on manuf order","Habilitar parte de horas en orden manuf",,
"Invoiced","Facturado",,
"Manage business production","Gestionar la producción empresarial.",,
"Manuf order","Orden manuf",,
"Manuf. Orders Selection","Manuf. Selección de pedidos",,
"Operation order","Orden de operación",,
"Overview","Visión general",,
"Production orders","Órdenes de producción",,
"Project","Proyecto",,
"There are timesheet still waiting validation on this manuf order, do you want to continue anyway ?","Todavía hay hojas de tiempo esperando la validación de esta orden de fabricación, ¿desea continuar de todos modos?",,
"There are timesheet still waiting validation on this operation order, do you want to continue anyway ?","Todavía hay una hoja de tiempo esperando la validación de esta orden de operación, ¿desea continuar de todos modos?",,
"Timesheet Line","Línea de parte de horas",,
"Timesheet Lines","Líneas de parte de horas",,
"Timesheet imputed on","Hoja de tiempo imputada en",,
"Timesheet imputed on manufacturing order","Hoja de tiempo imputada a la orden de fabricación",,
"Timesheet imputed on project","Hoja de tiempo imputada al proyecto",,
"Timesheet line","Línea de parte de horas",,
"Timesheet lines","Líneas de parte de horas",,
"To Invoice","Facturar",,
"To invoice","Facturar",,
"Warning, this manuforder is finished","Advertencia, este fabricante está terminado",,
"Warning, this manuforder is finished",,,
"Warning, this manuforder is from another company.","Advertencia, este fabricante es de otra compañía.",,
