"key","message","comment","context"
"Employee","Pracownik",,
"Enable timesheet on manuf order","Włączyć arkusz czasu na zamówieniu manufaktury",,
"Invoiced","Zafakturowany",,
"Manage business production","Zarządzaj produkcją biznesową",,
"Manuf order","Zamówienie Manufaktura",,
"Manuf. Orders Selection","Manuf. Wybór zleceń",,
"Operation order","Kolejność operacji",,
"Overview","Przegląd",,
"Production orders","Zamówienia produkcyjne",,
"Project","Projekt",,
"There are timesheet still waiting validation on this manuf order, do you want to continue anyway ?","Na tym zamówieniu manufaktury czekają jeszcze na walidację arkusze czasu, czy i tak chcesz kontynuować ?",,
"There are timesheet still waiting validation on this operation order, do you want to continue anyway ?","Czy chcesz kontynuować tę operację, czy i tak chcesz ją kontynuować ?",,
"Timesheet Line","Arkusz Czasu Linia",,
"Timesheet Lines","Arkusz ćwiczeniowy Linie",,
"Timesheet imputed on","Arkusz czasu przypisany na",,
"Timesheet imputed on manufacturing order","Arkusz czasu przypisany na zlecenie produkcyjne",,
"Timesheet imputed on project","Arkusz czasu przypisany do projektu",,
"Timesheet line","Linia timesheetu",,
"Timesheet lines","Linie timesheetów",,
"To Invoice","Do faktury",,
"To invoice","Aby wystawić fakturę",,
"Warning, this manuforder is from another company.","Ostrzeżenie, ten manuforder pochodzi od innej firmy.",,
