"key","message","comment","context"
"Employee","Dipendente",,
"Enable timesheet on manuf order","Attivare il timesheet su ordine del produttore",,
"Invoiced","Fatturato",,
"Manage business production","Gestire la produzione aziendale",,
"Manuf order","Ordine Manuf",,
"Manuf. Orders Selection","Manuf. Selezione ordini",,
"Operation order","Ordine di funzionamento",,
"Overview","Panoramica",,
"Production orders","Ordini di produzione",,
"Project","Il progetto",,
"There are timesheet still waiting validation on this manuf order, do you want to continue anyway ?","Ci sono ancora tempi di validazione in attesa su questo ordine di produzione, vuoi continuare comunque?",,
"There are timesheet still waiting validation on this operation order, do you want to continue anyway ?","Ci sono ancora dei tempi di validazione in attesa di questa operazione, vuoi continuare comunque?",,
"Timesheet Line","Linea Timesheet",,
"Timesheet Lines","Linee Timesheet",,
"Timesheet imputed on","Foglio orario imputato su",,
"Timesheet imputed on manufacturing order","Foglio tempi imputato alla commessa di produzione",,
"Timesheet imputed on project","Calendario imputato al progetto",,
"Timesheet line","Linea Timesheet",,
"Timesheet lines","Linee dei fogli di lavoro",,
"To Invoice","Alla Fattura",,
"To invoice","Alla fattura",,
"Warning, this manuforder is from another company.","Attenzione, questo produttore è di un'altra azienda.",,
