"key","message","comment","context"
"Employee","Сотрудник",,
"Enable timesheet on manuf order","Разрешить ведение табеля учета рабочего времени по заказу мануфактуры",,
"Invoiced","Счета",,
"Manage business production","Управление производством бизнеса",,
"Manuf order","Производственный заказ",,
"Manuf. Orders Selection","Производство Выбор заказов",,
"Operation order","Порядок эксплуатации",,
"Overview","Обзор",,
"Production orders","Производственные заказы",,
"Project","Проект",,
"There are timesheet still waiting validation on this manuf order, do you want to continue anyway ?","Есть табель учета рабочего времени, который еще ждет подтверждения заказа на мануфактуру, вы все равно хотите продолжить?",,
"There are timesheet still waiting validation on this operation order, do you want to continue anyway ?","Есть табель учета рабочего времени, который еще ждет подтверждения заказа, вы хотите продолжить?",,
"Timesheet Line","Тайм-аут Линия",,
"Timesheet Lines","Линии табелей учета рабочего времени",,
"Timesheet imputed on","Вмененный табель учёта рабочего времени на",,
"Timesheet imputed on manufacturing order","Табель учета рабочего времени, вменяемый в производственный заказ",,
"Timesheet imputed on project","Вмененный табель учета рабочего времени по проекту",,
"Timesheet line","Строка табеля учета рабочего времени",,
"Timesheet lines","Строки табеля учета рабочего времени",,
"To Invoice","К счету-фактуре",,
"To invoice","Для выставления счета",,
"Warning, this manuforder is from another company.","Предупреждение, эта мануфактура из другой компании.",,
