"key","message","comment","context"
"ABS portal","ABS门户",,
"App","应用",,
"App Portal","应用门户",,
"App portal","应用门户",,
"Assign to customer","分配给客户",,
"Assign to supplier","分配给供应商",,
"Awaiting invoices","等待付款的发票",,
"Can confirm online","可以在线确认",,
"Can pay online","可以在线支付",,
"Catalog","产品目录",,
"Code","代码",,
"Company tickets","公司工单",,
"Customer helpdesk","客户支持",,
"Customer tickets","客户工单",,
"Delivery","交付",,
"Display product catalog","显示产品目录",,
"Electronic signature","电子签名",,
"External portal","外部门户",,
"Helpdesk","支持",,
"Invoicing","开票",,
"Last delivery","最近一次交付",,
"Last order","最近一次订单",,
"Late tickets","逾期工单",,
"Manage delivery","管理交付",,
"Manage invoices","管理发票",,
"Manage projects","管理项目",,
"Manage sale orders","管理销售订单",,
"Manage tickets","管理工单",,
"Modules","模块",,
"Months","月份",,
"My credit notes","我的信用便条",,
"My deliveries","我的交付",,
"My invoices","我的发票",,
"My projects","我的项目",,
"My quotations","我的报价",,
"My reversions","我的退货",,
"My space","我的空间",,
"My tickets","我的工单",,
"Name","名称",,
"Next delivery","下一次交付",,
"None","无",,
"Online payment method","在线支付方式",,
"Online payment methods","在线支付方式",,
"Orders in progress","进行中的订单",,
"Overdue invoices","逾期发票",,
"Password","密码",,
"Planned deliveries","计划交付",,
"Portal","门户",,
"Project","项目",,
"Projects","项目",,
"Resolved tickets","已解决的工单",,
"Sale order","销售订单",,
"Sum","总和",,
"Sum of last 4 months invoices","过去4个月发票的总和",,
"Tasks due","逾期任务",,
"Tasks incompleted","未完成的任务",,
"Total projects","项目总数",,
"Total remaining","剩余总数",,
"User is not linked with any partner. Please disconnect.","用户未关联任何合作伙伴。请断开连接。",,
"chart","图表",,
"value:Portal","门户",,
