"key","message","comment","context"
"App Portal","Portal de aplicaciones",,
"Awaiting invoices",,,
"Can confirm online","Puede confirmar en línea",,
"Can pay online","Puede pagar en línea",,
"Code","Código",,
"Customer helpdesk",,,
"Customer tickets",,,
"Delivery",,,
"Electronic signature","Firma electrónica",,
"Helpdesk",,,
"Invoicing",,,
"Last delivery",,,
"Last order",,,
"Manage invoices","Gestionar facturas",,
"Manage sale orders","Gestionar los pedidos de venta",,
"Manage tickets","Gestión de tickets",,
"My delivery",,,
"My invoices",,,
"My projects",,,
"My quotations",,,
"My sale orders",,,
"My space",,,
"Name","Nombre",,
"Next delivery",,,
"Online payment method","Método de pago en línea",,
"Online payment methods","Métodos de pago en línea",,
"Order",,,
"Orders",,,
"Overdue invoices",,,
"Password","Contraseña",,
"Project",,,
"Projects",,,
"Quotation",,,
"Quotation in progress",,,
"Realized delivery",,,
"Resolved tickets",,,
"Tasks due",,,
"Tasks in progress",,,
"Tickets %s",,,
"Tickets company",,,
"Total remaining",,,
"value:Portal","valor:Portal",,
