"key";"message";"language"
"value:Description contenant & Code 01 (Chèque émis)";"Description containing & Code 01 (Bank cheque issued)";"en"
"value:Description contenant";"Description containing";"en"
"value:Description commencant par";"Description starting with an";"en"
"value:Description Finissant par";"Description ending with an";"en"
"value:Origine contenant";"Origin containing";"en"
"value:Origine commencant par";"Origin starting with an";"en"
"value:Origine finissant par";"Origin ending with an";"en"
"value:Référence contenant";"Reference containing";"en"
"value:Référence commencant par";"Reference starting with an";"en"
"value:Référence finissant par";"Reference ending with an";"en"
"value:Origine et montant égaux";"Origin and amount equal";"en"
"value:Montant et mode de paiement égaux et date égales";"Equal amount, payment mode and dates";"en"
"value:Montant égaux et date identiques";"Equal amount and dates";"en"
"value:Montant égaux et date dans les fourchettes";"Equal amount and date within ranges";"en"
"value:Montant et mode de paiement égaux et date dans les fourchettes";"Amount and mode of payment equal and date within the ranges";"en"
"value:Montant égaux et date dans les fourchettes";"Equal amount and date within ranges";"en"
"value:Montant égaux";"Equal amount";"en"
"value:Montant et date dans les fourchettes";"Amount and date within ranges";"en"
"value:Montants et origine égaux";"Equal amount and origin";"en"
