"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.quality.all";"com.axelor.apps.quality.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.quality.ControlPoint.r";"com.axelor.apps.quality.db.ControlPoint";"x";;;;;;;"role.quality.r"
"perm.quality.QualityAlert.r";"com.axelor.apps.quality.db.QualityAlert";"x";;;;;;;"role.quality.r"
"perm.quality.QualityControl.r";"com.axelor.apps.quality.db.QualityControl";"x";;;;;;;"role.quality.r"
"perm.quality.QualityTag.r";"com.axelor.apps.quality.db.QualityTag";"x";;;;;;;"role.quality.r"
"perm.quality.ControlPointModel.r";"com.axelor.apps.quality.db.ControlPointModel";"x";;;;;;;"role.quality.r"
"perm.quality.RootCause.r";"com.axelor.apps.quality.db.RootCause";"x";;;;;;;"role.quality.r"
"perm.quality.QualityProcess.r";"com.axelor.apps.quality.db.QualityProcess";"x";;;;;;;"role.quality.r"
"perm.quality.ControlPoint.rwc";"com.axelor.apps.quality.db.ControlPoint";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.QualityAlert.rwc";"com.axelor.apps.quality.db.QualityAlert";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.QualityControl.rwc";"com.axelor.apps.quality.db.QualityControl";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.QualityTag.rwc";"com.axelor.apps.quality.db.QualityTag";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.ControlPointModel.rwc";"com.axelor.apps.quality.db.ControlPointModel";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.RootCause.rwc";"com.axelor.apps.quality.db.RootCause";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.QualityProcess.rwc";"com.axelor.apps.quality.db.QualityProcess";"x";"x";"x";;;;;"role.quality.rwc"
"perm.quality.ControlPoint.rwcde";"com.axelor.apps.quality.db.ControlPoint";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
"perm.quality.QualityAlert.rwcde";"com.axelor.apps.quality.db.QualityAlert";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
"perm.quality.QualityControl.rwcde";"com.axelor.apps.quality.db.QualityControl";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
"perm.quality.QualityTag.rwcde";"com.axelor.apps.quality.db.QualityTag";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
"perm.quality.ControlPointModel.rwcde";"com.axelor.apps.quality.db.ControlPointModel";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
"perm.quality.RootCause.rwcde";"com.axelor.apps.quality.db.RootCause";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
"perm.quality.QualityProcess.rwcde";"com.axelor.apps.quality.db.QualityProcess";"x";"x";"x";"x";"x";;;"role.quality.rwcde"
