"importId";"birtTemplate.importId";"name";"value";"type"
13;4;"Timezone";"$Employee.user?.activeCompany?.timezone";"string"
14;4;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
15;4;"EmployeeId";"$Employee.id";"decimal"
16;5;"Timezone";"$Expense.company?.timezone";"string"
17;5;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
18;5;"ExpenseId";"$Expense.id";"decimal"
100;29;"Timezone";"$Timesheet.company?.timezone";"string"
101;29;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
102;29;"TimesheetId";"$Timesheet.id";"decimal"
301;41;"EmployeeId";"$Employee.id";"decimal"
302;41;"Timezone";"$Employee.user?.activeCompany?.timezone";"string"
303;41;"YearId";"$YearId";"decimal"
304;41;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
305;42;"EmployeeBonusMgtId";"$EmployeeBonusMgt.id";"decimal"
306;42;"Timezone";"$EmployeeBonusMgt.company?.timezone";"string"
307;42;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
311;43;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
312;43;"UserId";"${__user__.id}";"decimal"
313;43;"Timezone";"${__user__.activeCompany?.timezone}";"string"
315;44;"TimesheetReportId";"${TimesheetReport.id.toString()}";"string"
316;44;"Timezone";;"string"
317;44;"Locale";"${com.axelor.apps.report.engine.ReportSettings.getPrintingLocale()}";"string"
318;44;"FromDate";"${TimesheetReport.fromDate?.format(java.time.format.DateTimeFormatter.ofPattern(""dd-MM-yyy""))}";"string"
319;44;"ToDate";"${TimesheetReport.toDate?.format(java.time.format.DateTimeFormatter.ofPattern(""dd-MM-yyy""))}";"string"
321;45;"lunchVoucherAdvId";"$LunchVoucherAdvance.id";"decimal"
322;45;"Timezone";"$LunchVoucherAdvance.employee?.user?.activeCompany?.timezone";"string"
325;46;"lunchVoucherMgtId";"$LunchVoucherMgt.id";"decimal"
326;46;"Timezone";"$LunchVoucherMgt.company?.timezone";"string"
327;46;"Locale";"${com.axelor.inject.Beans.get(com.axelor.apps.base.service.user.UserService.class).getLanguage()}";"string"
