"importId";"module";"object";"view";"field";"help"
206;"axelor-human-resource";"Employee";"employee-form";"negativeValueLeave";"Case à cocher si vous autorisez l'employé à prendre des congés si son compteur de congés est à 0 ou négatif."
207;"axelor-human-resource";"Employee";"employee-form";"product";"Permet de sélectionner le produit qui sera facturé au tiers pour le temps passé par l'employé affiché à l'écran (par exemple chef de projet)."
208;"axelor-human-resource";"ExpenseLine";"expense-line-kilometric-form";"distance";"Nombre de kilomètres parcourus lors du déplacement. Dans le cas d'un trajet aller-retour, on indique le nombre de kilomètres pour un aller-simple, le nombre est ensuite automatiquement multiplié par 2."
209;"axelor-human-resource";"ExpenseLine";"expense-line-kilometric-form";"expenseProduct";"Permet de sélectionner parmi les types de frais lequel attribuer à la dépense effectuée. Les types de frais sont paramétrables dans les configurations."
210;"axelor-human-resource";"EmploymentContract";"employment-contract-form";"payCompany";"Permet de sélectionner la société paramétrée dans Axelor qui verse la paie à l'employé."
211;"axelor-human-resource";"HRConfig";"hr-config-form";"useUniqueProductForTimesheet";"Si vous cochez cette case, vous pouvez choisir un produit unique qui sera rempli automatiquement sur les feuilles de temps. Sur la ligne de la feuille de temps, ce produit correspond au champ ""Activité"". L'utilisateur n'aura alors pas le choix de l'activité qui sera remplie automatiquement.
"
212;"axelor-human-resource";"HRConfig";"hr-config-form";"timesheetMailNotification";"En cochant cette case vous pourrez définir des modèles d'email de notification pour les feuilles de temps. Il s'agit des emails de notification qui sont envoyés aux utilisateurs quand ils soumettent une feuille de temps. Différents modèles peuvent être configurés selon plusieurs cas de figure (confirmation, refus, validation...)."
213;"axelor-human-resource";"HRConfig";"hr-config-form";"extraHoursMailNotification";"En cochant cette case vous pourrez définir des modèles d'email de notification pour les heures supplémentaires. Il s'agit des emails de notification qui sont envoyés aux utilisateurs quand ils soumettent une heure supplémentaire. Différents modèles peuvent être configurés selon plusieurs cas de figure (confirmation, refus, validation...)."
214;"axelor-human-resource";"HRConfig";"hr-config-form";"expenseMailNotification";"En cochant cette case vous pourrez définir des modèles d'email de notification pour les notes de frais. Il s'agit des emails de notification qui sont envoyés aux utilisateurs quand ils soumettent des notes de frais. Différents modèles peuvent être configurés selon plusieurs cas de figure (confirmation, refus, validation...)."
215;"axelor-human-resource";"HRConfig";"hr-config-form";"kilometricExpenseProduct";"Quand vous créez une ligne de frais kilométriques, une ligne de note de frais sera créée avec le type de frais que vous définissez ici. Les types de frais se créent et se configurent dans les configurations de l'application notes de frais."
216;"axelor-human-resource";"HRConfig";"hr-config-form";"expenseSequence";"Permet de définir une séquence type pour les notes de frais."
217;"axelor-human-resource";"HRConfig";"hr-config-form";"kilometricAllowanceRateList";"Permet de définir les différents taux de barêmes kilométriques. Vous pouvez ici rentrer différentes puissances fiscales avec un taux personnalisé pour chaque puissance fiscale. "
218;"axelor-human-resource";"HRConfig";"hr-config-form";"leaveMailNotification";"En cochant cette case vous pourrez définir des modèles d'email de notification pour les demandes de congés. Il s'agit des emails de notification qui sont envoyés aux utilisateurs quand ils soumettent des demandes de congés. Différents modèles peuvent être configurés selon plusieurs cas de figure (confirmation, refus, validation...)."
219;"axelor-human-resource";"HRConfig";"hr-config-form";"toJustifyLeaveReason";"Permet de définir un motif par défaut pour les absences à justifier."
220;"axelor-human-resource";"AppExpense";"app-expense-config-form";"computeDistanceWithWebService";"Quand cette option est activée, pour les frais kilométriques, le nombre de kilomètres entre l'adresse de départ et l'adresse d'arrivée va être calculée automatiquement grâce à un web service qui se connecte à Google map ou à Open Street map.
"
221;"axelor-human-resource";"AppLeave";"app-leave-config-form";"allowNegativeLeaveEmployees";"Cette option permet d'autoriser un employé d'utiliser des jours de congés en avance, qu'il n'a pas encore dans son stock de congés, et donc d'avoir un solde négatif de jours de congés."
222;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"invoicingTypeLogTimesSelect";"Cette option permet de choisir si les feuilles de temps seront facturées selon l'activité utilisée sur les lignes des feuilles de temps, ou selon l'activité définie par défaut sur la fiche employé. Dans la fiche employé, cette activité peut se définir dans l'onglet ""Feuilles de temps"", dans le champ ""Produit pour les temps passés""."
223;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"consolidateTSLine";"Cette option va consolider les lignes de feuilles de temps par activité sur les factures."
224;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"enableTimer";"Cette option offre la possibilité d'utiliser sur ses feuilles de temps un chronomètre intégré pour calculer exactement le temps passé sur une activité."
225;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"editModeTSTimer";"Quand cette option n'est pas activée, une fois le chronomètre arrêté, la ligne de feuille de temps créée est en lecture seule. Si vous activez cette option, vous pourrez éditer la ligne pour la modifier."
226;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"keepProject";"Quand cette option est activée, le projet qui était utilisé lors de la dernière utilisation du chronomètre est repris automatiquement lorsque vous relancer de nouveau le chronomètre."
227;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"defaultEndFormat";"Permet de définir si par défaut la date de fin d'une feuille de temps sera automatiquement en fin de semaine ou en fin de mois."
228;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"timesheetEditor";"Cette option permet d'activer sur les feuilles de temps un éditeur ""graphique"" qui va permettre de rentrer ses temps directement sur un planning."
229;"axelor-human-resource";"TimesheetLine";"timesheet-line-timesheet-form";"enableEditor";"Lorsque ce champ est VRAI, l'édition de cette entrée (même date) sur l'éditeur de feuille de temps va modifier cette ligne de temps passé. Si ce champ est FAUX, l'édition via l'éditeur va créer une nouvelle ligne de temps."
230;"axelor-human-resource";"TimesheetLine";"timesheet-line-project-form";"enableEditor";"Lorsque ce champ est VRAI, l'édition de cette entrée (même date) sur l'éditeur de feuille de temps va modifier cette ligne de temps passé. Si ce champ est FAUX, l'édition via l'éditeur va créer une nouvelle ligne de temps."
231;"axelor-human-resource";"TimesheetLine";"timesheet-line-timesheet-project-form";"enableEditor";"Lorsque ce champ est VRAI, l'édition de cette entrée (même date) sur l'éditeur de feuille de temps va modifier cette ligne de temps passé. Si ce champ est FAUX, l'édition via l'éditeur va créer une nouvelle ligne de temps."
232;"axelor-human-resource";"AppTimesheet";"app-timesheet-config-form";"enableActivity";"Permet d'associer des produits à des tâches (le produit doit avoir le champ Activité à VRAI). Des configurations complémentaires sont disponibles dans Config applicative --> utilisateurs/sociétés --> sociétés --> sélectionner société --> Config RH."
