"key","message","comment","context"
"%s : You must configure Sales module for company %s","%s : Debe configurar el módulo de ventas para la empresa %s",,
"A cancel reason must be selected","Debe seleccionarse un motivo de cancelación",,
"ABC analysis",,,
"ATI","ATI",,
"AbcAnalysis.endDate",,,
"AbcAnalysis.startDate",,,
"Accepted Credit","Crédito Aceptado",,
"Accounted Revenue","Ingresos contabilizados",,
"Accounting Family sale turnover (Excl. Tax) per month",,,
"Action","Acción",,
"Actions","Acciones",,
"Activate","Activar",,
"Add Line from Configurator","Agregar línea desde el configurador",,
"Add Pack",,,
"Add a pack",,,
"Adv. payment amount",,,
"Advance Payment","Pago por adelantado",,
"Advance Payments","Pagos adelantados",,
"Advance payment amount needed",,,
"Advance payment needed",,,
"Advance payment total","Total de pagos adelantados",,
"Advance payments",,,
"Allocate",,,
"Allocate all",,,
"Allocated stock",,,
"Allow pending order modification","Permitir la modificación de la orden pendiente",,
"Amount","Importe",,
"Amount A.T.I.","Importe I.T.A.",,
"Amount Tax","Importe del impuesto",,
"Amount invoiced W.T.","Importe facturado W.T.",,
"Amount to be spread over the timetable","Importe que debe repartirse a lo largo del calendario",,
"Analytic distribution",,,
"Analytic distribution required on sale order line",,,
"Analytics","Analítica",,
"App sale","Venta de aplicaciones",,
"At least one sale order line has a stock move with availability request.",,,
"Attributes","Atributos",,
"Authorizations","Autorizaciones",,
"Authorized groups","Grupos autorizados",,
"Authorized users","Usuarios autorizados",,
"Availability Request",,,
"Availability request",,,
"Available stock","Stock disponible",,
"Back to confirmed order",,,
"Base W.T.","Base W.T.",,
"Batchs","Lotes",,
"Bi-monthly","Bimensual",,
"Blocked","Bloqueado",,
"Business Project","Proyecto Empresarial",,
"Business project","Proyecto empresarial",,
"Calculated fields on configurator","Campos calculados en el configurador",,
"Cancel","Cancelar",,
"Cancel Reason","Cancelar Motivo",,
"Cancel Reasons","Motivos de la cancelación",,
"Cancel reason","Motivo de la cancelación",,
"Cancel reservation",,,
"Canceled","Cancelado",,
"Cancellation","Cancelación",,
"Cancellation confirmation","Confirmación de cancelación",,
"Category","Categoría",,
"Category sale turnover (Excl. Tax) per month","Categoría de volumen de ventas (Excl. Impuestos) por mes",,
"Change allocated qty","Modificar cantidad asignada",,
"Change requested reserved qty","Modificación de la cantidad reservada solicitada",,
"Changes were made to the configurator creator. Please activate the configurator creator to use it.","Se han realizado cambios en el creador del configurador. Por favor, active el creador del configurador para utilizarlo.",,
"Characteristics","Características",,
"Check the script","Compruebe el guión",,
"Client box in sale order","Caja de cliente en orden de venta",,
"Client is sale blocked:","El cliente está bloqueado en la venta:",,
"Close opportunity when one of the linked sale orders is confirmed","Cerrar oportunidad cuando se confirma una de las órdenes de venta vinculadas",,
"Code","Código",,
"Comment","Comentario",,
"Comment to display",,,
"Comment to display on delivery",,,
"Comment to display on invoice",,,
"Comment to display on picking order",,,
"Comment to display on proforma",,,
"Company","Empresa",,
"Company bank","Banco de empresas",,
"Company currency","Moneda de la empresa",,
"Complete manually sale order","Cierre manual del pedido de venta",,
"Components",,,
"Conditions","Condiciones",,
"Configuration","Configuración",,
"Configurator","Configurador",,
"Configurator BoM","Configurador BoM",,
"Configurator creator name","Nombre del creador del configurador",,
"Configurator creators","Creadores del configurador",,
"Configurator formula list","Lista de fórmulas del configurador",,
"Configurator type","Tipo de configurador",,
"ConfiguratorCreator","ConfiguradorCreador",,
"ConfiguratorCreators","ConfiguradorCreadores",,
"Configurators","Configuradores",,
"Configure","Configurar",,
"Confirm cancellation","Confirmar la cancelación",,
"Confirm order","Confirmar pedido",,
"Confirmation","Confirmación",,
"Confirmation date","Fecha de confirmación",,
"Confirmed by","Confirmado por",,
"Confirmer","Confirmante",,
"Contact partner","Persona de contacto",,
"Contacts","Contactos",,
"Content","Contenido",,
"Contract end date","Fecha de finalización del contrato",,
"Contract period in months","Duración del contrato en meses",,
"Contract start date","Fecha de inicio del contrato",,
"Country","País",,
"Create Order from this Template","Crear orden a partir de esta plantilla",,
"Create the quotation",,,
"Creation date","Fecha de creación",,
"Currency","Moneda",,
"Current Login user","Usuario actual de Login",,
"Custom field","Campo personalizado",,
"Custom fields","Campos personalizados",,
"Customer","Cliente",,
"Customer Catalog","Catálogo de clientes",,
"Customer Catalog Lines","Líneas de catálogo de clientes",,
"Customer Credit","Crédito de cliente",,
"Customer catalog lines","Líneas de catálogo de clientes",,
"Customer contact","Contacto con el cliente",,
"Customer deliveries","Entregas a clientes",,
"Customer deliveries details","Detalles de las entregas al cliente",,
"Customer information","Información al cliente",,
"Customer reference","Referencia del cliente",,
"Customer specific note","Nota específica para el cliente",,
"Customers","Clientes",,
"Customize BOM","Personalizar la lista de materiales",,
"Dashboard","Tablero de mandos",,
"Data file","Archivo de datos",,
"Date","Fecha",,
"Dates","Fechas",,
"Day","Día",,
"Deallocate",,,
"Deallocate all",,,
"Define as template","Definir como modelo",,
"Delivered","Entregado",,
"Delivered quantity","Cantidad entregada",,
"Delivery","Entrega",,
"Delivery address","Dirección de entrega",,
"Delivery conditions","Condiciones de entrega",,
"Description","Descripción",,
"Desired delivery date","Fecha de entrega deseada",,
"Details Lines","Detalles Líneas",,
"Discount","Descuento",,
"Discount Type","Tipo de descuento",,
"Discount amount","Importe del descuento",,
"Discount rate","Tasa de descuento",,
"Display customer code on printing",,,
"Display delivery condition on printing","Visualización de las condiciones de entrega en la impresión",,
