"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.contract.all";"com.axelor.apps.contract.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.contract.ContractVersion.r";"com.axelor.apps.contract.db.ContractVersion";"x";;;;;;;"role.contract.r"
"perm.contract.Contract.r";"com.axelor.apps.contract.db.Contract";"x";;;;;"self.company in (?)";"__user__.companySet";"role.contract.r"
"perm.contract.ContractLine.r";"com.axelor.apps.contract.db.ContractLine";"x";;;;;;;"role.contract.r"
"perm.contract.ConsumptionLine.r";"com.axelor.apps.contract.db.ConsumptionLine";"x";;;;;;;"role.contract.r"
"perm.contract.ContractTemplate.r";"com.axelor.apps.contract.db.ContractTemplate";"x";;;;;"self.company in (?)";"__user__.companySet";"role.contract.r"
"perm.contract.InvoicePeriod.r";"com.axelor.apps.contract.db.InvoicePeriod";"x";;;;;;;"role.contract.r"
"perm.contract.ContractVersion.rwc";"com.axelor.apps.contract.db.ContractVersion";"x";"x";"x";;;;;"role.contract.rwc"
"perm.contract.Contract.rwc";"com.axelor.apps.contract.db.Contract";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.contract.rwc"
"perm.contract.ContractLine.rwc";"com.axelor.apps.contract.db.ContractLine";"x";"x";"x";;;;;"role.contract.rwc"
"perm.contract.ConsumptionLine.rwc";"com.axelor.apps.contract.db.ConsumptionLine";"x";"x";"x";;;;;"role.contract.rwc"
"perm.contract.ContractTemplate.rwc";"com.axelor.apps.contract.db.ContractTemplate";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.contract.rwc"
"perm.contract.InvoicePeriod.rwc";"com.axelor.apps.contract.db.InvoicePeriod";"x";"x";"x";;;;;"role.contract.rwc"
"perm.contract.ContractVersion.rwcde";"com.axelor.apps.contract.db.ContractVersion";"x";"x";"x";"x";"x";;;"role.contract.rwcde"
"perm.contract.Contract.rwcde";"com.axelor.apps.contract.db.Contract";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.contract.rwcde"
"perm.contract.ContractLine.rwcde";"com.axelor.apps.contract.db.ContractLine";"x";"x";"x";"x";"x";;;"role.contract.rwcde"
"perm.contract.ConsumptionLine.rwcde";"com.axelor.apps.contract.db.ConsumptionLine";"x";"x";"x";"x";"x";;;"role.contract.rwcde"
"perm.contract.ContractTemplate.rwcde";"com.axelor.apps.contract.db.ContractTemplate";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.contract.rwcde"
"perm.contract.InvoicePeriod.rwcde";"com.axelor.apps.contract.db.InvoicePeriod";"x";"x";"x";"x";"x";;;"role.contract.rwcde"
