"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.stock.StockConfig.r";"com.axelor.apps.stock.db.StockConfig";"x";;;;;;;"Stock Read"
"perm.stock.CustomsCodeNomenclature.r";"com.axelor.apps.stock.db.CustomsCodeNomenclature";"x";;;;;;;"Stock Read"
"perm.stock.ShipmentMode.r";"com.axelor.apps.stock.db.ShipmentMode";"x";;;;;;;"Stock Read"
"perm.stock.StockMove.r";"com.axelor.apps.stock.db.StockMove";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Read"
"perm.stock.StockLocationLine.r";"com.axelor.apps.stock.db.StockLocationLine";"x";;;;;;;"Stock Read"
"perm.stock.Inventory.r";"com.axelor.apps.stock.db.Inventory";"x";;;;;;;"Stock Read"
"perm.stock.StockLocation.r";"com.axelor.apps.stock.db.StockLocation";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Read"
"perm.stock.Incoterm.r";"com.axelor.apps.stock.db.Incoterm";"x";;;;;;;"Stock Read"
"perm.stock.StockMoveLine.r";"com.axelor.apps.stock.db.StockMoveLine";"x";;;;;;;"Stock Read"
"perm.stock.TrackingNumberConfiguration.r";"com.axelor.apps.stock.db.TrackingNumberConfiguration";"x";;;;;;;"Stock Read"
"perm.stock.InventoryLine.r";"com.axelor.apps.stock.db.InventoryLine";"x";;;;;;;"Stock Read"
"perm.stock.TrackingNumber.r";"com.axelor.apps.stock.db.TrackingNumber";"x";;;;;;;"Stock Read"
"perm.stock.PartnerStockSettings.r";"com.axelor.apps.stock.db.PartnerStockSettings";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Read"
"perm.stock.FreightCarrierMode.r";"com.axelor.apps.stock.db.FreightCarrierMode";"x";;;;;;;"Stock Read"
"perm.stock.LogisticalFormLine.r";"com.axelor.apps.stock.db.LogisticalFormLine";"x";;;;;;;"Stock Read"
"perm.stock.FreightCarrierCustomerAccountNumber.r";"com.axelor.apps.stock.db.FreightCarrierCustomerAccountNumber";"x";;;;;;;"Stock Read"
"perm.stock.StockRules.r";"com.axelor.apps.stock.db.StockRules";"x";;;;;;;"Stock Read"
"perm.stock.PartnerProductQualityRating.r";"com.axelor.apps.stock.db.PartnerProductQualityRating";"x";;;;;;;"Stock Read"
"perm.stock.LogisticalForm.r";"com.axelor.apps.stock.db.LogisticalForm";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Read"
"perm.stock.StockConfig.rwc";"com.axelor.apps.stock.db.StockConfig";"x";"x";"x";;;;;"Stock User"
"perm.stock.CustomsCodeNomenclature.rwc";"com.axelor.apps.stock.db.CustomsCodeNomenclature";"x";"x";"x";;;;;"Stock User"
"perm.stock.ShipmentMode.rwc";"com.axelor.apps.stock.db.ShipmentMode";"x";"x";"x";;;;;"Stock User"
"perm.stock.StockMove.rwc";"com.axelor.apps.stock.db.StockMove";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock User"
"perm.stock.StockLocationLine.rwc";"com.axelor.apps.stock.db.StockLocationLine";"x";"x";"x";;;;;"Stock User"
"perm.stock.Inventory.rwc";"com.axelor.apps.stock.db.Inventory";"x";"x";"x";;;;;"Stock User"
"perm.stock.StockLocation.rwc";"com.axelor.apps.stock.db.StockLocation";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock User"
"perm.stock.Incoterm.rwc";"com.axelor.apps.stock.db.Incoterm";"x";"x";"x";;;;;"Stock User"
"perm.stock.StockMoveLine.rwc";"com.axelor.apps.stock.db.StockMoveLine";"x";"x";"x";;;;;"Stock User"
"perm.stock.TrackingNumberConfiguration.rwc";"com.axelor.apps.stock.db.TrackingNumberConfiguration";"x";"x";"x";;;;;"Stock User"
"perm.stock.InventoryLine.rwc";"com.axelor.apps.stock.db.InventoryLine";"x";"x";"x";;;;;"Stock User"
"perm.stock.TrackingNumber.rwc";"com.axelor.apps.stock.db.TrackingNumber";"x";"x";"x";;;;;"Stock User"
"perm.stock.PartnerStockSettings.rwc";"com.axelor.apps.stock.db.PartnerStockSettings";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock User"
"perm.stock.FreightCarrierMode.rwc";"com.axelor.apps.stock.db.FreightCarrierMode";"x";"x";"x";;;;;"Stock User"
"perm.stock.LogisticalFormLine.rwc";"com.axelor.apps.stock.db.LogisticalFormLine";"x";"x";"x";;;;;"Stock User"
"perm.stock.FreightCarrierCustomerAccountNumber.rwc";"com.axelor.apps.stock.db.FreightCarrierCustomerAccountNumber";"x";"x";"x";;;;;"Stock User"
"perm.stock.StockRules.rwc";"com.axelor.apps.stock.db.StockRules";"x";"x";"x";;;;;"Stock User"
"perm.stock.PartnerProductQualityRating.rwc";"com.axelor.apps.stock.db.PartnerProductQualityRating";"x";"x";"x";;;;;"Stock User"
"perm.stock.LogisticalForm.rwc";"com.axelor.apps.stock.db.LogisticalForm";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock User"
"perm.stock.StockConfig.rwcde";"com.axelor.apps.stock.db.StockConfig";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.CustomsCodeNomenclature.rwcde";"com.axelor.apps.stock.db.CustomsCodeNomenclature";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.ShipmentMode.rwcde";"com.axelor.apps.stock.db.ShipmentMode";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.StockMove.rwcde";"com.axelor.apps.stock.db.StockMove";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Manager"
"perm.stock.StockLocationLine.rwcde";"com.axelor.apps.stock.db.StockLocationLine";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.Inventory.rwcde";"com.axelor.apps.stock.db.Inventory";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.StockLocation.rwcde";"com.axelor.apps.stock.db.StockLocation";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Manager"
"perm.stock.Incoterm.rwcde";"com.axelor.apps.stock.db.Incoterm";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.StockMoveLine.rwcde";"com.axelor.apps.stock.db.StockMoveLine";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.TrackingNumberConfiguration.rwcde";"com.axelor.apps.stock.db.TrackingNumberConfiguration";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.InventoryLine.rwcde";"com.axelor.apps.stock.db.InventoryLine";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.TrackingNumber.rwcde";"com.axelor.apps.stock.db.TrackingNumber";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.PartnerStockSettings.rwcde";"com.axelor.apps.stock.db.PartnerStockSettings";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Manager"
"perm.stock.FreightCarrierMode.rwcde";"com.axelor.apps.stock.db.FreightCarrierMode";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.LogisticalFormLine.rwcde";"com.axelor.apps.stock.db.LogisticalFormLine";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.FreightCarrierCustomerAccountNumber.rwcde";"com.axelor.apps.stock.db.FreightCarrierCustomerAccountNumber";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.StockRules.rwcde";"com.axelor.apps.stock.db.StockRules";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.PartnerProductQualityRating.rwcde";"com.axelor.apps.stock.db.PartnerProductQualityRating";"x";"x";"x";"x";"x";;;"Stock Manager"
"perm.stock.LogisticalForm.rwcde";"com.axelor.apps.stock.db.LogisticalForm";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Stock Manager"
