"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.message.all";"com.axelor.apps.message.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.message.EmailAddress.r";"com.axelor.apps.message.db.EmailAddress";"x";;;;;;;"role.message.r"
"perm.message.EmailAccount.r";"com.axelor.apps.message.db.EmailAccount";"x";;;;;;;"role.message.r"
"perm.message.Message.r";"com.axelor.apps.message.db.Message";"x";;;;;"self.company in (?)";"__user__.companySet";"role.message.r"
"perm.message.Template.r";"com.axelor.apps.message.db.Template";"x";;;;;;;"role.message.r"
"perm.message.EmailAddress.rwc";"com.axelor.apps.message.db.EmailAddress";"x";"x";"x";;;;;"role.message.rwc"
"perm.message.EmailAccount.rwc";"com.axelor.apps.message.db.EmailAccount";"x";"x";"x";;;;;"role.message.rwc"
"perm.message.Message.rwc";"com.axelor.apps.message.db.Message";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.message.rwc"
"perm.message.Template.rwc";"com.axelor.apps.message.db.Template";"x";"x";"x";;;;;"role.message.rwc"
"perm.message.EmailAddress.rwcde";"com.axelor.apps.message.db.EmailAddress";"x";"x";"x";"x";"x";;;"role.message.rwcde"
"perm.message.EmailAccount.rwcde";"com.axelor.apps.message.db.EmailAccount";"x";"x";"x";"x";"x";;;"role.message.rwcde"
"perm.message.Message.rwcde";"com.axelor.apps.message.db.Message";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.message.rwcde"
"perm.message.Template.rwcde";"com.axelor.apps.message.db.Template";"x";"x";"x";"x";"x";;;"role.message.rwcde"
