"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.bankpayment.BankOrder.r";"com.axelor.apps.bankpayment.db.BankOrder";"x";;;;;"self.senderCompany.id in (?)";"__user__.companySet.id.plus(0)";"Bank Payment Read"
"perm.bankpayment.BankOrderFileFormat.r";"com.axelor.apps.bankpayment.db.BankOrderFileFormat";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankPaymentConfig.r";"com.axelor.apps.bankpayment.db.BankPaymentConfig";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankStatement.r";"com.axelor.apps.bankpayment.db.BankStatement";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankOrderEconomicReason.r";"com.axelor.apps.bankpayment.db.BankOrderEconomicReason";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankStatementFileFormat.r";"com.axelor.apps.bankpayment.db.BankStatementFileFormat";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankStatementLine.r";"com.axelor.apps.bankpayment.db.BankStatementLine";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankStatementLineAFB120.r";"com.axelor.apps.bankpayment.db.BankStatementLineAFB120";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankReconciliation.r";"com.axelor.apps.bankpayment.db.BankReconciliation";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Bank Payment Read"
"perm.bankpayment.BankOrderLine.r";"com.axelor.apps.bankpayment.db.BankOrderLine";"x";;;;;"self.receiverCompany.id in (?)";"__user__.companySet.id.plus(0)";"Bank Payment Read"
"perm.bankpayment.BankReconciliationLine.r";"com.axelor.apps.bankpayment.db.BankReconciliationLine";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankOrderFileFormatCountry.r";"com.axelor.apps.bankpayment.db.BankOrderFileFormatCountry";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankOrderLineOrigin.r";"com.axelor.apps.bankpayment.db.BankOrderLineOrigin";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankStatementQuery.r";"com.axelor.apps.bankpayment.db.BankStatementQuery";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankStatementRule.r";"com.axelor.apps.bankpayment.db.BankStatementRule";"x";;;;;;;"Bank Payment Read"
"perm.bankpayment.BankOrder.rwc";"com.axelor.apps.bankpayment.db.BankOrder";"x";"x";"x";;;"self.senderCompany.id in (?)";"__user__.companySet.id.plus(0)";"Bank Payment User"
