"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.talent.all";"com.axelor.apps.talent.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.talent.TrainingCategory.r";"com.axelor.apps.talent.db.TrainingCategory";"x";;;;;;;"role.talent.r"
"perm.talent.EducationLevel.r";"com.axelor.apps.talent.db.EducationLevel";"x";;;;;;;"role.talent.r"
"perm.talent.Appraisal.r";"com.axelor.apps.talent.db.Appraisal";"x";;;;;"self.company in (?)";"__user__.companySet";"role.talent.r"
"perm.talent.Training.r";"com.axelor.apps.talent.db.Training";"x";;;;;"self.company in (?)";"__user__.companySet";"role.talent.r"
"perm.talent.TrainingSession.r";"com.axelor.apps.talent.db.TrainingSession";"x";;;;;;;"role.talent.r"
"perm.talent.HiringStage.r";"com.axelor.apps.talent.db.HiringStage";"x";;;;;;;"role.talent.r"
"perm.talent.Skill.r";"com.axelor.apps.talent.db.Skill";"x";;;;;;;"role.talent.r"
"perm.talent.JobApplication.r";"com.axelor.apps.talent.db.JobApplication";"x";;;;;;;"role.talent.r"
"perm.talent.JobPosition.r";"com.axelor.apps.talent.db.JobPosition";"x";;;;;;;"role.talent.r"
"perm.talent.TalentSource.r";"com.axelor.apps.talent.db.TalentSource";"x";;;;;;;"role.talent.r"
"perm.talent.TrainingRegister.r";"com.axelor.apps.talent.db.TrainingRegister";"x";;;;;;;"role.talent.r"
"perm.talent.AppraisalType.r";"com.axelor.apps.talent.db.AppraisalType";"x";;;;;;;"role.talent.r"
"perm.talent.TrainingCategory.rwc";"com.axelor.apps.talent.db.TrainingCategory";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.EducationLevel.rwc";"com.axelor.apps.talent.db.EducationLevel";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.Appraisal.rwc";"com.axelor.apps.talent.db.Appraisal";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.talent.rwc"
"perm.talent.Training.rwc";"com.axelor.apps.talent.db.Training";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.talent.rwc"
"perm.talent.TrainingSession.rwc";"com.axelor.apps.talent.db.TrainingSession";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.HiringStage.rwc";"com.axelor.apps.talent.db.HiringStage";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.Skill.rwc";"com.axelor.apps.talent.db.Skill";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.JobApplication.rwc";"com.axelor.apps.talent.db.JobApplication";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.JobPosition.rwc";"com.axelor.apps.talent.db.JobPosition";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.TalentSource.rwc";"com.axelor.apps.talent.db.TalentSource";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.TrainingRegister.rwc";"com.axelor.apps.talent.db.TrainingRegister";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.AppraisalType.rwc";"com.axelor.apps.talent.db.AppraisalType";"x";"x";"x";;;;;"role.talent.rwc"
"perm.talent.TrainingCategory.rwcde";"com.axelor.apps.talent.db.TrainingCategory";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.EducationLevel.rwcde";"com.axelor.apps.talent.db.EducationLevel";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.Appraisal.rwcde";"com.axelor.apps.talent.db.Appraisal";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.talent.rwcde"
"perm.talent.Training.rwcde";"com.axelor.apps.talent.db.Training";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.talent.rwcde"
"perm.talent.TrainingSession.rwcde";"com.axelor.apps.talent.db.TrainingSession";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.HiringStage.rwcde";"com.axelor.apps.talent.db.HiringStage";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.Skill.rwcde";"com.axelor.apps.talent.db.Skill";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.JobApplication.rwcde";"com.axelor.apps.talent.db.JobApplication";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.JobPosition.rwcde";"com.axelor.apps.talent.db.JobPosition";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.TalentSource.rwcde";"com.axelor.apps.talent.db.TalentSource";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.TrainingRegister.rwcde";"com.axelor.apps.talent.db.TrainingRegister";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
"perm.talent.AppraisalType.rwcde";"com.axelor.apps.talent.db.AppraisalType";"x";"x";"x";"x";"x";;;"role.talent.rwcde"
