"importId";"name";"roles.name"
538;"menu-project-root";"Admin"
539;"project-folder";"Admin"
540;"project-all";"Admin"
541;"project-task-all";"Admin"
542;"project-open-tasks";"Admin"
543;"project-task-history";"Admin"
544;"project-wiki";"Admin"
545;"project-resource";"Admin"
546;"project-resource-booking";"Admin"
547;"project-configurations";"Admin"
548;"project-resource-type";"Admin"
549;"project-open-tickets";"Admin"
550;"project-template";"Admin"
551;"project-task-template";"Admin"
552;"project-project-template";"Admin"
553;"menu-my-project-root";"Admin"
554;"project-activity";"Admin"
555;"project-tags";"Admin"
556;"project-wiki-folder";"Admin"
557;"project-reporting-my-projects";"Admin"
558;"project-reporting-planned-charge";"Admin"
559;"project-task-category";"Admin"
560;"project-task-section";"Admin"
561;"project-topic";"Admin"
562;"project-configurations-project-status";"Admin"
563;"project-configurations-task-status";"Admin"
564;"project-task-project-priority";"Admin"
565;"project-historical";"Admin"
566;"project-reporting";"Admin"
