key,message,language
%s : You must configure Project module for company %s,%s : Sie müssen das Projektmodul für das Unternehmen %s konfigurieren,de
%s project,%s-Projekt,de
%s sprints have been generated,%s Sprints wurden erstellt,de
* %s project task updated,* %s Projektaufgabe aktualisiert,de
0 %,0 %,de
10 %,10 %,de
100 %,100 %,de
20 %,20 %,de
30 %,30 %,de
40 %,40 %,de
50 %,50 %,de
60 %,60 %,de
70 %,70 %,de
80 %,80 %,de
90 %,90 %,de
<< Previous,<< Zurück,de
<br/>Example:<br/>Start unit : day<br/>End unit : hour<br/><strong>$Project.numberHoursADay$</strong><br/>,<br/>Example:<br/>Start unit : day<br/>End unit : hour<br/><strong>$Project.numberHoursADay$</strong><br/>,de
Action,Aktion,de
Actions,Aktionen,de
Activate a field on a project task where you can record the task progress in %.,"Aktivieren Sie ein Feld auf einer Projektaufgabe, in dem Sie den Aufgabenfortschritt in % erfassen können.",de
"Activate a panel tab, within a project-task-form related to the project, allowing to replicate a task following a date frequency defined by the user.","Aktivieren Sie eine Registerkarte in einem projektbezogenen Aufgabenformular, die es ermöglicht, eine Aufgabe nach einer vom Benutzer festgelegten Datumsfrequenz zu wiederholen.",de
"Activates a Kanban view with tasks of the project categorized by category, accessible via the Tools menu.","Aktiviert eine Kanban-Ansicht mit nach Kategorien geordneten Aufgaben des Projekts, die über das Menü Extras zugänglich ist.",de
"Activates a Kanban view with tasks of the project categorized by status, accessible via the Tools menu.","Aktiviert eine Kanban-Ansicht mit den Vorgängen des Projekts, kategorisiert nach Status, zugänglich über das Menü Extras.",de
"Activates a Planification tab on the project-task-form allowing to record planned times on tasks, in order to compare with actual spent time.","Aktiviert eine Registerkarte ""Planung"" auf dem Projekt-Aufgabenformular, die es ermöglicht, geplante Zeiten für Aufgaben zu erfassen, um sie mit der tatsächlich verbrauchten Zeit zu vergleichen.",de
"Activates a calendar view with tasks of the project categorized by category, accessible via the Tools menu.","Aktiviert eine Kalenderansicht mit nach Kategorien geordneten Aufgaben des Projekts, die über das Menü Extras zugänglich ist.",de
"Activates a calendar view with tasks of the project categorized by status, accessible via the Tools menu.","Aktiviert eine Kalenderansicht mit den Aufgaben des Projekts, geordnet nach Status, zugänglich über das Menü Extras.",de
"Activates a calendar view with tasks of the project categorized by user, accessible via the Tools menu.","Aktiviert eine Kalenderansicht mit den Aufgaben des Projekts, kategorisiert nach Benutzer, zugänglich über das Menü Extras.",de
Activates a gantt view of the project accessible via the Tools menu.,"Aktiviert eine Gantt-Ansicht des Projekts, die über das Menü Extras zugänglich ist.",de
Active project,Aktives Projekt,de
Active project changed to %s,Aktives Projekt auf %s geändert,de
Active sprint,Aktiver Sprint,de
Activities,Aktivitäten,de
Activity,Tätigkeit,de
Add a new check list item,Einen neuen Punkt der Checkliste hinzufügen,de
Add a new item,Einen neuen Artikel hinzufügen,de
Add status,Status hinzufügen,de
Added by,Hinzugefügt von,de
All,Alle,de
All open tasks,Alle offenen Aufgaben,de
All sprints,Alle Sprints,de
All tasks,Alle Aufgaben,de
All tasks (tree),Alle Aufgaben (Baum),de
Allocated,Zuteilung,de
Allocation period,Zuteilungszeitraum,de
"Allow to allocate Time spent from the project-task-form. A readonly logtimes paneltab will also appear on the related project-form. Note: if you use the HR timesheets, these log times will allocate HR Timesheet for the concerned colleague.","Ermöglicht die Zuordnung von Zeitaufwand aus dem Projekt-Aufgabenformular. Auf dem zugehörigen Projektformular wird auch eine schreibgeschützte Registerkarte für die Logzeiten angezeigt. Hinweis: Wenn Sie die HR-Zeiterfassungsbögen verwenden, werden diese Protokollzeiten dem betreffenden Mitarbeiter zugewiesen.",de
"Allow to open discussion topic, where project members can interact, accessible via the the Tools menu.","Ermöglicht das Eröffnen eines Diskussionsthemas, in dem die Projektmitglieder interagieren können, zugänglich über das Menü Extras.",de
App,App,de
App base,App-Basis,de
App customized fields,Benutzerdefinierte Felder der App,de
App json,App json,de
App project,App-Projekt,de
Apply modifications to next tasks,Änderungen auf nächste Aufgaben anwenden,de
Are you sure you want to delete this task ?,"Sind Sie sicher, dass Sie diese Aufgabe löschen möchten?",de
Assign the task to a user.The user has to be created beforehand and recorded as a member of the selected project (in the membersPanelTab of the project).,Assign the task to a user.The user has to be created beforehand and recorded as a member of the selected project (in the membersPanelTab of the project).,de
Assigned to,Zugewiesen an,de
AssignedTo,ZugewiesenAn,de
Attrs,Attrs,de
Backlog sprint,Backlog-Sprint,de
Batches,Lose,de
Batchs,Chargen,de
Book resource,Ressource Buch,de
Budgeted time,Geplante Zeit,de
Business project,Geschäftliches Projekt,de
Calendar,Kalender,de
Cancel,Abbrechen,de
Canceled project status,Abgebrochener Projektstatus,de
Categories?,Kategorien?,de
Category,Kategorie,de
Category customized fields,Kategorie benutzerdefinierte Felder,de
Category json,Kategorie json,de
Characteristics,Merkmale,de
Check availability of resources,Verfügbarkeit von Ressourcen prüfen,de
Check list,Checkliste,de
Check list item,Punkt der Checkliste,de
Check list template,Vorlage Checkliste,de
Check list templates,Vorlagen für Checklisten,de
Close topic,Thema schließen,de
Closed,Geschlossen,de
Code,Code,de
Company,Unternehmen,de
Completed,Abgeschlossen,de
Completed ?,Abgeschlossen ?,de
Completed project status,Status des abgeschlossenen Projekts,de
Completed task status,Status der abgeschlossenen Aufgabe,de
Configuration,Konfiguration,de
Configurations,Konfigurationen,de
Content,Inhalt,de
Create project from this template,Projekt aus dieser Vorlage erstellen,de
Created by,Erstellt von,de
Created on,Erstellt am,de
Currency,Währung,de
Custom field,Benutzerdefiniertes Feld,de
Custom fields,Benutzerdefinierte Felder,de
Custom fields management,Verwaltung benutzerdefinierter Felder,de
Customer,Kunde,de
Customer Contact,Kundenkontakt,de
Customized,Kundenspezifisch,de
Customized fields,Benutzerdefinierte Felder,de
Daily planned charge in a month in an average per employee,Tägliches geplantes Entgelt in einem Monat im Durchschnitt pro Mitarbeiter,de
Daily planned charge in a month per employee,Tägliches Sollentgelt im Monat pro Mitarbeiter,de
Daily planned charge in a month per project,Tägliches geplantes Entgelt in einem Monat pro Projekt,de
Dashboard,Dashboard,de
Date,Datum,de
Date or frequency changed,Datum oder Häufigkeit geändert,de
Deadline,Deadline,de
Deadline Today,Abgabetermin heute,de
Deadline Tomorrow,Deadline morgen,de
Deadline Yesterday,Abgabetermin gestern,de
Decimal,Dezimal,de
Default priorities,Standard-Prioritäten,de
Default progress,Standard-Fortschritt,de
Default sites,Standard-Seiten,de
Default task status,Standard-Aufgabenstatus,de
Delay to start (Hours),Verzögerung bis zum Start (Stunden),de
Delete,Löschen,de
Description,Beschreibung,de
Details,Einzelheiten,de
Due Date,Fälligkeitsdatum,de
Duration (Hours),Dauer (Stunden),de
Duration hours,Dauer Stunden,de
Employee,Mitarbeiter,de
Empty opposite project task link type,Leere gegenüberliegende Projektaufgabenverknüpfungsart,de
Empty the opposite link type,Leeren Sie den gegenüberliegenden Link-Typ,de
Enable Gantt view,Aktivieren der Gantt-Ansicht,de
Enable Kanban view per category,Kanban-Ansicht pro Kategorie aktivieren,de
Enable Kanban view per status,Kanban-Ansicht pro Status aktivieren,de
Enable calendar view per category,Aktivieren der Kalenderansicht pro Kategorie,de
Enable calendar view per status,Aktivieren der Kalenderansicht pro Status,de
Enable calendar view per user,Aktivieren der Kalenderansicht pro Benutzer,de
Enable per project task sequence,Aktivieren Sie die Abfolge der Aufgaben pro Projekt,de
Enable site management for project,Standortmanagement für das Projekt ermöglichen,de
Enable status management by task category,Statusverwaltung nach Aufgabenkategorie aktivieren,de
