key,message,language
<br>Mapping for the query :<br>First Name -> :firstName <br>Last Name -> :lastName <br>Email -> :email <br>Phone -> :phone <br>,<br>Zuordnung für die Abfrage :<br>Vorname -> :firstName <br>Nachname -> :lastName <br>Email -> :email <br>Telefon -> :phone <br>,de
A replacement object is missing for model %s.,Es fehlt ein Ersatzobjekt für das Modell %s.,de
Access,Zugang,de
Activate,Aktivieren Sie,de
Active,Aktiv,de
Anonymization result,Ergebnis der Anonymisierung,de
App,App,de
App GDPR,App GDPR,de
App gdpr,App gdpr,de
Archive,Archiv,de
Archive data,Daten archivieren,de
Are you sure to cancel the request ?,"Sind Sie sicher, dass Sie die Anfrage stornieren wollen?",de
Are you sure to confirm the request ?,"Sind Sie sicher, dass Sie die Anfrage bestätigen können?",de
Can not find object.,Kann Objekt nicht finden.,de
Cancel,Abbrechen,de
Canceled,Abgesagt,de
Code,Code,de
Comment,Kommentar,de
Configurations,Konfigurationen,de
Configure how the app will search the datas,"Konfigurieren Sie, wie die App die Daten durchsuchen soll",de
Configure request origins,Konfigurieren Sie die Herkunft der Anfrage,de
Confirm,Bestätigen Sie,de
Confirmed,Bestätigt,de
Data file,Die Datei,de
Data processed,Verarbeitete Daten,de
Datas to exclude configuration,Daten zum Ausschluss der Konfiguration,de
Description,Beschreibung,de
Draft,Entwurf,de
Due sending date,Fälliges Versanddatum,de
Elements to be excluded from the access request,Von der Zugangsanfrage auszuschließende Elemente,de
Email,E-Mail,de
Email template for access request response,E-Mail-Vorlage für die Beantwortung von Zugangsanträgen,de
Email template for erasure request response,E-Mail-Vorlage für die Beantwortung von Löschanträgen,de
Email template to send when responding to an access request.,"E-Mail-Vorlage, die bei der Beantwortung eines Zugangsantrags zu senden ist.",de
Email template to send when responding to an erasure request.,"E-Mail-Vorlage, die bei der Beantwortung einer Löschungsanfrage zu senden ist.",de
Erasure,Löschen,de
Error occurred,Fehler aufgetreten,de
Error while sending the mail : %s,Fehler beim Senden der E-Mail: %s,de
Field %s of model %s has not been anonymized. Please check manually.,Das Feld %s des Modells %s wurde nicht anonymisiert. Bitte überprüfen Sie dies manuell.,de
Field displayed in the result of the research,Im Ergebnis der Recherche angezeigtes Feld,de
Fields,Felder,de
First name,Vornamen,de
GDPR,GDPR,de
GDPR Processing Register Log,GDPR-Verarbeitungsregister-Protokoll,de
GDPR Request,GDPR-Anfrage,de
GDPR app,GDPR-App,de
GDPR erasure log,GDPR-Löschungsprotokoll,de
GDPR erasure logs,GDPR-Löschprotokolle,de
GDPR processing register log,Protokoll des GDPR-Verarbeitungsregisters,de
GDPR processing register logs,Protokolle des GDPR-Verarbeitungsregisters,de
GDPR processing registers,GDPR-Verarbeitungsregister,de
GDPR search configuration,Konfiguration der GDPR-Suche,de
GDPR search configuration lines,Konfigurationszeilen für die GDPR-Suche,de
GDPRRequest.title,GDPRRequest.title,de
Gdpr processing register log list,Gdpr-Verarbeitungsregister Protokollliste,de
Gdpr processing register rule list,Gdpr-Verarbeitungsregister Regelliste,de
"Impossible to link with the children meta field %s, no mappedBy field found.","Verknüpfung mit dem Kinder-Metafeld %s nicht möglich, kein mappedBy-Feld gefunden.",de
