key,message,language
%s : You must configure Sales module for company %s,%s : Sie müssen das Verkaufsmodul für die Firma %s konfigurieren,de
%s has been added to your cart.,%s wurde zu Ihrem Warenkorb hinzugefügt.,de
A JavaScript boolean expression against the current form values.,Ein boolescher JavaScript-Ausdruck gegen die aktuellen Formularwerte.,de
A cancel reason must be selected,Es muss ein Stornogrund ausgewählt werden,de
ABC analysis,ABC-Analyse,de
ATI,ATI,de
AbcAnalysis.endDate,AbcAnalysis.endDate,de
AbcAnalysis.startDate,AbcAnalysis.startDate,de
Accepted Credit,Akzeptierter Kredit,de
Access to parent sale order,Zugang zur Bestellung der Eltern,de
Accounted Revenue,Verbuchte Einnahmen,de
Accounting Family sale turnover (Excl. Tax) per month,Buchhaltung Familienverkaufsumsatz (ohne Steuern) pro Monat,de
Action,Aktion,de
Actions,Aktionen,de
Activate,Aktivieren Sie,de
Activate past versions recovery,Aktivierung der Wiederherstellung früherer Versionen,de
Actual version overwritten.,Aktuelle Version überschrieben.,de
"Actual version saved, past version recovered.","Aktuelle Version gespeichert, frühere Version wiederhergestellt.",de
Add Line from Configurator,Zeile aus Konfigurator hinzufügen,de
Add Pack,Packung hinzufügen,de
Add a new sale order line,Eine neue Auftragszeile hinzufügen,de
Add a pack,Eine Packung hinzufügen,de
Add to cart,In den Warenkorb legen,de
Adv. payment amount,Vorauszahlungsbetrag,de
Advance Payment,Vorschusszahlung,de
Advance Payments,Vorschuss-Zahlungen,de
Advance payment A.T.I. total,Advance payment A.T.I. total,de
Advance payment amount needed,Erforderlicher Vorschussbetrag,de
Advance payment needed,Vorauszahlung erforderlich,de
Advance payment total,Vorauszahlung insgesamt,de
Advance payments,Vorschusszahlungen,de
All customer credit will be updated.,Alle Kundenguthaben werden aktualisiert.,de
Allocate,Zuweisen,de
Allocate all,Zuteilung aller,de
Allocated stock,Zugewiesener Bestand,de
Allow pending order modification,Änderung ausstehender Aufträge zulassen,de
Allow the duplication of sale quotation line. The line will be recomputed from its configurator if possible.,"Erlaubt die Duplizierung von Verkaufsangebotszeilen. Die Zeile wird, wenn möglich, von ihrem Konfigurator neu berechnet.",de
Allow the user to apply a global discount on a sale order. Global discount and discount per line are not cumulative.,Ermöglicht dem Benutzer die Anwendung eines globalen Rabatts auf einen Verkaufsauftrag. Globaler Rabatt und Rabatt pro Zeile sind nicht kumulierbar.,de
Allow the user to put products aside to generate an order at a later date.,"Erlauben Sie dem Benutzer, Produkte zur Seite zu legen, um zu einem späteren Zeitpunkt eine Bestellung aufzugeben.",de
Allow to edit configurator values inside the generated sale order line. Product will then be modified and line regenerated.,Ermöglicht die Bearbeitung von Konfiguratorwerten innerhalb der generierten Bestellzeile. Das Produkt wird dann geändert und die Zeile neu generiert.,de
Amount,Betrag,de
Amount A.T.I.,Amount A.T.I.,de
Amount Tax,Betrag Steuer,de
Amount Tax (via percentages),Betrag Steuer (über Prozentsätze),de
Amount invoiced W.T.,Amount invoiced W.T.,de
Amount remaining to order,Noch zu bestellender Betrag,de
Amount to be spread over the timetable,Über den Fahrplan zu verteilender Betrag,de
An attribute with the same name already exists.,Ein Attribut mit demselben Namen existiert bereits.,de
"An error occurred during the duplication of sale order line. Therefore, only a simple copy has been made, please see tracebacks for more details.",Bei der Duplizierung der Verkaufsauftragszeile ist ein Fehler aufgetreten. Daher wurde nur eine einfache Kopie erstellt. Weitere Einzelheiten finden Sie unter Rückverfolgungen.,de
"An error occurred during the generation of the product with configurator, please see tracebacks for more details.",Bei der Generierung des Produkts mit dem Konfigurator ist ein Fehler aufgetreten. Weitere Details finden Sie in den Tracebacks.,de
Analytic distribution,Analytische Verteilung,de
Analytic distribution required on sale order line,Analytische Verteilung in der Auftragszeile erforderlich,de
App,App,de
App sale,App-Verkauf,de
At least one sale order line has a stock move with availability request.,Mindestens eine Kundenauftragszeile hat eine Lagerbewegung mit Verfügbarkeitsanforderung.,de
Attributes,Attribute,de
Authorizations,Berechtigungen,de
Authorized groups,Autorisierte Gruppen,de
Authorized users,Autorisierte Benutzer,de
Availability Request,Anfrage zur Verfügbarkeit,de
Availability request,Anfrage zur Verfügbarkeit,de
Available stock,Verfügbarer Bestand,de
Average margin rate,Durchschnittliche Gewinnspanne,de
Average margin rate per customer,Durchschnittliche Gewinnspanne pro Kunde,de
Average markup,Durchschnittlicher Aufschlag,de
Average markup per customer,Durchschnittlicher Aufschlag pro Kunde,de
Average price,Durchschnittlicher Preis,de
Back to confirmed order,Zurück zur bestätigten Bestellung,de
Base W.T.,Base W.T.,de
Batchs,Chargen,de
Bi-monthly,Zweimonatlich,de
Block order creation,Erstellung von Blockaufträgen,de
Blocked,Blockiert,de
Business Project,Geschäftliches Projekt,de
Business project,Geschäftliches Projekt,de
Calculated fields on configurator,Berechnete Felder im Konfigurator,de
Can only cancel a drafted or finalized sale order.,Sie können nur einen ausgearbeiteten oder abgeschlossenen Verkaufsauftrag stornieren.,de
Can only complete a confirmed sale order.,Kann nur einen bestätigten Verkaufsauftrag abschließen.,de
Can only confirm a finalized quotation.,Kann nur ein abgeschlossenes Angebot bestätigen.,de
Can only finalize a drafted quotation.,Kann nur einen Entwurf eines Angebots fertigstellen.,de
Cancel,Abbrechen,de
Cancel Reason,Abbrechen Grund,de
Cancel Reasons,Gründe stornieren,de
Cancel reason,Grund stornieren,de
Cancel reservation,Reservierung stornieren,de
Canceled,Abgesagt,de
Cancellation,Stornierung,de
Cancellation confirmation,Bestätigung der Stornierung,de
Cart,Wagen,de
Cart line,Wagenlinie,de
Cart line list,Warenkorb-Liste,de
Cart lines,Wagenlinien,de
Carts,Karren,de
Catalog,Katalog,de
Category,Kategorie,de
Category sale turnover (Excl. Tax) per month,Kategorie Verkaufsumsatz (exkl. MwSt.) pro Monat,de
Change allocated qty,Zugewiesene Menge ändern,de
Change requested reserved qty,Änderungswunsch reservierte Menge,de
Changes were made to the configurator creator. Please activate the configurator creator to use it.,"Es wurden Änderungen am Konfigurator-Ersteller vorgenommen. Bitte aktivieren Sie den Konfigurator-Ersteller, um ihn zu verwenden.",de
Characteristics,Merkmale,de
Check Duplicate,Duplikat prüfen,de
Check the script,Prüfen Sie das Skript,de
Children sale orders,Kinder Verkaufsaufträge,de
Client box in sale order,Kundenbox im Verkaufsauftrag,de
Client is sale blocked:,Der Kunde ist für den Verkauf gesperrt:,de
Close opportunity when one of the linked sale orders is confirmed,"Opportunity schließen, wenn einer der verknüpften Verkaufsaufträge bestätigt wird",de
Code,Code,de
Coefficient on invoice line must be enabled for progress billing.,Der Koeffizient in der Rechnungszeile muss für die Abschlagsrechnung aktiviert sein.,de
Comment,Kommentar,de
Comment to display,Kommentar zur Anzeige,de
Comment to display on delivery,Kommentar zur Anzeige bei Lieferung,de
Comment to display on invoice,Kommentar zur Anzeige auf der Rechnung,de
Comment to display on picking order,Kommentar zur Anzeige auf dem Kommissionierauftrag,de
Comment to display on proforma,Kommentar zur Anzeige auf dem Proforma,de
Company,Unternehmen,de
Company bank,Unternehmen Bank,de
Company currency,Währung des Unternehmens,de
Complementary lines,Komplementäre Linien,de
Complementary product,Komplementäres Produkt,de
Complementary product list,Ergänzende Produktliste,de
Complementary product(s),Ergänzende(s) Produkt(e),de
Complementary products,Ergänzende Produkte,de
Complete manually sale order,Verkaufsauftrag manuell ausfüllen,de
Components,Komponenten,de
Compute price with sublines,Preis mit Unterzeilen berechnen,de
Conditions,Bedingungen,de
Configuration,Konfiguration,de
Configurator,Konfigurator,de
Configurator BoM,Konfigurator BoM,de
Configurator creator filters,Filter für den Konfigurator-Ersteller,de
Configurator creator name,Name des Erstellers des Konfigurators,de
Configurator creators,Ersteller des Konfigurators,de
Configurator formula list,Konfigurator-Formelliste,de
Configurator is not activated.,Der Konfigurator ist nicht aktiviert.,de
Configurator model,Konfigurator-Modell,de
Configurator version is different than its configurator creator.,Die Version des Konfigurators unterscheidet sich von seinem Ersteller.,de
"Configurator version is different than the version of its configurator creator, therefore only a simple duplicate will be created, proceed ?","Die Version des Konfigurators unterscheidet sich von der Version seines Konfigurator-Erstellers, daher wird nur ein einfaches Duplikat erstellt, weiter ?",de
ConfiguratorCreator,ConfiguratorCreator,de
ConfiguratorCreators,ConfiguratorCreators,de
Configurators,Konfiguratoren,de
Configure,Konfigurieren Sie,de
Confirm cancellation,Stornierung bestätigen,de
Confirm merge sale order,Bestätigen Sie den Merge-Verkaufsauftrag,de
Confirm order,Bestellung bestätigen,de
Confirmation,Konfirmation,de
Confirmation date,Datum der Bestätigung,de
Confirmed by,Bestätigt durch,de
Confirmer,Konfirmand,de
Consider zero cost and zero price lines in the margin,Berücksichtigung von Nullkosten- und Nullpreislinien in der Marge,de
Contact partner,Kontaktperson,de
Contacts,Kontakte,de
Content,Inhalt,de
Contract end date,Datum des Vertragsendes,de
Contract period in months,Vertragsdauer in Monaten,de
Contract start date,Datum des Vertragsbeginns,de
Copy needing update,Zu aktualisierende Kopie,de
Country,Land,de
Create Order from this Template,Auftrag aus dieser Vorlage erstellen,de
Create order with missing products,Auftrag mit fehlenden Produkten erstellen,de
Create the quotation,Erstellen Sie das Angebot,de
Create the sale order,Erstellen Sie den Verkaufsauftrag,de
Created by,Erstellt von,de
Created on,Erstellt am,de
Creation date,Datum der Erstellung,de
Creation for every sale order lines,Erstellung für jede Verkaufsauftragszeile,de
Creation for the sale order,Erstellung für den Verkaufsauftrag,de
Currency,Währung,de
Current Login user,Aktueller Login-Benutzer,de
Current User,Aktueller Benutzer,de
Currently ordered A.T.I.,Currently ordered A.T.I.,de
Currently ordered W.T.,Currently ordered W.T.,de
Custom css class to apply.,"Benutzerdefinierte Css-Klasse, die angewendet werden soll.",de
Custom field,Benutzerdefiniertes Feld,de
Custom fields,Benutzerdefinierte Felder,de
Customer,Kunde,de
Customer Catalog,Kundenkatalog,de
Customer Catalog Lines,Kundenkatalog-Zeilen,de
Customer Credit,Kundenkredit,de
Customer catalog lines,Kundenkatalogzeilen,de
Customer contact,Kontakt zum Kunden,de
Customer deliveries,Lieferungen an Kunden,de
Customer deliveries details,Details zu Kundenlieferungen,de
Customer information,Informationen für Kunden,de
Customer partner price list,Kundenpartner-Preisliste,de
Customer partner price lists,Preislisten der Kundenpartner,de
Customer reference,Kundenreferenz,de
Customers,Kunden,de
Customers / prospects,Kunden / Interessenten,de
Customised,Maßgeschneidert,de
Dashboard,Dashboard,de
Data file,Die Datei,de
Date,Datum,de
Dates,Daten,de
Day,Tag,de
Deallocate,Freigeben von,de
Deallocate all,Deallokieren Sie alle,de
Decimal,Dezimal,de
Default holdback percentage,Standard-Holdback-Prozentsatz,de
Default unit,Standard-Einheit,de
Define as template,Als Vorlage definieren,de
Delivered,Geliefert,de
Delivered quantity,Gelieferte Menge,de
Delivery,Lieferung,de
