"importId";"name";"roles.name"
679;"menu-products-dashboard-1";"Admin"
680;"stock-multi-purchase-invoicing";"Admin"
681;"stock-multi-sale-invoicing";"Admin"
682;"admin-root-batch-supplychain";"Admin"
683;"stock-mrp";"Admin"
684;"stock-mrp-calculation";"Admin"
685;"stock-mrp-forecast";"Admin"
686;"stock-mrp-configuration";"Admin"
687;"stock-mrp-configuration-mrp-line-type";"Admin"
688;"invoice-root-subscription-invoice";"Admin"
689;"top-menu-purchase-suparrivals";"Admin"
690;"top-menu-sales-custdeliveries";"Admin"
691;"supplychain-declarations-of-exchanges";"Admin"
692;"purchase-root-purchase-orders-without-stock.move";"Admin"
693;"sale-root-sale-orders-without-stock-move";"Admin"
694;"sale-configuration-timetable-template";"Admin"
695;"stock-root-availabilityreq";"Admin"
696;"stock-root-stock-details-by-product";"Admin"
697;"referential-conf-partner";"Admin"
698;"stock-root-custdeliveries-invoicing-block";"Admin"
699;"stock-root-conf-invoice-blocking-reason";"Admin"
