"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.supplychain.all";"com.axelor.apps.supplychain.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.supplychain.SupplyChainConfig.r";"com.axelor.apps.supplychain.db.SupplyChainConfig";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.MrpLineType.r";"com.axelor.apps.supplychain.db.MrpLineType";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.SupplychainBatch.r";"com.axelor.apps.supplychain.db.SupplychainBatch";"x";;;;;"self.company in (?)";"__user__.companySet";"role.supplychain.r"
"perm.supplychain.Timetable.r";"com.axelor.apps.supplychain.db.Timetable";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.MrpForecast.r";"com.axelor.apps.supplychain.db.MrpForecast";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.Mrp.r";"com.axelor.apps.supplychain.db.Mrp";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.MrpFamily.r";"com.axelor.apps.supplychain.db.MrpFamily";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.MrpLine.r";"com.axelor.apps.supplychain.db.MrpLine";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.MrpLineOrigin.r";"com.axelor.apps.supplychain.db.MrpLineOrigin";"x";;;;;;;"role.supplychain.r"
"perm.supplychain.SupplyChainConfig.rwc";"com.axelor.apps.supplychain.db.SupplyChainConfig";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.MrpLineType.rwc";"com.axelor.apps.supplychain.db.MrpLineType";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.SupplychainBatch.rwc";"com.axelor.apps.supplychain.db.SupplychainBatch";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.supplychain.rwc"
"perm.supplychain.Timetable.rwc";"com.axelor.apps.supplychain.db.Timetable";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.MrpForecast.rwc";"com.axelor.apps.supplychain.db.MrpForecast";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.Mrp.rwc";"com.axelor.apps.supplychain.db.Mrp";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.MrpFamily.rwc";"com.axelor.apps.supplychain.db.MrpFamily";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.MrpLine.rwc";"com.axelor.apps.supplychain.db.MrpLine";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.MrpLineOrigin.rwc";"com.axelor.apps.supplychain.db.MrpLineOrigin";"x";"x";"x";;;;;"role.supplychain.rwc"
"perm.supplychain.SupplyChainConfig.rwcde";"com.axelor.apps.supplychain.db.SupplyChainConfig";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.MrpLineType.rwcde";"com.axelor.apps.supplychain.db.MrpLineType";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.SupplychainBatch.rwcde";"com.axelor.apps.supplychain.db.SupplychainBatch";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.supplychain.rwcde"
"perm.supplychain.Timetable.rwcde";"com.axelor.apps.supplychain.db.Timetable";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.MrpForecast.rwcde";"com.axelor.apps.supplychain.db.MrpForecast";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.Mrp.rwcde";"com.axelor.apps.supplychain.db.Mrp";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.MrpFamily.rwcde";"com.axelor.apps.supplychain.db.MrpFamily";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.MrpLine.rwcde";"com.axelor.apps.supplychain.db.MrpLine";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
"perm.supplychain.MrpLineOrigin.rwcde";"com.axelor.apps.supplychain.db.MrpLineOrigin";"x";"x";"x";"x";"x";;;"role.supplychain.rwcde"
