"key","message","comment","context"
"0 %",,,
"10 %",,,
"100 %",,,
"20 %",,,
"30 %",,,
"40 %",,,
"50 %",,,
"60 %",,,
"70 %",,,
"80 %",,,
"90 %",,,
"All SLA","Alle SLA",,
"All ticket types","Alle soorten tickets",,
"All tickets","Alle tickets",,
"App helpdesk","App helpdesk",,
"Apply on","Solliciteer op",,
"Assign to me","Aan mij toewijzen",,
"Assigned to","Toegewezen aan",,
"Cancel","Annuleren",,
"Characteristics","Kenmerken",,
"Close","Sluiten",,
"Closed","Gesloten",,
"Code","Code",,
"Configuration","Configuratie",,
"Current tickets","Huidige tickets",,
"Customer","Klant",,
"Customer contact","Klant contact",,
"Dates","Data",,
"Deadline","Uiterste datum",,
"Description","Beschrijving",,
"Duration","Duur",,
"End date","Einddatum",,
"Follow-up","Follow-up",,
"From Date","Vanaf datum",,
"Helpdesk","Helpdesk",,
"High","Hoog",,
"In progress","In uitvoering",,
"Late tickets","Late tickets",,
"Low","Laag",,
"Mail subject","Onderwerp van de post",,
"Manage Timer","Beheer timer",,
"Minimum priority","Minimale prioriteit",,
"My team tickets","Mijn team tickets",,
"My tickets","Mijn tickets",,
"Name","Naam",,
"New","Nieuw",,
"Normal","Normaal",,
"Not assigned tickets","Niet toegewezen tickets",,
"Number of tickets per SLA & per team","Aantal tickets per SLA & per team",,
"Number of tickets per SLA & per user","Aantal tickets per SLA & per gebruiker",,
"Overview","Overzicht",,
"Percentage","Percentage",,
"Percentage of repartition tickets per state","Percentage repartitiekaartjes per staat",,
"Percentage of tickets per SLA & per team","Percentage tickets per SLA & per team",,
"Percentage of tickets per SLA & per user","Percentage tickets per SLA & per gebruiker",,
"Please select tickets","Selecteer tickets",,
"Priority","Prioriteit",,
"Progress","Vooruitgang",,
"Progress (%)","Vooruitgang (%)",,
"Project","Project",,
"Projects","Projecten",,
"Reach in","Bereik in",,
"Reach stage","Bereik stadium",,
"Real total duration (Hours)","Reële totale duur (uren)",,
"Reportings","Meldingen",,
"Resolve","Oplossen",,
"Resolved","Opgelost",,
"SLA","SLA",,
"SLA Details","SLA Details",,
"SLA Policy","SLA-beleid",,
"SLA completed","SLA voltooid",,
"SLA dashboard","SLA dashboard",,
"SLA policies","SLA-beleid",,
"SLA policy name","SLA-beleidsnaam",,
"Start","Begin",,
"Start date","Startdatum",,
"Status","Status",,
"Stop","Stoppen",,
"Subject","Onderwerp",,
"Take charge","Neem de leiding",,
"Target","Doel",,
"Team","Team",,
"Ticket","Ticket",,
"Ticket Closed","Ticket gesloten",,
"Ticket Details","Kaartdetails",,
"Ticket In Progress","Ticket in uitvoering",,
"Ticket In Resolved","Ticket In Opgelost",,
"Ticket Number","Kaartnummer",,
"Ticket N°","Kaartnummer",,
"Ticket Type","Type ticket",,
"Ticket created","Ticket aangemaakt",,
"Ticket dashboard","Ticket dashboard",,
"Ticket type","Type ticket",,
"Ticket types","Soorten tickets",,
"Tickets","Tickets",,
"Tickets by ticket type","Tickets per type ticket",,
"Timer","Timer",,
"Timer list","Timer lijst",,
"Timer state","Timer staat",,
"To Date","Tot op heden",,
"Total duration (Hours)","Totale duur (uren)",,
"Total tickets","Totaal aantal tickets",,
"Urgent","Dringend",,
"User","Gebruiker",,
"User in charge of the issue","Verantwoordelijke gebruiker van de uitgifte",,
"Working Days","Werkdagen",,
"days","dagen",,
"hours","uren",,
"info","info",,
"success","succes",,
"value:Helpdesk","waarde: Helpdesk",,
