key,message,language
"#,###.00","#,###.00",de
${fullName} variants,${fullName} Varianten,de
%D : Day,%D : Tag,de
"%FM : Full Month (01, 02, 03, ...)","%FM : Voller Monat (01, 02, 03, ...)",de
"%M : Month (1, 2, 3, ...)","%M : Monat (1, 2, 3, ...)",de
%WY : Week number,%WY : Wochennummer,de
%YY : Year (17),%YY : Jahr (17),de
%YYYY : Full Year (2017),%YYYY : Gesamtes Jahr (2017),de
%d anomalies.,%d Anomalien.,de
%d anomaly.,%d Anomalie.,de
"%d record processed successfully,","%d Datensatz erfolgreich verarbeitet,",de
"%d records processed successfully,","%d Datensätze erfolgreich verarbeitet,",de
%s : Path to Birt template is incorrect,%s : Pfad zur Birt-Vorlage ist falsch,de
"%s : Please, configure a currency for the company %s",%s : Bitte konfigurieren Sie eine Währung für die Firma %s,de
%s SIRET Number required. Please configure SIRET Number for partner %s,%s SIRET-Nummer erforderlich. Bitte konfigurieren Sie die SIRET-Nummer für den Partner %s,de
%s address processed,%s-Adresse verarbeitet,de
%s addresses processed,%s Adressen verarbeitet,de
%s cell is not valid.,%s Zelle ist nicht gültig.,de
%s configuration file is not exist.,Die Konfigurationsdatei %s ist nicht vorhanden.,de
%s file not found in %s.,%s-Datei nicht in %s gefunden.,de
%s files imported,%s Dateien importiert,de
%s module does not exist.,Das Modul %s existiert nicht.,de
%s row must not be empty.,Die Zeile %s darf nicht leer sein.,de
%s translation(s) successfully added.,%s Übersetzung(en) erfolgreich hinzugefügt.,de
%s user processed,%s Benutzer bearbeitet,de
%s users processed,%s verarbeitete Benutzer,de
%s was not found in the standard application.,%s wurde in der Standardanwendung nicht gefunden.,de
'%s' field for '%s' is invalid.,"Das Feld ""%s"" für ""%s"" ist ungültig.",de
'OneToMany' and 'ManyToMany' fields doesn't allowed,Die Felder 'OneToMany' und 'ManyToMany' sind nicht zulässig,de
'OneToMany' field doesn't allowed,Das Feld 'OneToMany' ist nicht erlaubt,de
(AUX),(AUX),de
(L'),(L'),de
(LA),(LA),de
(LE),(LE),de
(LES),(LES),de
(LOS),(LOS),de
* %s anomaly(ies),* %s Anomalie(n),de
- Not null :,- Nicht Null :,de
- Succeeded :,- Erfolglos:,de
. Using those keys will result in a Invalid private key error,". Die Verwendung dieser Schlüssel führt zu einem Fehler ""Ungültiger privater Schlüssel",de
00,00,de
01,01,de
02,02,de
03,03,de
04,04,de
05,05,de
06,06,de
07,07,de
08,08,de
09,09,de
1,1,de
1 Month,1 Monat,de
1 Year,1 Jahr,de
10,10,de
11,11,de
12,12,de
13,13,de
14,14,de
15,15,de
16,16,de
17,17,de
18,18,de
19,19,de
1st Period From,1. Periode Von,de
2,2,de
2 Months,2 Monate,de
20,20,de
21,21,de
22,22,de
23,23,de
24,24,de
25,25,de
26,26,de
27,27,de
28,28,de
2nd Period From,2. Periode Von,de
3,3,de
3 Months,3 Monate,de
4,4,de
5,5,de
6,6,de
6 Months,6 Monate,de
7,7,de
8,8,de
9,9,de
<,<,de
"<><Badge bg=""warning"">Alias are mandatory inside the jpql queries</Badge></>","<><Badge bg=""warning"">Alias sind in den jpql-Abfragen obligatorisch</Badge></>",de
"<><Badge bg=""warning"">Invalid IBAN</Badge></>","<><Badge bg=""warning"">Ungültige IBAN</Badge></>",de
"<><Badge bg=""warning"">Please add an invoice address and a delivery address by default.</Badge></>","<><Badge bg=""warning"">Bitte fügen Sie standardmäßig eine Rechnungsadresse und eine Lieferadresse hinzu.</Badge></>",de
"<><Badge bg=""warning"">There is already a contact with this name.</Badge></>","<><Badge bg=""warning"">Es gibt bereits einen Kontakt mit diesem Namen.</Badge></>",de
"<><Badge bg=""warning"">There is already a partner with this name.</Badge></>","<><Badge bg=""warning"">Es gibt bereits einen Partner mit diesem Namen.</Badge></>",de
<B>%s</B> not found,<B>%s</B> nicht gefunden,de
<a class='fa fa-facebook' href='http://www.facebook.com' target='_blank' />,<a class='fa fa-facebook' href='http://www.facebook.com' target='_blank' />,de
