key,message,language
${label} move lines,${label} Zeilen verschieben,de
%,%,de
% to match any character (one or more),% für die Übereinstimmung mit einem beliebigen Zeichen (ein oder mehrere),de
"%d account treated successfully,","%d Konto erfolgreich behandelt,",de
%d accounting move(s) successfully generated.,%d Buchungszug (-züge) erfolgreich erstellt.,de
"%d accounts treated successfully,","%d Konten erfolgreich behandelt,",de
%d anomalies.,%d Anomalien.,de
%d anomaly.,%d Anomalie.,de
%d email(s) sent.,%d E-Mail(s) gesendet.,de
"%d invoice treated successfully,","%d Rechnung erfolgreich behandelt,",de
"%d invoices treated successfully,","%d Rechnungen erfolgreich bearbeitet,",de
"%d moves couldn't be deleted or archived, please check the logs.","%d Züge konnten nicht gelöscht oder archiviert werden, bitte prüfen Sie die Protokolle.",de
"%d reimbursement created successfully,","%d Erstattung erfolgreich erstellt,",de
"%d reimbursements created successfully,","%d Erstattungen erfolgreich erstellt,",de
%s - Invoice date can't be in the future.,%s - Das Rechnungsdatum kann nicht in der Zukunft liegen.,de
%s : A customer account is missing for the company %s,%s : Es fehlt ein Kundenkonto für die Firma %s,de
%s : A header record is missing in the file %s,%s : Ein Header-Datensatz fehlt in der Datei %s,de
%s : A record is missing in the file %s,%s : Ein Datensatz fehlt in der Datei %s,de
%s : A supplier account is missing for the company %s,%s : Es fehlt ein Lieferantenkonto für die Firma %s,de
"%s : Anomaly detected (the record doesn't have %s characters : %s) for the record %s, company %s","%s : Anomalie entdeckt (der Datensatz enthält keine %s Zeichen : %s) für den Datensatz %s, Unternehmen %s",de
%s : Anomaly detected (value isn't numeric : %s) for sender,%s : Anomalie entdeckt (Wert ist nicht numerisch: %s) für Absender,de
%s : Anomaly detected (value isn't numeric : %s) for the receiver,%s : Anomalie entdeckt (Wert ist nicht numerisch: %s) für den Empfänger,de
%s : Anomaly detected (value isn't numeric : %s) for the total,%s : Anomalie entdeckt (Wert ist nicht numerisch: %s) für die Summe,de
%s : Bank statement line %s amount can't be null,%s : Der Betrag der Kontoauszugszeile %s kann nicht Null sein,de
"%s : Caution, payment entry nb %s, total line's amount imputed is higher than customer's amount paid.","%s : Achtung, Zahlungseingang nb %s, der berechnete Gesamtbetrag der Zeile ist höher als der vom Kunden bezahlte Betrag.",de
%s : Computed balance and Ending Balance must be equal,%s : Berechneter Saldo und Endsaldo müssen gleich sein,de
%s : Currency missing,%s : Währung fehlt,de
%s : Error : You must configure a bank details for the company %s and a payment mode %s,%s : Fehler : Sie müssen eine Bankverbindung für die Firma %s und einen Zahlungsmodus %s konfigurieren,de
%s : Error : You must configure a company for the batch configurator %s,%s : Fehler : Sie müssen eine Firma für den Batch-Konfigurator %s konfigurieren,de
%s : Error : You must configure a credit note interface sequence for the company %s,%s : Fehler : Sie müssen eine Gutschriftsschnittstellenfolge für die Firma %s konfigurieren,de
%s : Error : You must configure a custom account reporting sequence for the company %s,%s : Fehler : Sie müssen eine benutzerdefinierte Kontoberichtssequenz für die Firma %s konfigurieren,de
%s : Error : You must configure a direct debit date for the %s batch configuration,%s : Fehler : Sie müssen ein Lastschriftdatum für die Batch-Konfiguration %s konfigurieren,de
%s : Error : You must configure a due date for the batch configurator %s,%s : Fehler : Sie müssen ein Fälligkeitsdatum für den Batch-Konfigurator %s konfigurieren,de
%s : Error : You must configure a journal for the company %s and a payment mode %s,%s : Fehler : Sie müssen ein Journal für die Firma %s und einen Zahlungsmodus %s konfigurieren,de
%s : Error : You must configure a purchase interface sequence for the company %s,%s : Fehler : Sie müssen eine Kaufinterface-Sequenz für die Firma %s konfigurieren,de
%s : Error : You must configure a reconciliation sequence for the company %s,%s : Fehler : Sie müssen eine Abstimmungsreihenfolge für die Firma %s konfigurieren,de
%s : Error : You must configure a reported balance journal in the account configuration for the batch configurator %s,%s : Fehler : Sie müssen in der Kontokonfiguration für den Batch-Konfigurator %s ein Journal mit ausgewiesenem Saldo konfigurieren,de
%s : Error : You must configure a result loss account and a year opening account in the account configuration,%s : Fehler : Sie müssen in der Kontokonfiguration ein Ergebnisverlustkonto und ein Jahresanfangskonto konfigurieren,de
%s : Error : You must configure a result profit account and a year opening account in the account configuration,%s : Fehler : Sie müssen in der Kontenkonfiguration ein Ergebnisgewinnkonto und ein Jahresanfangskonto konfigurieren,de
%s : Error : You must configure a sale interface sequence for the company %s,%s : Fehler : Sie müssen eine Verkaufsschnittstellenfolge für die Firma %s konfigurieren,de
%s : Error : You must configure a sequence for the company %s and a payment mode %s,%s : Fehler : Sie müssen eine Sequenz für die Firma %s und einen Zahlungsmodus %s konfigurieren,de
%s : Error : You must configure a treasury interface sequence for the company %s,%s : Fehler : Sie müssen eine Treasury-Schnittstellensequenz für die Gesellschaft %s konfigurieren,de
%s : Error : You must configure a weight table in general configuration,%s : Fehler : Sie müssen eine Gewichtstabelle in der allgemeinen Konfiguration konfigurieren,de
%s : Error : You must configure a year for the batch configurator %s,%s : Fehler : Sie müssen ein Jahr für den Batch-Konfigurator %s konfigurieren,de
%s : Error : You must configure accounts for the batch configurator %s,%s : Fehler : Sie müssen Konten für den Batch-Konfigurator %s konfigurieren,de
%s : Error : You must configure an account export sequence for the company %s,%s : Fehler : Sie müssen eine Kontoexportfolge für die Firma %s konfigurieren,de
%s : Error : You must configure an account reporting sequence for the company %s,%s : Fehler : Sie müssen eine Kontoberichtsreihenfolge für die Firma %s konfigurieren,de
%s : Error : You must configure an analytic report sequence for the company %s,%s : Fehler : Sie müssen eine analytische Berichtsfolge für das Unternehmen %s konfigurieren,de
%s : Error : You must configure an export type for the batch configurator %s,%s : Fehler : Sie müssen einen Exporttyp für den Batch-Konfigurator %s konfigurieren,de
"%s : Error : You must, at first, create timetable lines for the timetable %s",%s : Fehler : Sie müssen zunächst Fahrplanlinien für den Fahrplan %s erstellen,de
%s : Error generated on invoice creation shift to irrecoverable %s,%s : Bei der Rechnungserstellung erzeugter Fehler Verschiebung auf nicht behebbare %s,de
%s : Invoice's type is not filled %s,%s : Der Rechnungstyp ist nicht ausgefüllt %s,de
%s : Invoicing address missing,%s : Rechnungsadresse fehlt,de
"%s : Letter template missing for debt recovery matrix %s (Partner %s, Level %s).","%s : Briefvorlage für Inkassomatrix %s fehlt (Partner %s, Level %s).",de
%s : MoveLine amount is not equals with bank statement line %s,%s : MoveLine Betrag stimmt nicht mit Kontoauszugszeile %s überein,de
%s : No debt recovery method has been found for the company %s and the category %s %s (Partner %s),%s : Für das Unternehmen %s und die Kategorie %s %s (Partner %s) wurde keine Beitreibungsmethode gefunden.,de
%s : No payment mode found for the code %s and the company %s,%s : Kein Zahlungsmodus für den Code %s und die Firma %s gefunden,de
%s : No timetable nor invoice found for the direct debit number : %s,%s : Kein Fahrplan und keine Rechnung für die Abbuchungsnummer gefunden: %s,de
%s : One or several detail records are missing in the file %s,%s : Ein oder mehrere Detailsätze fehlen in der Datei %s,de
%s : Payment condition missing,%s : Zahlungsbedingung fehlt,de
%s : Payment mode missing,%s : Zahlungsmodus fehlt,de
%s : Payment mode must be filled either in the partner or in the company configuration.,%s : Der Zahlungsmodus muss entweder im Partner oder in der Firmenkonfiguration angegeben werden.,de
"%s : Payment voucher n° %s, the paid amount should be positive","%s : Zahlungsbeleg Nr. %s, der gezahlte Betrag sollte positiv sein",de
