key,message,language
% Gap,% Lücke,de
%d MO created.,%d MO erstellt.,de
%s building,%s Gebäude,de
%s consume,%s verbrauchen,de
%s missing,%s fehlt,de
* %s Computed work in progress valuation,* %s Berechnete Bewertung der unfertigen Erzeugnisse,de
* %s Filled SOP lines,* %s Gefüllte SOP-Zeilen,de
105,105,de
5,5,de
<b>Missing components</b> :<br/>%s,<b>Fehlende Komponenten</b> :<br/>%s,de
A cancel reason must be selected,Es muss ein Stornogrund ausgewählt werden,de
"A list of sale order lines that will be processed. The lines that can be selected are the ones conforming to the following conditions :\nProduct is storable\nProduct is managed in stock\nProduct is not excluded from mrp\nSale order/quotation has the same stockLocation or a subLocation\nIf MPS, product must be a finished product\nDelivered quantity of the line must be lower than total quantity\nThe line must conform to one or several of the mrp move types","Eine Liste von Verkaufsauftragszeilen, die verarbeitet werden. Die Zeilen, die ausgewählt werden können, entsprechen den folgenden Bedingungen:\nProdukt ist lagerfähig\nProdukt wird auf Lager verwaltet\nProdukt ist nicht von mrp ausgeschlossen\nVerkaufsauftrag/Angebot hat die gleiche stockLocation oder eine subLocation\nWenn MPS, Produkt muss ein Fertigprodukt sein\nLiefermenge der Zeile muss niedriger als die Gesamtmenge sein\nDie Zeile muss einer oder mehreren der mrp-Bewegungsarten entsprechen",de
Action,Aktion,de
Actions,Aktionen,de
Add Manuf. Order,Manufaktur hinzufügen. Bestellung,de
Add a new sale order line,Eine neue Auftragszeile hinzufügen,de
All Child MO,Alle Kinder MO,de
All Current Manufacturing Orders,Alle laufenden Fertigungsaufträge,de
All Upcoming Manufacturing Orders,Alle anstehenden Fertigungsaufträge,de
All products has been consumed,Alle Produkte wurden verbraucht,de
Allocate,Zuweisen,de
Allocate all,Zuteilung aller,de
Allow to personalize bill of material,Erlaubt die Personalisierung von Stücklisten,de
Allow to personalize production process,Ermöglicht die Personalisierung des Produktionsprozesses,de
Alternative Bill of materials,Alternative Stückliste,de
Anomalies,Anomalien,de
App,App,de
App Supplychain,App Supplychain,de
App manufacturing,App-Herstellung,de
App production,App-Produktion,de
Applicable,Anwendbar,de
Approval,Zulassung,de
Are you sure you want to merge those manufacturing orders?,"Sind Sie sicher, dass Sie diese Produktionsaufträge zusammenführen wollen?",de
Are you sure you want to run the calculation ? Calculation can take a long time.,"Sind Sie sicher, dass Sie die Berechnung durchführen wollen? Die Berechnung kann sehr lange dauern.",de
As soon as possible,So bald wie möglich,de
At the latest,Spätestens am,de
Auto request qty for manuf orders,Automatische Mengenanforderung für Herstelleraufträge,de
Automatic email was not sent because no default email account and/or no valid email account was found : please create one.,"Die automatische E-Mail wurde nicht versendet, weil kein Standard-E-Mail-Konto und/oder kein gültiges E-Mail-Konto gefunden wurde: Bitte erstellen Sie eines.",de
Automatically plan after fusion,Automatisch planen nach der Verschmelzung,de
Automatically plan the manuf. orders generated from sale order,Automatische Planung der aus dem Verkaufsauftrag generierten Fertigungsaufträge,de
Available stock,Verfügbarer Bestand,de
Average Price,Durchschnittlicher Preis,de
BOM,STÜCKLISTE,de
BOM currently has no status,BOM hat derzeit keinen Status,de
BOM is already on draft status,Stückliste ist bereits im Entwurfsstatus,de
BOM.billOfMaterialList,BOM.billOfMaterialList,de
BOM.company,BOM.company,de
BOM.defineSubBillOfMaterial,BOM.defineSubBillOfMaterial,de
BOM.hasNoManageStock,BOM.hasNoManageStock,de
BOM.priority,BOM.priority,de
BOM.qty,BOM.qty,de
BOM.residualProducts,BOM.residualProducts,de
BOM.title,BOM.title,de
BOM.unit,BOM.unit,de
BOM.versionNumber,BOM.versionNumber,de
Back to draft,Zurück zum Entwurf,de
Barcode,Barcode,de
