key,message,language
50 Latest Supplier Orders,50 Letzte Lieferantenbestellungen,de
A message template is needed to send a mail,Zum Versenden einer E-Mail wird eine Nachrichtenvorlage benötigt,de
A tax line is missing,Es fehlt eine Steuerzeile,de
ABC analysis,ABC-Analyse,de
ATI,ATI,de
AbcAnalysis.endDate,AbcAnalysis.endDate,de
AbcAnalysis.startDate,AbcAnalysis.startDate,de
Accept,Akzeptieren,de
Accepted,Angenommen,de
Actions,Aktionen,de
Advance payment A.T.I. total,Advance payment A.T.I. total,de
Advance payment total,Vorauszahlung insgesamt,de
Amount,Betrag,de
Amount A.T.I.,Amount A.T.I.,de
Amount Tax,Betrag Steuer,de
Amount Tax (via percentages),Betrag Steuer (über Prozentsätze),de
Amount invoiced W.T.,Amount invoiced W.T.,de
Amount to be spread over the timetable,Über den Fahrplan zu verteilender Betrag,de
Analytic distribution,Analytische Verteilung,de
Analytic distribution required on purchase order line,Analytische Verteilung in der Bestellzeile erforderlich,de
App,App,de
App purchase,App-Kauf,de
Attachment,Anlage,de
Back to validated order,Zurück zur validierten Bestellung,de
Base W.T.,Base W.T.,de
Business Project,Geschäftliches Projekt,de
Business project,Geschäftliches Projekt,de
Buyer,Käufer,de
Calculated price/Qty,Berechneter Preis/Qualität,de
Call for tender,Aufruf zur Einreichung von Angeboten,de
Call for tender mail template,Ausschreibung Mail Vorlage,de
Call for tenders,Aufruf zur Einreichung von Angeboten,de
Call tender,Ausschreibung aufrufen,de
Call tender need,Ausschreibungsbedarf,de
Call tender supplier,Ausschreibungsanbieter anrufen,de
Can not cancel already canceled purchase request.,Eine bereits stornierte Kaufanfrage kann nicht storniert werden.,de
Can only accept requested purchase request.,Kann nur angeforderte Kaufanträge annehmen.,de
"Can only cancel drafted, requested or validated purchase order.","Kann nur gezeichnete, angeforderte oder bestätigte Bestellungen stornieren.",de
Can only finish validated purchase order.,Kann nur bestätigte Bestellungen abschließen.,de
Can only purchase accepted purchase request.,Es können nur akzeptierte Kaufanträge erworben werden.,de
Can only refuse requested purchase request.,Kann nur beantragte Kaufanträge ablehnen.,de
Can only request drafted purchase order.,Kann nur einen Bestellungsentwurf anfordern.,de
Can only request drafted purchase request.,Kann nur den Entwurf einer Kaufanfrage anfordern.,de
Can only return to draft from canceled purchase request.,Kann nur von einer stornierten Kaufanfrage zum Entwurf zurückkehren.,de
Can only return to draft from cancelled purchase order.,Kann nur auf den Entwurf einer stornierten Bestellung zurückgehen.,de
Can only validate requested purchase order.,Kann nur die angeforderte Bestellung validieren.,de
Cancel,Abbrechen,de
Cancel receipt,Beleg stornieren,de
Canceled,Abgesagt,de
Characteristics,Merkmale,de
ChartPO.saleOrder,ChartPO.saleOrder,de
Closed Purchase orders,Abgeschlossene Bestellungen,de
Code,Code,de
Comment,Kommentar,de
Company,Unternehmen,de
Company bank,Unternehmen Bank,de
Company currency,Währung des Unternehmens,de
Configuration,Konfiguration,de
Confirm,Bestätigen Sie,de
Confirm merge purchase order,Merge-Bestellung bestätigen,de
Confirmation,Konfirmation,de
Contact,Kontakt,de
Contact partner,Kontaktperson,de
Contacts,Kontakte,de
Content,Inhalt,de
Currency,Währung,de
