key,message,language
"%d bank statement couldn't be deleted, please check the logs.","%d Kontoauszug konnte nicht gelöscht werden, bitte prüfen Sie die Protokolle.",de
%d errors occurred. Please check tracebacks for details.,%d Fehler sind aufgetreten. Bitte prüfen Sie Tracebacks für Details.,de
%d line successfully rejected,%d Zeile erfolgreich abgelehnt,de
%d lines successfully rejected,%d Zeilen erfolgreich abgelehnt,de
%s : Bank statement line %s amount can't be null,%s : Der Betrag der Kontoauszugszeile %s kann nicht Null sein,de
%s : Computed balance and Ending Balance must be equal,%s : Berechneter Saldo und Endsaldo müssen gleich sein,de
%s : MoveLine amount is not equals with bank statement line %s,%s : MoveLine Betrag stimmt nicht mit Kontoauszugszeile %s überein,de
%s : Please configure an ICS number for the company %s.,%s : Bitte konfigurieren Sie eine ICS-Nummer für die Firma %s.,de
"%s : Please, configure a default signer for the company %s",%s : Bitte konfigurieren Sie einen Standard-Unterzeichner für die Firma %s,de
"%s : Please, configure a sequence for the Bill of exchange and the company %s",%s : Bitte konfigurieren Sie eine Sequenz für den Wechsel und die Firma %s,de
"%s : Please, configure a sequence for the International Credit Transfers and the company %s",%s : Bitte konfigurieren Sie eine Reihenfolge für die internationalen Überweisungen und das Unternehmen %s,de
"%s : Please, configure a sequence for the International Direct Debits and the company %s",%s : Bitte konfigurieren Sie eine Reihenfolge für die internationalen Lastschriften und das Unternehmen %s,de
"%s : Please, configure a sequence for the International Treasury Transfers and the company %s",%s : Bitte konfigurieren Sie eine Sequenz für die internationalen Finanztransfers und das Unternehmen %s,de
"%s : Please, configure a sequence for the National Treasury Transfers and the company %s",%s : Bitte konfigurieren Sie eine Sequenz für die National Treasury Transfers und das Unternehmen %s,de
"%s : Please, configure a sequence for the Other Bank Orders and the company %s",%s : Bitte konfigurieren Sie eine Reihenfolge für die Other Bank Orders und die Firma %s,de
"%s : Please, configure a sequence for the SEPA Credit Transfers and the company %s",%s : Bitte konfigurieren Sie eine Reihenfolge für die SEPA-Überweisungen und die Firma %s,de
"%s : Please, configure a sequence for the SEPA Direct Debits and the company %s",%s : Bitte konfigurieren Sie eine Reihenfolge für die SEPA-Lastschriften und die Firma %s,de
"%s : Please, configure an account for the bank order for the external bank to bank transfer for the company %s",%s : Bitte konfigurieren Sie ein Konto für den Bankauftrag für die externe Bank zur Überweisung für die Firma %s,de
"%s : Please, configure an account for the bank order for the internal bank to bank transfer for the company %s",%s : Bitte konfigurieren Sie ein Konto für den Bankauftrag für die interne Banküberweisung für die Firma %s,de
%s : You must configure bank payment's information for the company %s,%s : Sie müssen die Bankzahlungsinformationen für die Firma %s konfigurieren,de
10 - Bank details IBAN,10 - Bankverbindung IBAN,de
10 - Sender bank details type,10 - Art der Bankverbindung des Absenders,de
10 - Sequence,10 - Sequenz,de
11 - Bank details code,11 - Code der Bankverbindung,de
11 - Sender bank details IBAN,11 - Bankverbindung des Absenders IBAN,de
12 - Bank order currency,12 - Bankauftragswährung,de
13 - Total,13 - Gesamt,de
14 - Sender bank details type,14 - Art der Bankverbindung des Absenders,de
15 - Sender bank details IBAN,15 - Bankverbindung des Absenders IBAN,de
16 - Bank order currency,16 - Bankauftragswährung,de
16 - Economic reason code,16 - Code für wirtschaftlichen Grund,de
17-3 - File format qualifying date,17-3 - Dateiformat Qualifizierungsdatum,de
18 - Order debit type index,18 - Index der Belastungsart bestellen,de
18 - Payment mode select,18 - Auswahl des Zahlungsmodus,de
19 - Fees imputation mode,19 - Anrechnungsmodus für die Gebühren,de
19 - Order index type,19 - Indexart bestellen,de
20 - Bank order date,20 - Datum des Bankauftrags,de
21 - Currency,21 - Währung,de
24-1 - Qualifying of date,24-1 - Qualifizierung des Datums,de
24-2 - Date,24-2 - Datum,de
25 - Currency,25 - Währung,de
4 - Bank details type,4 - Art der Bankverbindung,de
4 - Bank name,4 - Name der Bank,de
4 - Generation date,4 - Datum der Erzeugung,de
4-1 - Payment Reason 1,4-1 - Zahlungsgrund 1,de
4-2 - Payment Reason 2,4-2 - Zahlungsgrund 2,de
4-3 - Payment Reason 3,4-3 - Zahlungsgrund 3,de
4-4 - Payment Reason 4,4-4 - Zahlungsgrund 4,de
5 - Bank address,5 - Anschrift der Bank,de
5 - Bank details IBAN,5 - Bankverbindung IBAN,de
5 - Sender company,5 - Absenderunternehmen,de
6 - Bank code,6 - Bankleitzahl,de
6 - Bank details owner name,6 - Bankverbindung Name des Eigentümers,de
6 - Registration code,6 - Registrierungscode,de
6 - Sender address,6 - Absenderadresse,de
7 - Country code,7 - Ländercode,de
7 - Registration code,7 - Registrierungscode,de
7 - Sequence,7 - Sequenz,de
8 - Sequence,8 - Sequenz,de
9 - Bank details type,9 - Art der Bankverbindung,de
9 - Country code,9 - Ländercode,de
9-1 - Special instructions 1,9-1 - Besondere Anweisungen 1,de
9-2 - Special instructions 2,9-2 - Besondere Hinweise 2,de
9-3 - Special instructions 3,9-3 - Besondere Hinweise 3,de
A - Register code,A - Code registrieren,de
A bank order %s already exist for the invoice %s.,Es existiert bereits ein Bankauftrag %s für die Rechnung %s.,de
Acceptance code per recipient line,Akzeptanzcode pro Empfängerzeile,de
