"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.studio.all";"com.axelor.studio.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.studio.DashletBuilder.r";"com.axelor.studio.db.DashletBuilder";"x";;;;;;;"role.studio.r"
"perm.studio.AppBuilder.r";"com.axelor.studio.db.AppBuilder";"x";;;;;;;"role.studio.r"
"perm.studio.Wkf.r";"com.axelor.studio.db.Wkf";"x";;;;;;;"role.studio.r"
"perm.studio.WkfTrackingTime.r";"com.axelor.studio.db.WkfTrackingTime";"x";;;;;;;"role.studio.r"
"perm.studio.DashboardBuilder.r";"com.axelor.studio.db.DashboardBuilder";"x";;;;;;;"role.studio.r"
"perm.studio.ActionBuilderLine.r";"com.axelor.studio.db.ActionBuilderLine";"x";;;;;;;"role.studio.r"
"perm.studio.WkfTransition.r";"com.axelor.studio.db.WkfTransition";"x";;;;;;;"role.studio.r"
"perm.studio.WkfNode.r";"com.axelor.studio.db.WkfNode";"x";;;;;;;"role.studio.r"
"perm.studio.JsonCreator.r";"com.axelor.studio.db.JsonCreator";"x";;;;;;;"role.studio.r"
"perm.studio.WkfTrackingTotal.r";"com.axelor.studio.db.WkfTrackingTotal";"x";;;;;;;"role.studio.r"
"perm.studio.ChartBuilder.r";"com.axelor.studio.db.ChartBuilder";"x";;;;;;;"role.studio.r"
"perm.studio.WkfTracking.r";"com.axelor.studio.db.WkfTracking";"x";;;;;;;"role.studio.r"
"perm.studio.WkfTrackingLine.r";"com.axelor.studio.db.WkfTrackingLine";"x";;;;;;;"role.studio.r"
"perm.studio.ActionBuilderView.r";"com.axelor.studio.db.ActionBuilderView";"x";;;;;;;"role.studio.r"
"perm.studio.ActionBuilder.r";"com.axelor.studio.db.ActionBuilder";"x";;;;;;;"role.studio.r"
"perm.studio.MenuBuilder.r";"com.axelor.studio.db.MenuBuilder";"x";;;;;;;"role.studio.r"
"perm.studio.Filter.r";"com.axelor.studio.db.Filter";"x";;;;;;;"role.studio.r"
"perm.studio.DashletBuilder.rwc";"com.axelor.studio.db.DashletBuilder";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.AppBuilder.rwc";"com.axelor.studio.db.AppBuilder";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.Wkf.rwc";"com.axelor.studio.db.Wkf";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.WkfTrackingTime.rwc";"com.axelor.studio.db.WkfTrackingTime";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.DashboardBuilder.rwc";"com.axelor.studio.db.DashboardBuilder";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.ActionBuilderLine.rwc";"com.axelor.studio.db.ActionBuilderLine";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.WkfTransition.rwc";"com.axelor.studio.db.WkfTransition";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.WkfNode.rwc";"com.axelor.studio.db.WkfNode";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.JsonCreator.rwc";"com.axelor.studio.db.JsonCreator";"x";"x";"x";;;;;"role.studio.rwc"
"perm.studio.WkfTrackingTotal.rwc";"com.axelor.studio.db.WkfTrackingTotal";"x";"x";"x";;;;;"role.studio.rwc"
