"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.account.AccountConfig.r";"com.axelor.apps.account.db.AccountConfig";"x";;;;;;;"Assistant comptable"
"perm.account.AccountManagement.r";"com.axelor.apps.account.db.AccountManagement";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.PaymentMode.r";"com.axelor.apps.account.db.PaymentMode";"x";;;;;;;"Assistant comptable"
"perm.account.JournalType.r";"com.axelor.apps.account.db.JournalType";"x";;;;;;;"Assistant comptable"
"perm.account.MoveTemplateType.r";"com.axelor.apps.account.db.MoveTemplateType";"x";;;;;;;"Assistant comptable"
"perm.account.AnalyticJournal.r";"com.axelor.apps.account.db.AnalyticJournal";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.PaymentVoucher.r";"com.axelor.apps.account.db.PaymentVoucher";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.Reimbursement.r";"com.axelor.apps.account.db.Reimbursement";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.Irrecoverable.r";"com.axelor.apps.account.db.Irrecoverable";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.DebtRecoveryConfigLine.r";"com.axelor.apps.account.db.DebtRecoveryConfigLine";"x";;;;;;;"Assistant comptable"
"perm.account.AnalyticJournalType.r";"com.axelor.apps.account.db.AnalyticJournalType";"x";;;;;;;"Assistant comptable"
"perm.account.InterbankCodeLine.r";"com.axelor.apps.account.db.InterbankCodeLine";"x";;;;;;;"Assistant comptable"
"perm.account.NotificationItem.r";"com.axelor.apps.account.db.NotificationItem";"x";;;;;;;"Assistant comptable"
"perm.account.AnalyticAccount.r";"com.axelor.apps.account.db.AnalyticAccount";"x";;;;;;;"Assistant comptable"
"perm.account.PayVoucherDueElement.r";"com.axelor.apps.account.db.PayVoucherDueElement";"x";;;;;;;"Assistant comptable"
"perm.account.FiscalPosition.r";"com.axelor.apps.account.db.FiscalPosition";"x";;;;;;;"Assistant comptable"
"perm.account.ManagementObject.r";"com.axelor.apps.account.db.ManagementObject";"x";;;;;;;"Assistant comptable"
"perm.account.Account.r";"com.axelor.apps.account.db.Account";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.PaymentCondition.r";"com.axelor.apps.account.db.PaymentCondition";"x";;;;;;;"Assistant comptable"
"perm.account.PaymentScheduleLine.r";"com.axelor.apps.account.db.PaymentScheduleLine";"x";;;;;;;"Assistant comptable"
"perm.account.MoveTemplateLine.r";"com.axelor.apps.account.db.MoveTemplateLine";"x";;;;;;;"Assistant comptable"
"perm.account.DepositSlip.r";"com.axelor.apps.account.db.DepositSlip";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Assistant comptable"
"perm.account.PayVoucherElementToPay.r";"com.axelor.apps.account.db.PayVoucherElementToPay";"x";;;;;;;"Assistant comptable"
"perm.account.Tax.r";"com.axelor.apps.account.db.Tax";"x";;;;;;;"Assistant comptable"
"perm.account.ReportedBalanceLine.r";"com.axelor.apps.account.db.ReportedBalanceLine";"x";;;;;;;"Assistant comptable"
"perm.account.TaxLine.r";"com.axelor.apps.account.db.TaxLine";"x";;;;;;;"Assistant comptable"
"perm.account.IrrecoverableReportLine.r";"com.axelor.apps.account.db.IrrecoverableReportLine";"x";;;;;;;"Assistant comptable"
"perm.account.AnalyticDistributionLine.r";"com.axelor.apps.account.db.AnalyticDistributionLine";"x";;;;;;;"Assistant comptable"
