"key","message","comment","context"
"Action",,,
"Activate recurrence planning","Actionner la planification de la récurrence",,
"Address",,,
"Advanced monitoring","Suivi avancé",,
"Advanced monitoring address","Adresse de suivi avancé",,
"Advanced startup monitoring range","Gamme de suivi avancé de départ",,
"After sale service sale order follow up","Suivi devis SAV",,
"Afternoon",,,
"All articles must belong to the same partner","Tous les articles doivent appartenir au même tiers",,
"All required questions of the survey must be answered to finish the intervention.","Toutes les questions obligatoires du questionnaire doivent être répondues pour terminer l'intervention.",,
"Already in requested status.","Déjà dans le statut demandé.",,
"Answer","Réponse",,
"Answer type","Type de réponse",,
"Answer types","Types de réponse",,
"Answer value","Valeur de réponse",,
"Answer values","Valeurs de réponse",,
"Answered","Répondu",,
"App",,,
"App Intervention",,,
"App intervention",,,
"Are you sure you want to remove selected lines?","Êtes-vous sûr de vouloir retirer les lignes sélectionnées ?",,
"Are you sure you want to remove selected questions?","Etes-vous sur de vouloir retirer les questions sélectionnées?",,
"Article",,,
"Assets management","Parc client",,
"Assigned to",,,
"Attached file","Fichier attaché",,
"Auto generate customer request","Générer la demande client automatiquement",,
"Batches",,,
"By equipment","Par équipement",,
"By equipment family","Par famille d'équipement",,
"Cancel",,,
"Cancelled",,,
"Cannot go to requested status from current status.","Impossible d'accéder au statut demandé à partir du statut actuel.",,
"Change equipment","Changer l'équipement",,
"Checkbox","Case à cocher",,
"Checkbox name","Nom de la case à cocher",,
"Code",,,
"Comments",,,
"Commercial",,,
"Commercial follow-up","Suivi commercial",,
"Commissioning date","Date de mise en service",,
"Companies",,,
"Company",,,
"Conditional","Conditionnel",,
"Conditional answer values","Valeurs de réponse conditionnelle",,
"Conditional intervention question","Question d'intervention conditionnelle",,
"Conditional range question","Question de gamme conditionnelle",,
"Configuration",,,
"Confirm",,,
"Confirm planification","Confirmer la planification",,
"Contact",,,
"Contact details",,,
"Contract",,,
"Contract template",,,
"Contracts",,,
"Contractual","Contractuel",,
"Could not find equipment with id %s.","Impossible de trouver l'équipement avec l'id %s.",,
"Could not find picture with id %s.","Impossible de trouver la photo avec l'id %s.",,
"Create an intervention","Créer une intervention",,
"Create new equipment","Créer un nouvel équipement",,
"Create new equipment model","Créer un nouveau modèle d'équipement",,
"Create range question","Créer une question de gamme",,
"Created by",,,
"Created on",,,
"Customer request","Demande client",,
"Customer request can't be generated as some required fields are missing.","La demande client ne peut pas être générée car certains champs requis ne sont pas remplis.",,
"Customer requests","Demandes client",,
"Customer warranty on part end date","Date de fin de garantie pièce client",,
"Customer.Equipments","Parc client",,
"Date",,,
"Default intervention category","Catégorie d'intervention par défaut",,
"Default intervention category from contract batch","Catégorie d'intervention par défaut pour les interventions issues de contrats",,
"Default intervention description","Description d'intervention par défaut",,
"Default previsional duration","Durée prévisionnelle par défaut",,
"Default request source","Source de la demande par défaut",,
"Default request source from contract batch","Source de la demande par défaut pour les interventions issues de contrats",,
"Default request subject","Objet de la demande par défaut",,
"Default request subject from contract batch","Objet de la demande par défaut pour les interventions issues de contrats",,
"Default text value","Valeur texte par défaut",,
"Default type for interventions from contracts","Type par défaut pour les interventions issues de contrats",,
"Delay to send the quotation (h)","Délai pour envoi du devis (h)",,
"Delete",,,
"Delete btn",,,
"Delete range questions","Supprimer des questions de gamme",,
"Delivered partner","Tiers livré",,
"Description",,,
"Designation",,,
"Desired unit","Unité souhaitée",,
"Display all linked interventions by the contract","Affiche toutes les interventions liées par le contrat",,
"Draft",,,
"Duration","Durée",,
"Duration in","Durée en",,
"Durations","Durées",,
"Email sent","Email envoyé",,
"End date",,,
"Equipment","Équipement",,
"Equipment / Contract","Équipement / Contrat",,
"Equipment families","Familles d'équipement",,
"Equipment family","Famille d'équipement",,
"Equipment filters","Filtres des équipements",,
"Equipment informations","Information de l'équipement",,
"Equipment line Product label","Produit de la ligne d'équipement",,
"Equipment line filters",,,
"Equipment lines","Lignes d'équipement",,
"Equipment model","Modèle d'équipement",,
"Equipment models","Modèles d'équipement",,
"Equipment ranges","Gammes d'équipement",,
"Equipment successfully added.","Équipement ajouté avec succès.",,
"Equipment successfully removed.","Équipement retiré avec succès.",,
"Equipments","Équipements",,
"Equipments lines","Lignes d'équipements",,
"Equipments tree","Arborescence d'équipements",,
"Error happened during process execution","Une erreur s'est produite durant l'exécution du processus",,
"Error opening zip file %s: %s","Erreur lors de l'ouverture du fichier zip %s : %s",,
"Estimated date","Date estimée",,
"Estimated end date time","Date et heure de fin estimée",,
"Estimated month","Mois estimé",,
"Exclusive intervention","Intervention exclusive",,
"Fail","Echec",,
"Faulty equipments number","Nombre d'équipement en erreur",,
"File",,,
"Filters",,,
"Finish",,,
"Finish manually","Terminer manuellement",,
"Finished","Terminé",,
"Finished interventions","Interventions terminées",,
"Following","Suivi",,
"Following : No","Suivi : non",,
"Following : Yes","Suivi : oui",,
"Following questions","Questions avec suivi",,
"Footer ranges","Gammes de pied",,
"GIT","GTI",,
"GIT / GRT","GTI / GTR",,
"GIT status","Statut GTI",,
"GRT","GTR",,
"GRT status","Statut GTR",,
"Generate equipments","Générer les équipements",,
"Generate intervention for active contracts","Générer les interventions pour les contrats actifs",,
"Generate interventions","Générer les interventions",,
"Generate sale order","Générer le devis",,
"Guaranteed intervention time (h)","Garantie de temps d'intervention (h)",,
"Guaranteed recovery time (h)","Garantie de temps de rétablissement (h)",,
"Header ranges","Gammes d'entête",,
"Hidden",,,
"Home","Domicile",,
"Hour","Heure",,
"Important",,,
"Impossible to remove equipment model that has children's equipment models","Impossible de supprimer les modèles d'équipement qui comportent des modèles d'équipement enfants",,
"Impossible to remove equipment that has children's equipment","Impossible de supprimer les équipements qui comportent des équipements enfants",,
"In progress","En cours",,
"In progress interventions","Interventions en cours",,
"In service","En service",,
"Indication","Indication",,
"Indication text","Texte d'indication",,
"Indicator","Indicateur",,
"Information",,,
"Intervention","Intervention",,
"Intervention address","Adresse d'intervention",,
"Intervention batch","Batch intervention",,
"Intervention batches","Batchs intervention",,
"Intervention categories","Catégories d'intervention",,
"Intervention category","Catégorie d'intervention",,
"Intervention config","Config. Intervention",,
"Intervention config (${ name })","Config. Intervention (${ name })",,
"Intervention configuration","Configuration Intervention",,
"Intervention configurations","Configurations Intervention",,
"Intervention note","Note d'intervention",,
"Intervention note type","Type de note d'intervention",,
"Intervention note types","Types de note d'interventions",,
"Intervention notes","Notes d'intervention",,
"Intervention question","Question d'intervention",,
"Intervention question state","État de la question d'intervention",,
"Intervention questions","Questions d'intervention",,
"Intervention range","Gamme d'intervention",,
"Intervention ranges","Gammes d'intervention",,
"Intervention status successfully updated.","Mise à jour réussie du statut de l'intervention.",,
"Intervention type","Type d'intervention",,
"Intervention types","Types d'intervention",,
"Intervention.endDateTime","Date et heure de fin",,
"Intervention.lastStartDateTime","Date de dernier démarrage",,
"Intervention.startDateTime","Date et heure de démarrage",,
"Interventions",,,
"Interventions will be generated if the date of the next visit is less than this delay.","Les interventions seront générées si la date de prochaine visite est inférieure à ce délai.",,
"Invalid data","Données invalides",,
"Invoiced partner",,,
"Is answered ?","Répondu ?",,
"Is conditional ?","Conditionnel ?",,
"Is default ?","Par défaut ?",,
"Is private ?","Privé ?",,
"Is required ?","Requis ?",,
"Is survey generation running","La génération du questionnaire tourne-t-elle ?",,
"Justification",,,
"Last maintenance visit date done","Date de la dernière visite de maintenance effectué",,
"Link","Lien",,
"Linked intervention","Intervention liée",,
"Linked intervention types","Types d’intervention liés",,
"Linked interventions","Interventions liées",,
"Linked ranges","Gammes liées",,
"Linked sale order","Devis lié",,
"Max GIT date time","Date et heure GTI max",,
"Max GRT date time","Date et heure GTR max",,
"Measure","Mesure",,
"Message template",,,
"Month",,,
"Morning",,,
"Name",,,
"New btn",,,
"Next annual visit date","Date de la prochaine visite annuelle",,
"Next intervention","Intervention suivante",,
"Next visit delay (in months)","Délai prochaine visite (en mois)",,
"No","Non",,
"No date time in request body.","Aucune date/heure dans la requête.",,
"No planned duration in request body.","Aucune durée planifiée dans la requête",,
"No planned technician user id in request body.","Aucun id utilisateur technicien planifié dans la requête.",,
"No preference","Indifférent",,
"No valid zip file found.","Aucun fichier zip valide n'a été trouvé.",,
"Non conforming questions","Questions avec non conformités",,
"Non respected","Non respecté",,
"Non-conforming","Non conformité",,
"Non-conforming :","Non conformité :",,
"Normal",,,
"Not answered","Non répondu",,
"Nothing has been generated.","Rien n'a été généré.",,
