"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.production.ProductionConfig.r";"com.axelor.apps.production.db.ProductionConfig";"x";;;;;;;"Production Read"
"perm.production.BillOfMaterial.r";"com.axelor.apps.production.db.BillOfMaterial";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.ManufOrder.r";"com.axelor.apps.production.db.ManufOrder";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.CostSheetLine.r";"com.axelor.apps.production.db.CostSheetLine";"x";;;;;;;"Production Read"
"perm.production.CostSheet.r";"com.axelor.apps.production.db.CostSheet";"x";;;;;;;"Production Read"
"perm.production.OperationOrder.r";"com.axelor.apps.production.db.OperationOrder";"x";;;;;;;"Production Read"
"perm.production.ConfiguratorProdProcessLine.r";"com.axelor.apps.production.db.ConfiguratorProdProcessLine";"x";;;;;;;"Production Read"
"perm.production.ConfiguratorProdProcess.r";"com.axelor.apps.production.db.ConfiguratorProdProcess";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.TempBomTree.r";"com.axelor.apps.production.db.TempBomTree";"x";;;;;;;"Production Read"
"perm.production.ProdResidualProduct.r";"com.axelor.apps.production.db.ProdResidualProduct";"x";;;;;;;"Production Read"
"perm.production.ProdProcessLine.r";"com.axelor.apps.production.db.ProdProcessLine";"x";;;;;;;"Production Read"
"perm.production.Machine.r";"com.axelor.apps.production.db.Machine";"x";;;;;;;"Production Read"
"perm.production.ProdProduct.r";"com.axelor.apps.production.db.ProdProduct";"x";;;;;;;"Production Read"
"perm.production.ProductionOrder.r";"com.axelor.apps.production.db.ProductionOrder";"x";;;;;;;"Production Read"
"perm.production.WorkCenter.r";"com.axelor.apps.production.db.WorkCenter";"x";;;;;;;"Production Read"
"perm.production.OperationOrderDuration.r";"com.axelor.apps.production.db.OperationOrderDuration";"x";;;;;;;"Production Read"
"perm.production.CostSheetGroup.r";"com.axelor.apps.production.db.CostSheetGroup";"x";;;;;;;"Production Read"
"perm.production.ObjectDescription.r";"com.axelor.apps.production.db.ObjectDescription";"x";;;;;;;"Production Read"
"perm.production.ProdProcess.r";"com.axelor.apps.production.db.ProdProcess";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.ConfiguratorBOM.r";"com.axelor.apps.production.db.ConfiguratorBOM";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Read"
"perm.production.MachineType.r";"com.axelor.apps.production.db.MachineType";"x";;;;;;;"Production Read"
"perm.production.MachineTool.r";"com.axelor.apps.production.db.MachineTool";"x";;;;;;;"Production Read"
"perm.production.MpsCharge.r";"com.axelor.apps.production.db.MpsCharge";"x";;;;;;;"Production Read"
"perm.production.MpsWeeklySchedule.r";"com.axelor.apps.production.db.MpsWeeklySchedule";"x";;;;;;;"Production Read"
"perm.production.ProductApproval.r";"com.axelor.apps.production.db.ProductApproval";"x";;;;;;;"Production Read"
"perm.production.ProductionBatch.r";"com.axelor.apps.production.db.ProductionBatch";"x";;;;;;;"Production Read"
"perm.production.RawMaterialRequirement.r";"com.axelor.apps.production.db.RawMaterialRequirement";"x";;;;;;;"Production Read"
"perm.production.Sop.r";"com.axelor.apps.production.db.Sop";"x";;;;;;;"Production Read"
"perm.production.SopLine.r";"com.axelor.apps.production.db.SopLine";"x";;;;;;;"Production Read"
"perm.production.UnitCostCalcLine.r";"com.axelor.apps.production.db.UnitCostCalcLine";"x";;;;;;;"Production Read"
"perm.production.UnitCostCalculation.r";"com.axelor.apps.production.db.UnitCostCalculation";"x";;;;;;;"Production Read"
"perm.production.WorkCenterGroup.r";"com.axelor.apps.production.db.WorkCenterGroup";"x";;;;;;;"Production Read"
"perm.production.WorkshopSequenceConfigLine.r";"com.axelor.apps.production.db.WorkshopSequenceConfigLine";"x";;;;;;;"Production Read"
"perm.production.ConfiguratorProdProduct.r";"com.axelor.apps.production.db.ConfiguratorProdProduct";"x";;;;;;;"Production Read"
"perm.production.ProductionConfig.rwc";"com.axelor.apps.production.db.ProductionConfig";"x";"x";"x";;;;;"Production User"
"perm.production.BillOfMaterial.rwc";"com.axelor.apps.production.db.BillOfMaterial";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.ManufOrder.rwc";"com.axelor.apps.production.db.ManufOrder";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.CostSheetLine.rwc";"com.axelor.apps.production.db.CostSheetLine";"x";"x";"x";;;;;"Production User"
"perm.production.CostSheet.rwc";"com.axelor.apps.production.db.CostSheet";"x";"x";"x";;;;;"Production User"
"perm.production.OperationOrder.rwc";"com.axelor.apps.production.db.OperationOrder";"x";"x";"x";;;;;"Production User"
"perm.production.ConfiguratorProdProcessLine.rwc";"com.axelor.apps.production.db.ConfiguratorProdProcessLine";"x";"x";"x";;;;;"Production User"
"perm.production.ConfiguratorProdProcess.rwc";"com.axelor.apps.production.db.ConfiguratorProdProcess";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.TempBomTree.rwc";"com.axelor.apps.production.db.TempBomTree";"x";"x";"x";;;;;"Production User"
"perm.production.ProdResidualProduct.rwc";"com.axelor.apps.production.db.ProdResidualProduct";"x";"x";"x";;;;;"Production User"
"perm.production.ProdProcessLine.rwc";"com.axelor.apps.production.db.ProdProcessLine";"x";"x";"x";;;;;"Production User"
