"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.cash.management.Forecast.r";"com.axelor.apps.cash.management.db.Forecast";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management Read"
"perm.cash.management.ForecastReason.r";"com.axelor.apps.cash.management.db.ForecastReason";"x";;;;;;;"Cash Management Read"
"perm.cash.management.ForecastRecap.r";"com.axelor.apps.cash.management.db.ForecastRecap";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management Read"
"perm.cash.management.ForecastRecapLine.r";"com.axelor.apps.cash.management.db.ForecastRecapLine";"x";;;;;;;"Cash Management Read"
"perm.cash.management.ForecastGenerator.r";"com.axelor.apps.cash.management.db.ForecastGenerator";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management Read"
"perm.cash.management.Forecast.rwc";"com.axelor.apps.cash.management.db.Forecast";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management User"
"perm.cash.management.ForecastReason.rwc";"com.axelor.apps.cash.management.db.ForecastReason";"x";"x";"x";;;;;"Cash Management User"
"perm.cash.management.ForecastRecap.rwc";"com.axelor.apps.cash.management.db.ForecastRecap";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management User"
"perm.cash.management.ForecastRecapLine.rwc";"com.axelor.apps.cash.management.db.ForecastRecapLine";"x";"x";"x";;;;;"Cash Management User"
"perm.cash.management.ForecastGenerator.rwc";"com.axelor.apps.cash.management.db.ForecastGenerator";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management User"
"perm.cash.management.Forecast.rwcde";"com.axelor.apps.cash.management.db.Forecast";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management Manager"
"perm.cash.management.ForecastReason.rwcde";"com.axelor.apps.cash.management.db.ForecastReason";"x";"x";"x";"x";"x";;;"Cash Management Manager"
"perm.cash.management.ForecastRecap.rwcde";"com.axelor.apps.cash.management.db.ForecastRecap";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management Manager"
"perm.cash.management.ForecastRecapLine.rwcde";"com.axelor.apps.cash.management.db.ForecastRecapLine";"x";"x";"x";"x";"x";;;"Cash Management Manager"
"perm.cash.management.ForecastGenerator.rwcde";"com.axelor.apps.cash.management.db.ForecastGenerator";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Cash Management Manager"
