"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.bankpayment.all";"com.axelor.apps.bankpayment.db.*";"x";"x";"x";"x";"x";;;"role.admin"
"perm.bankpayment.BankOrder.r";"com.axelor.apps.bankpayment.db.BankOrder";"x";;;;;"self.senderCompany in (?)";"__user__.companySet";"role.bankpayment.r"
"perm.bankpayment.BankOrderFileFormat.r";"com.axelor.apps.bankpayment.db.BankOrderFileFormat";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankPaymentBatch.r";"com.axelor.apps.bankpayment.db.BankPaymentBatch";"x";;;;;"self.company in (?)";"__user__.companySet";"role.bankpayment.r"
"perm.bankpayment.BankPaymentConfig.r";"com.axelor.apps.bankpayment.db.BankPaymentConfig";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankStatement.r";"com.axelor.apps.bankpayment.db.BankStatement";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankOrderEconomicReason.r";"com.axelor.apps.bankpayment.db.BankOrderEconomicReason";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsPartnerService.r";"com.axelor.apps.bankpayment.db.EbicsPartnerService";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsBank.r";"com.axelor.apps.bankpayment.db.EbicsBank";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankStatementFileFormat.r";"com.axelor.apps.bankpayment.db.BankStatementFileFormat";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsTransferState.r";"com.axelor.apps.bankpayment.db.EbicsTransferState";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsUser.r";"com.axelor.apps.bankpayment.db.EbicsUser";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsRequestLog.r";"com.axelor.apps.bankpayment.db.EbicsRequestLog";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsPartner.r";"com.axelor.apps.bankpayment.db.EbicsPartner";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankStatementLine.r";"com.axelor.apps.bankpayment.db.BankStatementLine";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankStatementLineAFB120.r";"com.axelor.apps.bankpayment.db.BankStatementLineAFB120";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.EbicsCertificate.r";"com.axelor.apps.bankpayment.db.EbicsCertificate";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankReconciliation.r";"com.axelor.apps.bankpayment.db.BankReconciliation";"x";;;;;"self.company in (?)";"__user__.companySet";"role.bankpayment.r"
"perm.bankpayment.BankOrderLine.r";"com.axelor.apps.bankpayment.db.BankOrderLine";"x";;;;;"self.receiverCompany in (?)";"__user__.companySet";"role.bankpayment.r"
"perm.bankpayment.BankReconciliationLine.r";"com.axelor.apps.bankpayment.db.BankReconciliationLine";"x";;;;;;;"role.bankpayment.r"
"perm.bankpayment.BankOrder.rwc";"com.axelor.apps.bankpayment.db.BankOrder";"x";"x";"x";;;"self.senderCompany in (?)";"__user__.companySet";"role.bankpayment.rwc"
"perm.bankpayment.BankOrderFileFormat.rwc";"com.axelor.apps.bankpayment.db.BankOrderFileFormat";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankPaymentBatch.rwc";"com.axelor.apps.bankpayment.db.BankPaymentBatch";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.bankpayment.rwc"
"perm.bankpayment.BankPaymentConfig.rwc";"com.axelor.apps.bankpayment.db.BankPaymentConfig";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankStatement.rwc";"com.axelor.apps.bankpayment.db.BankStatement";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankOrderEconomicReason.rwc";"com.axelor.apps.bankpayment.db.BankOrderEconomicReason";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsPartnerService.rwc";"com.axelor.apps.bankpayment.db.EbicsPartnerService";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsBank.rwc";"com.axelor.apps.bankpayment.db.EbicsBank";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankStatementFileFormat.rwc";"com.axelor.apps.bankpayment.db.BankStatementFileFormat";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsTransferState.rwc";"com.axelor.apps.bankpayment.db.EbicsTransferState";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsUser.rwc";"com.axelor.apps.bankpayment.db.EbicsUser";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsRequestLog.rwc";"com.axelor.apps.bankpayment.db.EbicsRequestLog";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsPartner.rwc";"com.axelor.apps.bankpayment.db.EbicsPartner";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankStatementLine.rwc";"com.axelor.apps.bankpayment.db.BankStatementLine";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankStatementLineAFB120.rwc";"com.axelor.apps.bankpayment.db.BankStatementLineAFB120";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.EbicsCertificate.rwc";"com.axelor.apps.bankpayment.db.EbicsCertificate";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankReconciliation.rwc";"com.axelor.apps.bankpayment.db.BankReconciliation";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.bankpayment.rwc"
"perm.bankpayment.BankOrderLine.rwc";"com.axelor.apps.bankpayment.db.BankOrderLine";"x";"x";"x";;;"self.receiverCompany in (?)";"__user__.companySet";"role.bankpayment.rwc"
"perm.bankpayment.BankReconciliationLine.rwc";"com.axelor.apps.bankpayment.db.BankReconciliationLine";"x";"x";"x";;;;;"role.bankpayment.rwc"
"perm.bankpayment.BankOrder.rwcde";"com.axelor.apps.bankpayment.db.BankOrder";"x";"x";"x";"x";"x";"self.senderCompany in (?)";"__user__.companySet";"role.bankpayment.rwcde"
"perm.bankpayment.BankOrderFileFormat.rwcde";"com.axelor.apps.bankpayment.db.BankOrderFileFormat";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankPaymentBatch.rwcde";"com.axelor.apps.bankpayment.db.BankPaymentBatch";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.bankpayment.rwcde"
"perm.bankpayment.BankPaymentConfig.rwcde";"com.axelor.apps.bankpayment.db.BankPaymentConfig";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankStatement.rwcde";"com.axelor.apps.bankpayment.db.BankStatement";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankOrderEconomicReason.rwcde";"com.axelor.apps.bankpayment.db.BankOrderEconomicReason";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsPartnerService.rwcde";"com.axelor.apps.bankpayment.db.EbicsPartnerService";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsBank.rwcde";"com.axelor.apps.bankpayment.db.EbicsBank";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankStatementFileFormat.rwcde";"com.axelor.apps.bankpayment.db.BankStatementFileFormat";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsTransferState.rwcde";"com.axelor.apps.bankpayment.db.EbicsTransferState";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsUser.rwcde";"com.axelor.apps.bankpayment.db.EbicsUser";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsRequestLog.rwcde";"com.axelor.apps.bankpayment.db.EbicsRequestLog";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsPartner.rwcde";"com.axelor.apps.bankpayment.db.EbicsPartner";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankStatementLine.rwcde";"com.axelor.apps.bankpayment.db.BankStatementLine";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankStatementLineAFB120.rwcde";"com.axelor.apps.bankpayment.db.BankStatementLineAFB120";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.EbicsCertificate.rwcde";"com.axelor.apps.bankpayment.db.EbicsCertificate";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
"perm.bankpayment.BankReconciliation.rwcde";"com.axelor.apps.bankpayment.db.BankReconciliation";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.bankpayment.rwcde"
"perm.bankpayment.BankOrderLine.rwcde";"com.axelor.apps.bankpayment.db.BankOrderLine";"x";"x";"x";"x";"x";"self.receiverCompany in (?)";"__user__.companySet";"role.bankpayment.rwcde"
"perm.bankpayment.BankReconciliationLine.rwcde";"com.axelor.apps.bankpayment.db.BankReconciliationLine";"x";"x";"x";"x";"x";;;"role.bankpayment.rwcde"
