"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.crm.EventAttendee.r";"com.axelor.apps.crm.db.EventAttendee";"x";;;;;;;"CRM Read"
"perm.crm.Event.r";"com.axelor.apps.crm.db.Event";"x";;;;;;;"CRM Read"
"perm.crm.Lead.r";"com.axelor.apps.crm.db.Lead";"x";;;;;;;"CRM Read"
"perm.crm.EventCategory.r";"com.axelor.apps.crm.db.EventCategory";"x";;;;;;;"CRM Read"
"perm.crm.Participant.r";"com.axelor.apps.crm.db.Participant";"x";;;;;;;"CRM Read"
"perm.crm.CrmConfig.r";"com.axelor.apps.crm.db.CrmConfig";"x";;;;;;;"CRM Read"
"perm.crm.RecurrenceConfiguration.r";"com.axelor.apps.crm.db.RecurrenceConfiguration";"x";;;;;;;"CRM Read"
"perm.crm.MeetingType.r";"com.axelor.apps.crm.db.MeetingType";"x";;;;;;;"CRM Read"
"perm.crm.CrmBatch.r";"com.axelor.apps.crm.db.CrmBatch";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"CRM Read"
"perm.crm.EventReminder.r";"com.axelor.apps.crm.db.EventReminder";"x";;;;;;;"CRM Read"
"perm.crm.Opportunity.r";"com.axelor.apps.crm.db.Opportunity";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"CRM Read"
"perm.crm.OpportunityType.r";"com.axelor.apps.crm.db.OpportunityType";"x";;;;;;;"CRM Read"
"perm.crm.Target.r";"com.axelor.apps.crm.db.Target";"x";;;;;;;"CRM Read"
"perm.crm.LostReason.r";"com.axelor.apps.crm.db.LostReason";"x";;;;;;;"CRM Read"
"perm.crm.TargetConfiguration.r";"com.axelor.apps.crm.db.TargetConfiguration";"x";;;;;;;"CRM Read"
"perm.crm.EventAttendee.rwc";"com.axelor.apps.crm.db.EventAttendee";"x";"x";"x";;;;;"CRM User"
"perm.crm.Event.rwc";"com.axelor.apps.crm.db.Event";"x";"x";"x";;;;;"CRM User"
"perm.crm.Lead.rwc";"com.axelor.apps.crm.db.Lead";"x";"x";"x";;;;;"CRM User"
"perm.crm.EventCategory.rwc";"com.axelor.apps.crm.db.EventCategory";"x";"x";"x";;;;;"CRM User"
"perm.crm.Participant.rwc";"com.axelor.apps.crm.db.Participant";"x";"x";"x";;;;;"CRM User"
"perm.crm.CrmConfig.rwc";"com.axelor.apps.crm.db.CrmConfig";"x";"x";"x";;;;;"CRM User"
"perm.crm.RecurrenceConfiguration.rwc";"com.axelor.apps.crm.db.RecurrenceConfiguration";"x";"x";"x";;;;;"CRM User"
"perm.crm.MeetingType.rwc";"com.axelor.apps.crm.db.MeetingType";"x";"x";"x";;;;;"CRM User"
"perm.crm.CrmBatch.rwc";"com.axelor.apps.crm.db.CrmBatch";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"CRM User"
"perm.crm.EventReminder.rwc";"com.axelor.apps.crm.db.EventReminder";"x";"x";"x";;;;;"CRM User"
"perm.crm.Opportunity.rwc";"com.axelor.apps.crm.db.Opportunity";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"CRM User"
"perm.crm.OpportunityType.rwc";"com.axelor.apps.crm.db.OpportunityType";"x";"x";"x";;;;;"CRM User"
"perm.crm.Target.rwc";"com.axelor.apps.crm.db.Target";"x";"x";"x";;;;;"CRM User"
"perm.crm.LostReason.rwc";"com.axelor.apps.crm.db.LostReason";"x";"x";"x";;;;;"CRM User"
"perm.crm.TargetConfiguration.rwc";"com.axelor.apps.crm.db.TargetConfiguration";"x";"x";"x";;;;;"CRM User"
"perm.crm.EventAttendee.rwcde";"com.axelor.apps.crm.db.EventAttendee";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.Event.rwcde";"com.axelor.apps.crm.db.Event";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.Lead.rwcde";"com.axelor.apps.crm.db.Lead";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.EventCategory.rwcde";"com.axelor.apps.crm.db.EventCategory";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.Participant.rwcde";"com.axelor.apps.crm.db.Participant";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.CrmConfig.rwcde";"com.axelor.apps.crm.db.CrmConfig";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.RecurrenceConfiguration.rwcde";"com.axelor.apps.crm.db.RecurrenceConfiguration";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.MeetingType.rwcde";"com.axelor.apps.crm.db.MeetingType";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.CrmBatch.rwcde";"com.axelor.apps.crm.db.CrmBatch";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"CRM Manager"
"perm.crm.EventReminder.rwcde";"com.axelor.apps.crm.db.EventReminder";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.Opportunity.rwcde";"com.axelor.apps.crm.db.Opportunity";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"CRM Manager"
"perm.crm.OpportunityType.rwcde";"com.axelor.apps.crm.db.OpportunityType";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.Target.rwcde";"com.axelor.apps.crm.db.Target";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.LostReason.rwcde";"com.axelor.apps.crm.db.LostReason";"x";"x";"x";"x";"x";;;"CRM Manager"
"perm.crm.TargetConfiguration.rwcde";"com.axelor.apps.crm.db.TargetConfiguration";"x";"x";"x";"x";"x";;;"CRM Manager"
