"key","message","comment","context"
"App",,,
"App Mobile","App Mobile",,
"App mobile",,,
"CRM","CRM",,
"Contacts","Contactos",,
"Customers","Clientes",,
"Expense","Gastos",,
"Expenses","Gastos",,
"Inventories statuses to be taken into account",,,
"Leads","Guías",,
"Leave","Salir",,
"Leaves","Hojas",,
"Mobile app permissions","Permisos de aplicaciones móviles",,
"Mobile apps","Aplicaciones móviles",,
"Offline record limit","Límite de registro sin conexión",,
"Production",,,
"Products","Productos",,
"Projects","Proyectos",,
"Quality","Calidad",,
"Sale","Rebaja",,
"Sales","Ventas",,
"Statuses to take into account",,,
"Stock",,,
"Task","Tarea",,
"Timesheet","Parte de horas",,
"Timesheets","Hojas de horas",,
