"key","message","comment","context"
"App",,,
"App Mobile","App Mobile",,
"App mobile",,,
"CRM","CRM",,
"Contacts","Контакты",,
"Customers","Клиенты",,
"Expense","Расходы",,
"Expenses","Расходы",,
"Inventories statuses to be taken into account",,,
"Leads","Зацепки",,
"Leave","Оставь",,
"Leaves","Листья",,
"Mobile app permissions",,,
"Mobile apps","Мобильные приложения",,
"Offline record limit","Оффлайн лимит записи",,
"Production",,,
"Products","Продукты",,
"Projects","Проекты",,
"Quality",,,
"Sale","Продажа",,
"Sales","Продажи",,
"Statuses to take into account",,,
"Stock",,,
"Task",,,
"Timesheet","Тайм-аут",,
"Timesheets","Тайм-аутбуки",,
