"key","message","comment","context"
"App Portal","App Portal",,
"Can confirm online","Kan online bevestigen",,
"Can pay online","Kan online betalen",,
"Code","Code",,
"Electronic signature","Elektronische handtekening",,
"Manage invoices","Facturen beheren",,
"Manage sale orders","Verkooporders beheren",,
"Manage tickets","Beheer tickets",,
"Name","Naam",,
"Online payment method","Online betaalmethode",,
"Online payment methods","Online betaalmethoden",,
"Password","Wachtwoord",,
"value:Portal","waarde: Portaal",,
