"key","message","comment","context"
"App Portal","App Portal",,
"Can confirm online","Может подтвердить онлайн",,
"Can pay online","Можно оплатить онлайн",,
"Code","Код",,
"Electronic signature","Электронная подпись",,
"Manage invoices","Управление счетами-фактурами",,
"Manage sale orders","Управление заказами на продажу",,
"Manage tickets","Управлять билетами",,
"Name","Имя",,
"Online payment method","Онлайн-оплата",,
"Online payment methods","Способы оплаты онлайн",,
"Password","Пароль",,
"value:Portal","значение:Портал",,
