"key","message","comment","context"
"App Portal","Portal de Aplicações",,
"Can confirm online","Pode confirmar online",,
"Can pay online","Pode pagar online",,
"Code","Código",,
"Electronic signature","Assinatura electrónica",,
"Manage invoices","Administrar faturas",,
"Manage sale orders","Administrar ordens de venda",,
"Manage tickets","Gerir bilhetes",,
"Name","Nome e Sobrenome",,
"Online payment method","Método de pagamento online",,
"Online payment methods","Métodos de pagamento online",,
"Password","Senha",,
"value:Portal","valor:Portal",,
